pedido_id,cliente_id,vendedor_id,data_pedido,canal,status,valor_total
4278,435,9,2025-02-20,Visita,Entregue,1957.87
4279,435,9,2025-04-10,Telefone,Entregue,1468.29
4280,435,9,2025-05-26,WhatsApp,Entregue,9111.70
4281,435,9,2025-07-27,WhatsApp,Cancelado,0.00
4282,435,14,2025-09-26,WhatsApp,Entregue,2002.80
4283,435,14,2025-11-21,Telefone,Faturado,2536.46
4284,435,14,2026-02-02,App,Faturado,2523.24
4285,435,14,03/04/2026,Visita,Faturado,9049.47
4286,435,14,2026-05-31,Visita,Faturado,2515.75
4287,435,14,2026-07-17,Visita,Entregue,2688.24
4288,437,11,2024-12-20,Telefone,Faturado,3082.75
4289,437,11,2025-01-27,Visita,Entregue,8772.30
4290,437,11,2025-02-26,Visita,Entregue,2800.66
4291,437,5,2025-04-02,App,Cancelado,0.00
4292,437,5,2025-04-25,Visita,Entregue,9730.25
4293,437,5,2025-05-20,Telefone,Entregue,6349.09
4294,437,5,2025-06-19,Visita,Entregue,4644.44
4295,437,5,2025-08-01,WhatsApp,Entregue,3125.57
4296,437,5,2025-09-08,Telefone,Faturado,7149.09
4297,437,5,2025-10-06,Telefone,Faturado,9628.59
4298,437,5,2025-10-28,WhatsApp,Faturado,10808.64
4299,437,5,2025-11-14,App,Entregue,10857.89
4300,437,5,08/12/2025,Visita,Entregue,5413.82
4301,437,5,2026-01-01,Visita,Cancelado,0.00
4302,437,5,2026-01-28,Visita,Entregue,6014.47
4303,437,5,2026-02-27,Telefone,Entregue,3789.84
4304,437,5,2026-04-06,Visita,Entregue,8911.51
4305,437,5,2026-04-22,Visita,Faturado,7481.70
4306,437,5,2026-05-26,App,Entregue,1260.34
4307,437,5,2026-06-13,WhatsApp,Faturado,15808.50
4308,437,5,2026-07-03,App,Em separação,4694.22
4309,437,5,2026-07-22,App,Entregue,861.08
4310,437,5,2026-08-15,Visita,Faturado,4090.10
4311,438,38,2024-09-20,Visita,Entregue,4952.22
4312,438,38,2024-10-17,Visita,Entregue,11011.57
4313,438,38,2024-11-21,App,Entregue,5896.61
4314,438,38,2024-12-09,App,Entregue,2482.22
4315,438,38,2025-01-01,Telefone,Faturado,4502.80
4316,438,38,2025-02-18,WhatsApp,Em separação,2072.00
4317,438,38,2025-03-18,App,Entregue,8294.05
4318,438,38,2025-04-07,App,Faturado,10851.19
4319,438,38,23/04/2025,WhatsApp,Faturado,27129.99
4320,438,38,2025-05-10,Telefone,Entregue,10270.49
4321,438,38,2025-06-12,Visita,Entregue,4996.46
4322,438,38,23/07/2025,Visita,Entregue,9256.14
4323,438,38,2025-08-27,Visita,Faturado,9856.16
4324,438,38,2025-09-22,Visita,Entregue,19727.17
4325,438,38,29/10/2025,Visita,Entregue,10704.84
4326,438,41,2025-12-09,Telefone,Entregue,2809.74
4327,438,41,2025-12-29,WhatsApp,Faturado,6114.72
4328,438,41,2026-01-29,App,Entregue,3624.23
4329,438,41,2026-02-24,Visita,Entregue,8714.31
4330,438,41,2026-03-27,Visita,Entregue,10872.91
4331,438,41,2026-05-05,App,Entregue,13366.80
4332,438,41,09/06/2026,Visita,Faturado,11644.88
4333,438,41,2026-07-17,Telefone,Entregue,6281.99
4334,438,41,18/08/2026,WhatsApp,Entregue,5864.07
4335,439,33,04/10/2025,Visita,Faturado,4080.56
4336,439,33,2026-01-07,Telefone,Entregue,644.71
4337,439,33,29/04/2026,App,Entregue,1062.17
4338,439,33,2026-08-28,Visita,Cancelado,0.00
4339,440,9,2024-09-17,Visita,Cancelado,0.00
4340,440,9,2024-11-01,App,Entregue,3674.63
4341,440,9,2024-12-26,App,Entregue,1365.37
4342,440,9,2025-03-04,Visita,Faturado,3146.21
4343,440,9,2025-04-16,Visita,Entregue,6853.01
4344,440,9,2025-06-05,App,Entregue,3551.57
4345,440,9,2025-08-07,Visita,Entregue,2465.56
4346,440,9,2025-09-23,Telefone,Entregue,3898.22
4347,440,9,2025-10-29,Visita,Entregue,6033.86
4348,440,9,2025-12-09,App,Entregue,2818.78
4349,440,9,2026-01-21,Telefone,Entregue,753.24
4350,440,9,2026-04-02,WhatsApp,Entregue,5066.51
4351,440,9,2026-05-20,Telefone,Faturado,5168.07
4352,440,9,2026-07-24,Visita,Faturado,2230.62
4353,441,12,2024-09-05,App,Faturado,1730.73
4354,441,12,2025-01-06,Visita,Entregue,1400.61
4355,441,12,2025-05-16,Visita,Entregue,512.20
4356,441,12,2025-08-06,Visita,Entregue,647.78
4357,441,12,2025-11-07,Telefone,Faturado,1824.21
4358,441,12,2026-01-16,WhatsApp,Entregue,3174.46
4359,441,12,17/03/2026,App,Entregue,994.99
4360,441,12,2026-05-19,Visita,Entregue,544.69
4361,441,12,2026-08-19,Visita,Entregue,1667.34
4362,442,27,2024-09-18,Visita,Entregue,2481.40
4363,442,27,2025-01-17,App,Faturado,983.59
4364,442,27,06/05/2025,Telefone,Faturado,518.50
4365,442,27,2025-07-27,Visita,Faturado,877.24
4366,442,27,2025-09-25,Telefone,Faturado,732.01
4367,442,27,20/11/2025,App,Entregue,1915.63
4368,442,27,16/02/2026,WhatsApp,Entregue,631.03
4369,442,27,2026-06-03,App,Entregue,1597.04
4370,442,19,2026-08-19,App,Entregue,1461.10
4371,443,13,17/09/2024,Telefone,Entregue,1853.16
4372,443,13,2025-01-04,Visita,Faturado,979.58
4373,443,13,2025-04-08,Visita,Faturado,1432.56
4374,443,13,2025-06-09,Visita,Cancelado,0.00
4375,443,13,2025-08-05,App,Entregue,1824.85
4376,443,13,2025-10-03,Telefone,Faturado,4490.12
4377,443,13,2026-01-17,WhatsApp,Entregue,1173.91
4378,443,13,2026-05-21,Visita,Entregue,8774.45
4379,444,19,2024-09-17,Visita,Entregue,1424.36
4380,444,19,2024-12-30,App,Em separação,1882.15
4381,444,19,2025-04-25,Telefone,Entregue,2171.29
4382,444,19,2025-07-12,App,Entregue,2296.64
4383,444,19,2025-11-06,Visita,Em separação,2535.41
4384,444,19,2026-03-10,App,Faturado,740.69
4385,445,21,2024-09-23,Visita,Faturado,5051.43
4386,445,21,2024-10-28,App,Cancelado,0.00
4387,445,21,2024-11-19,Visita,Faturado,13353.72
4388,445,21,2024-12-18,App,Entregue,3932.08
4389,445,21,2025-02-05,App,Faturado,6587.36
4390,445,21,14/03/2025,Visita,Faturado,8037.93
4391,445,21,2025-04-23,Visita,Entregue,6242.83
4392,445,21,2025-05-19,Visita,Entregue,4020.28
4393,445,21,2025-06-09,WhatsApp,Entregue,7240.07
4394,445,21,2025-07-25,WhatsApp,Entregue,7531.03
4395,445,21,2025-08-21,Visita,Entregue,6485.71
4396,445,21,2025-09-22,Telefone,Faturado,3531.51
4397,445,21,2025-10-27,Telefone,Faturado,6215.48
4398,445,21,27/11/2025,Telefone,Faturado,6849.19
4399,445,21,23/12/2025,WhatsApp,Cancelado,0.00
4400,445,21,2026-01-22,Visita,Faturado,5182.97
4401,445,21,20/02/2026,App,Entregue,3634.80
4402,445,21,2026-03-20,Visita,Entregue,4342.64
4403,445,21,2026-04-10,App,Entregue,16644.00
4404,445,21,05/05/2026,Telefone,Entregue,8956.35
4405,445,21,2026-06-10,Visita,Cancelado,0.00
4406,445,21,2026-07-03,App,Entregue,7038.56
4407,445,21,2026-08-06,Telefone,Entregue,11108.02
4408,445,21,2026-08-25,Telefone,Faturado,7604.33
4409,446,38,2024-09-09,Visita,Entregue,3346.91
4410,446,38,2024-10-02,App,Entregue,9654.86
4411,446,38,2024-11-01,Visita,Entregue,7593.72
4412,446,38,2024-12-04,Visita,Entregue,1751.17
4413,446,38,2025-01-17,Telefone,Entregue,5730.11
4414,446,38,2025-02-20,Visita,Entregue,2000.91
4415,446,38,2025-03-17,App,Entregue,8929.57
4416,446,38,2025-04-04,Visita,Em separação,12430.43
4417,446,38,2025-04-25,Visita,Entregue,5493.77
4418,446,38,2025-05-30,Telefone,Faturado,7779.84
4419,446,38,01/07/2025,App,Entregue,5126.36
4420,446,38,2025-07-30,Visita,Faturado,8970.74
4421,446,38,2025-09-03,App,Faturado,6842.51
4422,446,38,2025-10-05,Visita,Faturado,15437.76
4423,446,38,2025-11-03,Visita,Entregue,22122.10
4424,446,38,2025-11-27,Visita,Faturado,4952.77
4425,446,38,2026-01-02,App,Entregue,4344.65
4426,446,38,2026-02-03,Visita,Entregue,3994.60
4427,446,38,2026-02-24,Visita,Entregue,6194.25
4428,446,38,2026-03-13,Visita,Faturado,5255.37
4429,446,38,2026-04-16,Telefone,Faturado,21912.55
4430,446,38,2026-05-22,Visita,Entregue,6883.70
4431,446,38,2026-06-08,App,Faturado,6932.94
4432,446,38,2026-06-25,App,Cancelado,0.00
4433,446,38,2026-07-29,App,Entregue,11489.53
4434,446,38,2026-08-26,WhatsApp,Faturado,5363.91
4435,447,35,12/09/2024,Visita,Entregue,1980.19
4436,447,35,2024-10-10,WhatsApp,Faturado,6938.06
4437,447,35,2024-11-07,Visita,Entregue,10343.66
4438,447,35,2024-12-05,Visita,Entregue,3985.04
4439,447,35,2025-01-14,App,Entregue,5527.75
4440,447,35,10/02/2025,WhatsApp,Faturado,2419.80
4441,447,35,27/03/2025,WhatsApp,Entregue,5353.42
4442,447,35,2025-04-30,Visita,Entregue,12206.00
4443,447,35,2025-05-21,WhatsApp,Entregue,9949.52
4444,447,35,2025-06-18,Telefone,Faturado,8344.32
4445,447,35,2025-07-09,Visita,Cancelado,0.00
4446,447,35,2025-07-28,Visita,Entregue,7432.97
4447,447,35,2025-08-14,App,Entregue,6986.22
4448,447,35,17/09/2025,Telefone,Entregue,12590.35
4449,447,35,10/10/2025,Telefone,Faturado,18536.59
4450,447,22,2025-11-17,Visita,Entregue,6495.86
4451,447,22,2025-12-20,Visita,Entregue,6236.35
4452,447,22,2026-01-05,App,Faturado,3654.03
4453,447,22,2026-02-04,Visita,Entregue,2082.95
4454,447,22,2026-03-12,WhatsApp,Entregue,4877.56
4455,447,22,2026-04-03,Telefone,Entregue,8998.36
4456,447,22,2026-04-27,App,Em separação,6731.14
4457,447,22,28/05/2026,WhatsApp,Entregue,3982.89
4458,447,22,2026-06-30,Visita,Faturado,14857.37
4459,447,22,2026-07-28,App,Faturado,6017.72
4460,447,22,2026-08-26,Visita,Entregue,2305.69
4461,448,14,2026-05-27,Visita,Em separação,1680.99
4462,449,35,2024-10-01,WhatsApp,Entregue,1077.63
4463,449,35,2025-01-28,Telefone,Entregue,72.82
4464,449,35,2025-04-29,Visita,Entregue,2483.27
4465,449,35,05/09/2025,App,Entregue,1186.90
4466,449,35,2025-12-25,Visita,Em separação,585.79
4467,449,35,2026-05-04,Visita,Entregue,367.44
4468,449,35,2026-07-16,Visita,Entregue,785.53
4469,450,42,2024-09-21,Visita,Entregue,6184.51
4470,451,17,2024-09-25,Telefone,Faturado,10274.47
4471,451,17,01/11/2024,App,Entregue,9114.31
4472,451,17,18/11/2024,Telefone,Entregue,7939.56
4473,451,17,2024-12-27,Visita,Entregue,4552.14
4474,451,17,2025-01-20,Visita,Faturado,14506.17
4475,451,17,2025-02-11,App,Faturado,3656.34
4476,451,17,2025-03-03,Visita,Entregue,9322.22
4477,451,17,2025-03-27,Visita,Faturado,8551.69
4478,451,17,2025-04-25,Telefone,Entregue,16045.91
4479,451,17,2025-05-27,App,Faturado,14004.04
4480,451,17,2025-06-17,App,Faturado,7207.67
4481,451,17,2025-07-24,Visita,Entregue,6228.24
4482,451,17,2025-08-12,WhatsApp,Entregue,11208.16
4483,451,17,2025-09-08,Visita,Faturado,4178.12
4484,451,17,2025-10-08,Visita,Entregue,11896.32
4485,451,17,2025-10-27,Visita,Faturado,4981.37
4486,451,17,2025-11-27,App,Entregue,11538.68
4487,451,17,2025-12-15,Visita,Faturado,5421.73
4488,451,17,2026-01-22,Telefone,Faturado,3427.09
4489,451,17,2026-03-07,App,Entregue,5665.61
4490,451,17,2026-04-03,Visita,Faturado,3774.95
4491,451,17,2026-04-28,App,Entregue,10183.00
4492,451,17,26/05/2026,Visita,Entregue,4598.55
4493,451,17,2026-06-12,Visita,Entregue,9033.78
4494,451,17,07/07/2026,Visita,Faturado,9542.95
4495,451,17,2026-08-10,App,Entregue,1345.00
4496,452,20,2024-10-15,Visita,Cancelado,0.00
4497,452,20,2025-01-20,Visita,Entregue,231.10
4498,452,20,22/04/2025,App,Faturado,597.01
4499,452,20,2025-08-22,Visita,Entregue,2433.01
4500,452,20,2025-11-25,Visita,Entregue,1687.00
4501,452,20,2026-02-26,Visita,Faturado,1503.87
4502,452,20,2026-07-10,Visita,Em separação,1027.99
4503,453,25,2024-09-18,Visita,Entregue,1686.70
4504,453,25,2024-11-15,Visita,Entregue,4964.53
4505,453,25,2025-01-08,App,Entregue,925.84
4506,454,20,2024-09-19,App,Cancelado,0.00
4507,454,20,2024-10-30,Visita,Entregue,3736.47
4508,454,20,2025-01-07,Visita,Entregue,2764.98
4509,454,20,2025-03-14,Visita,Entregue,1380.37
4510,454,20,2025-05-21,App,Entregue,2006.04
4511,454,20,2025-07-17,Visita,Faturado,8890.42
4512,454,20,2025-09-25,Telefone,Entregue,4727.93
4513,454,20,2025-11-06,Visita,Entregue,2236.02
4514,454,20,2025-12-15,Telefone,Faturado,3028.83
4515,454,20,2026-02-27,Visita,Cancelado,0.00
4516,454,20,2026-05-01,Visita,Faturado,1678.36
4517,454,20,2026-06-29,Visita,Entregue,6891.72
4518,454,20,2026-08-19,Visita,Entregue,6174.38
4519,455,13,2026-03-05,Visita,Faturado,6333.56
4520,456,13,2024-09-03,Visita,Faturado,1315.26
4521,456,13,2024-12-14,Visita,Entregue,483.17
4522,456,13,2025-02-13,Visita,Entregue,864.43
4523,456,13,2025-06-16,Visita,Cancelado,0.00
4524,456,13,15/08/2025,App,Entregue,1778.80
4525,456,13,2025-10-18,Visita,Entregue,1413.51
4526,456,13,2026-01-02,Visita,Entregue,831.63
4527,456,13,2026-03-03,Visita,Entregue,3458.07
4528,456,13,2026-06-26,Visita,Faturado,1656.17
4529,457,32,2024-09-24,WhatsApp,Faturado,1607.56
4530,457,32,2024-11-25,Visita,Entregue,1107.21
4531,457,32,18/03/2025,WhatsApp,Faturado,1338.98
4532,457,32,22/05/2025,Telefone,Em separação,691.34
4533,457,32,2025-08-11,App,Entregue,1393.73
4534,457,32,2025-12-18,Telefone,Entregue,1395.90
4535,457,36,2026-04-10,App,Entregue,804.98
4536,457,36,2026-08-10,Telefone,Entregue,1618.61
4537,458,42,2025-08-15,Telefone,Entregue,1809.43
4538,458,42,2025-11-18,Telefone,Entregue,1927.43
4539,459,7,2024-09-12,App,Entregue,3998.21
4540,459,7,2024-10-01,Telefone,Faturado,2421.14
4541,459,7,2024-10-30,Visita,Em separação,8657.69
4542,459,7,2024-12-10,Visita,Faturado,3966.13
4543,459,7,2024-12-26,App,Entregue,10012.09
4544,459,7,2025-01-23,Visita,Cancelado,0.00
4545,459,7,2025-03-07,Visita,Faturado,12169.21
4546,459,7,2025-04-07,App,Em separação,3891.20
4547,459,7,2025-04-23,Visita,Entregue,4224.12
4548,459,7,2025-05-30,WhatsApp,Entregue,1686.35
4549,459,7,20/06/2025,WhatsApp,Em separação,2820.45
4550,459,7,2025-07-11,WhatsApp,Cancelado,0.00
4551,459,7,2025-08-05,App,Faturado,4318.69
4552,459,7,2025-09-12,Telefone,Entregue,9066.59
4553,459,7,2025-09-29,Visita,Entregue,4597.23
4554,459,7,2025-10-21,Visita,Faturado,9382.60
4555,459,7,2025-11-28,Visita,Entregue,5165.36
4556,459,7,22/12/2025,Telefone,Entregue,5037.64
4557,459,7,2026-01-23,Telefone,Entregue,1567.89
4558,459,7,2026-02-24,Visita,Entregue,4003.17
4559,459,7,2026-04-08,App,Faturado,9729.76
4560,459,7,2026-05-11,App,Entregue,8316.51
4561,459,7,2026-06-08,Telefone,Entregue,14134.00
4562,459,7,2026-07-13,Visita,Entregue,8080.99
4563,459,7,11/08/2026,Visita,Entregue,8649.69
4564,460,31,2025-08-11,Visita,Faturado,1008.89
4565,460,31,2025-11-21,Visita,Faturado,1277.94
4566,460,31,2026-03-07,WhatsApp,Entregue,2617.23
4567,460,31,2026-05-27,Telefone,Faturado,933.21
4568,460,31,2026-08-31,Telefone,Entregue,1599.43
4569,461,4,2024-09-13,Telefone,Entregue,1036.68
4570,461,4,2025-01-08,Visita,Em separação,1097.73
4571,461,4,15/04/2025,Telefone,Entregue,3468.55
4572,461,4,2025-08-20,Telefone,Cancelado,0.00
4573,461,4,2025-11-20,App,Entregue,2559.75
4574,461,4,2026-03-17,WhatsApp,Entregue,1417.59
4575,461,4,2026-06-19,Visita,Entregue,507.21
4576,462,28,2025-03-26,App,Em separação,2061.00
4577,462,28,2025-07-13,Visita,Entregue,528.39
4578,462,28,2025-11-06,WhatsApp,Faturado,1206.41
4579,462,28,2026-01-27,Visita,Entregue,742.36
4580,462,28,17/04/2026,WhatsApp,Cancelado,0.00
4581,462,28,2026-07-23,WhatsApp,Entregue,292.67
4582,463,26,2024-09-18,Visita,Entregue,924.50
4583,463,26,2024-12-18,App,Faturado,581.86
4584,463,26,2025-03-15,Telefone,Entregue,363.00
4585,463,26,2025-06-13,Visita,Entregue,2135.64
4586,463,26,2025-09-30,App,Faturado,1079.92
4587,463,26,2025-11-28,Visita,Faturado,846.42
4588,463,26,2026-02-17,WhatsApp,Entregue,2659.27
4589,463,26,30/04/2026,App,Faturado,7651.53
4590,463,26,2026-08-21,Visita,Entregue,1458.07
4591,464,3,2024-09-13,Visita,Entregue,2040.24
4592,464,3,2025-01-07,App,Em separação,249.04
4593,464,3,2025-05-16,Visita,Faturado,1469.06
4594,464,3,2025-07-23,Visita,Entregue,-722.42
4595,464,3,2025-10-27,App,Faturado,947.86
4596,464,3,2026-01-08,WhatsApp,Entregue,356.38
4597,464,3,2026-04-16,WhatsApp,Entregue,2268.15
4598,465,2,2024-09-16,App,Faturado,4995.85
4599,465,2,2024-12-09,Telefone,Faturado,1162.08
4600,465,2,2025-03-05,Telefone,Faturado,1282.71
4601,465,24,2025-06-10,App,Entregue,1607.60
4602,465,24,25/09/2025,Telefone,Faturado,1278.07
4603,465,24,2026-01-13,Telefone,Cancelado,0.00
4604,465,24,2026-04-14,WhatsApp,Em separação,1851.70
4605,465,24,2026-08-12,Visita,Entregue,1877.04
4606,466,26,2024-09-25,Visita,Entregue,3864.55
4607,466,26,2024-12-26,Visita,Faturado,598.27
4608,466,26,2025-03-03,WhatsApp,Entregue,534.66
4609,466,26,2025-05-08,WhatsApp,Entregue,1464.79
4610,466,26,2025-07-21,App,Entregue,355.35
4611,466,26,2025-10-02,App,Entregue,2322.63
4612,466,26,2025-12-18,Visita,Entregue,446.90
4613,466,26,2026-03-16,App,Entregue,3334.88
4614,466,26,2026-07-23,Telefone,Entregue,2312.92
4615,467,6,2024-09-26,Visita,Entregue,256.06
4616,467,6,2024-12-04,Visita,Faturado,4856.37
4617,467,6,2025-01-08,Visita,Faturado,1065.65
4618,467,6,2025-03-04,Telefone,Entregue,3143.22
4619,467,6,2025-04-16,App,Entregue,2233.91
4620,467,6,2025-05-26,Visita,Entregue,2190.99
4621,467,6,2025-07-11,Telefone,Entregue,4473.23
4622,467,6,2025-09-08,App,Entregue,2026.28
4623,467,6,2025-10-14,Visita,Faturado,4082.07
4624,467,6,22/12/2025,Telefone,Entregue,3288.10
4625,467,6,2026-02-04,App,Entregue,1284.10
4626,467,6,19/03/2026,WhatsApp,Faturado,4293.02
4627,467,6,2026-05-27,Visita,Entregue,4106.92
4628,467,6,06/08/2026,Visita,Entregue,1430.23
4629,468,3,2025-06-12,Visita,Entregue,2332.71
4630,468,3,2025-08-27,Telefone,Entregue,1500.82
4631,468,3,2025-11-04,Visita,Entregue,4848.70
4632,468,3,2026-01-19,WhatsApp,Entregue,621.43
4633,469,8,2024-10-01,App,Entregue,912.20
4634,469,8,2025-01-14,Visita,Cancelado,0.00
4635,469,8,2025-05-08,Telefone,Faturado,2223.33
4636,469,8,2025-09-05,App,Faturado,1679.12
4637,469,8,2025-12-23,Telefone,Entregue,1267.83
4638,469,8,2026-03-03,WhatsApp,Entregue,1746.70
4639,469,8,2026-06-16,WhatsApp,Faturado,4610.02
4640,470,10,2024-09-11,WhatsApp,Faturado,4302.05
4641,470,21,2024-12-20,App,Entregue,2112.30
4642,470,21,2025-04-12,WhatsApp,Faturado,226.94
4643,470,21,2025-06-21,Visita,Entregue,2591.08
4644,470,21,25/08/2025,Visita,Entregue,3330.33
4645,470,21,2025-12-17,Visita,Entregue,561.86
4646,470,21,2026-03-24,WhatsApp,Entregue,1532.12
4647,470,21,2026-06-29,WhatsApp,Faturado,2526.88
4648,471,20,04/09/2024,App,Entregue,3541.24
4649,471,20,2024-10-31,Visita,Entregue,5882.16
4650,471,20,2025-02-10,Telefone,Faturado,4221.76
4651,471,20,2025-03-14,Visita,Faturado,3357.94
4652,471,20,2025-05-13,App,Faturado,2983.96
4653,471,20,2025-06-26,Telefone,Faturado,1856.86
4654,471,20,2025-08-07,WhatsApp,Faturado,4737.16
4655,471,20,2025-09-10,Telefone,Faturado,4323.37
4656,471,20,20/11/2025,App,Entregue,3230.59
4657,471,20,2026-01-28,Visita,Entregue,3028.50
4658,471,20,2026-03-09,Visita,Entregue,2651.14
4659,471,20,2026-04-10,Telefone,Entregue,2120.58
4660,471,20,2026-06-11,Visita,Entregue,1170.51
4661,471,20,2026-07-16,Telefone,Entregue,5653.31
4662,471,20,2026-08-26,Visita,Em separação,1932.84
4663,472,6,2024-09-20,Visita,Faturado,4555.18
4664,472,6,2025-01-24,WhatsApp,Entregue,664.54
4665,472,33,2025-05-16,Visita,Entregue,1061.66
4666,472,33,2025-07-28,Telefone,Faturado,1994.37
4667,472,33,2025-11-18,App,Entregue,3069.88
4668,472,33,2026-03-23,Telefone,Entregue,730.23
4669,472,33,2026-05-22,Telefone,Entregue,3743.02
4670,474,38,2024-09-16,Visita,Entregue,1403.53
4671,474,38,2024-12-09,Visita,Entregue,2453.36
4672,474,38,2025-02-20,App,Faturado,3747.09
4673,474,38,2025-04-30,WhatsApp,Faturado,2957.90
4674,474,38,2025-08-28,Visita,Faturado,1661.51
4675,474,38,2025-12-10,App,Entregue,1210.53
4676,474,38,2026-02-17,Visita,Faturado,600.13
4677,474,38,2026-05-25,App,Entregue,3127.06
4678,475,38,2024-09-13,App,Entregue,1492.19
4679,475,38,2024-10-22,Visita,Faturado,2953.19
4680,475,38,2024-12-13,WhatsApp,Entregue,1775.16
4681,475,38,2025-02-24,Visita,Entregue,1287.93
4682,475,38,02/05/2025,Visita,Entregue,1726.82
4683,475,38,2025-06-30,App,Entregue,4342.97
4684,475,38,2025-09-05,Visita,Faturado,4491.88
4685,475,38,2025-11-06,Visita,Faturado,1879.85
4686,475,38,2026-01-13,Visita,Entregue,992.71
4687,475,38,2026-02-20,Visita,Entregue,1191.24
4688,475,38,2026-04-14,Visita,Faturado,4727.14
4689,475,38,01/06/2026,Visita,Em separação,1348.70
4690,475,38,17/07/2026,Telefone,Entregue,3062.87
4691,475,38,26/08/2026,Visita,Faturado,2296.24
4692,476,10,2024-09-22,Visita,Faturado,4246.21
4693,476,10,2024-11-22,App,Entregue,7397.34
4694,476,10,2025-01-23,Visita,Entregue,476.58
4695,476,10,2025-05-07,Visita,Faturado,634.86
4696,476,10,2025-08-18,Visita,Faturado,1487.17
4697,476,10,24/12/2025,App,Faturado,664.51
4698,476,10,2026-03-30,Visita,Entregue,914.27
4699,476,10,2026-05-25,Visita,Faturado,3219.54
4700,476,10,2026-07-22,Visita,Entregue,757.87
4701,478,35,2024-09-17,Telefone,Entregue,4098.89
4702,478,35,2024-10-21,Visita,Entregue,2013.24
4703,478,35,2024-12-06,Visita,Faturado,2394.60
4704,478,35,2025-01-21,Visita,Entregue,1192.47
4705,478,35,2025-03-28,Telefone,Entregue,3057.23
4706,478,35,2025-05-20,Visita,Faturado,2497.88
4707,478,35,2025-06-30,Visita,Entregue,4697.33
4708,479,29,2025-01-23,App,Faturado,783.03
4709,479,29,10/04/2025,App,Faturado,2662.57
4710,479,29,2025-06-25,Visita,Faturado,1158.40
4711,479,29,2025-10-29,Visita,Faturado,1669.77
4712,479,29,2026-01-05,Telefone,Faturado,1322.99
4713,479,29,2026-04-25,Visita,Faturado,1128.68
4714,479,29,2026-07-07,Visita,Faturado,751.36
4715,480,24,2025-05-06,Telefone,Entregue,4367.58
4716,480,24,2025-07-09,WhatsApp,Faturado,115.46
4717,480,24,2025-11-11,Visita,Faturado,1994.33
4718,480,24,2026-02-23,WhatsApp,Entregue,2393.85
4719,480,24,2026-04-28,App,Faturado,4081.53
4720,480,24,2026-06-23,Telefone,Entregue,1349.44
4721,482,21,2025-02-24,Visita,Faturado,2764.71
4722,482,21,2025-06-30,WhatsApp,Faturado,241.48
4723,482,21,2025-10-21,Visita,Entregue,1091.37
4724,482,21,2026-01-30,WhatsApp,Entregue,1284.76
4725,482,21,2026-06-10,Visita,Entregue,2058.42
4726,483,41,2024-09-17,App,Entregue,1779.98
4727,483,41,29/10/2024,Visita,Faturado,4437.86
4728,483,41,2024-12-28,Visita,Entregue,1679.50
4729,483,41,2025-02-14,WhatsApp,Entregue,3085.51
4730,483,41,2025-03-24,Telefone,Faturado,1196.52
4731,483,41,2025-05-13,WhatsApp,Entregue,3626.97
4732,483,41,2025-07-16,Visita,Entregue,4057.44
4733,483,41,2025-08-27,Telefone,Faturado,2258.05
4734,483,41,2025-11-03,Visita,Faturado,2915.19
4735,483,41,2025-12-05,App,Entregue,1299.01
4736,483,41,2026-01-27,Visita,Entregue,1470.74
4737,483,41,2026-04-07,Visita,Entregue,5237.51
4738,483,41,2026-06-04,WhatsApp,Entregue,2959.09
4739,483,41,2026-07-13,Visita,Entregue,3574.95
4740,484,40,2024-11-17,App,Faturado,5322.59
4741,484,40,2024-12-16,Telefone,Faturado,5536.76
4742,484,40,2025-01-06,App,Entregue,2500.13
4743,484,40,2025-01-31,WhatsApp,Faturado,4496.43
4744,484,40,06/03/2025,App,Faturado,7639.92
4745,484,40,2025-04-08,App,Faturado,10573.24
4746,484,40,2025-05-16,App,Faturado,3052.02
4747,484,40,2025-06-05,Telefone,Faturado,19153.30
4748,484,8,2025-07-14,Visita,Faturado,5199.80
4749,484,8,2025-08-08,App,Faturado,6647.04
4750,484,8,2025-09-09,App,Entregue,8007.30
4751,484,8,2025-10-02,App,Faturado,14419.51
4752,484,8,2025-11-04,Visita,Entregue,5449.18
4753,484,8,2025-12-03,WhatsApp,Cancelado,0.00
4754,484,8,2025-12-31,Visita,Entregue,4226.04
4755,484,8,2026-01-21,App,Faturado,3660.22
4756,484,8,2026-02-27,App,Cancelado,0.00
4757,484,8,2026-03-16,WhatsApp,Entregue,7687.13
4758,484,8,19/04/2026,Telefone,Entregue,10117.57
4759,484,8,2026-05-11,Visita,Faturado,11863.85
4760,484,8,2026-06-02,Visita,Entregue,9536.12
4761,484,8,2026-06-27,WhatsApp,Entregue,12158.24
4762,484,8,2026-07-28,Telefone,Entregue,4955.31
4763,484,8,2026-08-23,Visita,Entregue,4768.01
4764,485,30,2024-10-03,Visita,Entregue,3413.66
4765,485,30,15/11/2024,Telefone,Entregue,1436.82
4766,485,30,2025-01-19,WhatsApp,Faturado,616.18
4767,485,30,2025-03-19,Visita,Faturado,1882.85
4768,485,30,26/04/2025,Visita,Entregue,6115.33
4769,485,30,2025-07-04,Telefone,Faturado,4184.28
4770,485,30,2025-08-18,Visita,Entregue,3052.31
4771,485,30,2025-10-09,Visita,Entregue,2723.76
4772,485,30,2025-12-11,App,Entregue,4369.26
4773,485,30,2026-02-12,Visita,Faturado,3060.96
4774,485,30,2026-04-22,Visita,Entregue,6043.55
4775,485,30,2026-06-04,Visita,Entregue,3899.19
