item_id,pedido_id,sku,quantidade,preco_praticado,desconto_pct,valor_bruto
30340,4283,SKU00004,4,305.52,0.00,1222.08
30341,4284,SKU00083,1,42.47,8.00,42.47
30342,4284,SKU00141,6,104.23,3.00,625.38
30343,4284,SKU00155,3,90.94,3.00,272.82
30344,4284,SKU00041,2,345.91,5.00,691.82
30345,4284,SKU00002,1,337.35,0.00,337.35
30346,4284,SKU00128,1,208.72,0.00,208.72
30347,4284,SKU00255,1,160.17,0.00,160.17
30348,4284,SKU00109,1,133.22,12.00,133.22
30349,4284,SKU00087,1,51.29,3.00,51.29
30350,4285,SKU00058,3,222.63,0.00,667.89
30351,4285,SKU00181,9,400.57,8.00,3605.13
30352,4285,SKU00036,6,326.88,0.00,1961.28
30353,4285,SKU00171,9,92.37,3.00,831.33
30354,4285,SKU00198,3,608.47,0.00,1825.41
30355,4285,SKU00151,3,52.81,5.00,158.43
30356,4286,SKU00217,1,36.97,18.00,36.97
30357,4286,SKU00075,3,255.40,0.00,766.20
30358,4286,SKU00271,3,125.64,0.00,376.92
30359,4286,SKU00179,6,222.61,12.00,1335.66
30360,4287,SKU00090,2,57.75,3.00,115.50
30361,4287,SKU00251,5,54.21,3.00,271.05
30362,4287,SKU00286,1,36.98,0.00,36.98
30363,4287,SKU00047,10,191.88,0.00,1918.80
30364,4287,SKU00163,2,30.05,18.00,60.10
30365,4287,SKU00279,2,36.79,3.00,73.58
30366,4287,SKU00091,1,212.23,0.00,212.23
30367,4288,SKU00281,4,19.51,0.00,78.04
30368,4288,SKU00215,2,28.56,12.00,57.12
30369,4288,SKU00050,1,242.04,0.00,242.04
30370,4288,SKU00090,3,57.75,3.00,173.25
30371,4288,SKU00084,1,193.13,5.00,193.13
30372,4288,SKU00279,1,36.03,5.00,36.03
30373,4288,SKU00091,6,212.23,0.00,1273.38
30374,4288,SKU00208,2,77.43,3.00,154.86
30375,4288,SKU00225,3,81.70,3.00,245.10
30376,4288,SKU00013,4,157.45,12.00,629.80
30377,4289,SKU00023,2,112.81,3.00,225.62
30378,4289,SKU00148,2,79.54,5.00,159.08
30379,4289,SKU00290,1,21.12,8.00,21.12
30380,4289,SKU00053,1,135.19,0.00,135.19
30381,4289,SKU00037,5,308.94,0.00,1544.70
30382,4289,SKU00144,1,57.20,0.00,57.20
30383,4289,SKU00017,2,296.25,3.00,592.50
30384,4289,SKU00174,5,546.65,0.00,2733.25
30385,4289,SKU00283,7,46.46,12.00,325.22
30386,4289,SKU00005,1,394.02,3.00,394.02
30387,4289,SKU00136,1,83.85,8.00,83.85
30388,4289,SKU00212,2,85.34,0.00,170.68
30389,4289,SKU00173,5,41.66,5.00,208.30
30390,4289,SKU00012,2,390.36,3.00,780.72
30391,4289,SKU00186,7,191.55,8.00,1340.85
30392,4290,SKU00103,3,47.70,5.00,143.10
30393,4290,SKU00072,1,62.94,3.00,62.94
30394,4290,SKU00115,1,54.79,5.00,54.79
30395,4290,SKU00288,6,48.22,8.00,289.32
30396,4290,SKU00187,3,143.66,5.00,430.98
30397,4290,SKU00002,1,337.35,0.00,337.35
30398,4290,SKU00140,9,158.38,0.00,1425.42
30399,4290,SKU00281,3,18.92,3.00,56.76
30400,4291,SKU00228,9,24.33,0.00,218.97
30401,4291,SKU00245,9,30.21,3.00,271.89
30402,4291,SKU00231,6,39.45,5.00,236.70
30403,4291,SKU00001,9,199.14,0.00,1792.26
30404,4291,SKU00200,6,285.97,0.00,1715.82
30405,4291,SKU00277,3,92.87,0.00,278.61
30406,4291,SKU00117,4,70.83,3.00,283.32
30407,4291,SKU00148,23,83.73,0.00,1925.79
30408,4292,SKU00110,1,125.96,3.00,125.96
30409,4292,SKU00015,17,140.74,8.00,2392.58
30410,4292,SKU00237,3,60.11,0.00,180.33
30411,4292,SKU00026,3,313.83,0.00,941.49
30412,4292,SKU00089,9,67.25,3.00,605.25
30413,4292,SKU00074,23,178.95,0.00,4115.85
30414,4292,SKU00252,6,95.45,5.00,572.70
30415,4292,SKU00289,17,21.83,5.00,371.11
30416,4292,SKU00117,6,70.83,3.00,424.98
30417,4293,SKU00046,4,271.10,5.00,1084.40
30418,4293,SKU00225,7,77.49,8.00,542.43
30419,4293,SKU00051,2,101.73,5.00,203.46
30420,4293,SKU00141,4,104.23,3.00,416.92
30421,4293,SKU00187,7,151.22,0.00,1058.54
30422,4293,SKU00227,1,15.52,18.00,15.52
30423,4293,SKU00196,6,254.72,5.00,1528.32
30424,4293,SKU00233,2,44.16,5.00,88.32
30425,4293,SKU00265,2,62.81,3.00,125.62
30426,4293,SKU00286,2,35.13,5.00,70.26
30427,4293,SKU00118,4,81.68,0.00,326.72
30428,4293,SKU00135,2,153.15,0.00,306.30
30429,4293,SKU00023,2,116.30,0.00,232.60
30430,4293,SKU00263,2,112.91,12.00,225.82
30431,4293,SKU00258,1,123.86,8.00,123.86
30432,4294,SKU00067,3,149.02,0.00,447.06
30433,4294,SKU00032,5,361.66,5.00,1808.30
30434,4294,SKU00174,1,530.25,3.00,530.25
30435,4294,SKU00105,3,75.21,0.00,225.63
30436,4294,SKU00108,3,128.51,8.00,385.53
30437,4294,SKU00272,5,59.58,12.00,297.90
30438,4294,SKU00278,16,39.60,0.00,633.60
30439,4294,SKU00249,3,105.39,0.00,316.17
30440,4295,SKU00265,2,64.75,0.00,129.50
30441,4295,SKU00062,2,174.62,0.00,349.24
30442,4295,SKU00018,5,208.76,18.00,1043.80
30443,4295,SKU00087,3,48.65,8.00,145.95
30444,4295,SKU00029,10,139.79,3.00,1397.90
30445,4295,SKU00106,2,29.59,12.00,59.18
30446,4296,SKU00136,8,86.58,5.00,692.64
30447,4296,SKU00037,2,308.94,0.00,617.88
30448,4296,SKU00090,8,59.54,0.00,476.32
30449,4296,SKU00083,11,46.16,0.00,507.76
30450,4296,SKU00265,2,56.98,12.00,113.96
30451,4296,SKU00143,11,86.24,0.00,948.64
30452,4296,SKU00227,11,18.93,0.00,208.23
30453,4296,SKU00292,3,40.61,18.00,121.83
30454,4296,SKU00280,4,44.50,3.00,178.00
30455,4296,SKU00116,2,155.68,0.00,311.36
30456,4296,SKU00067,15,141.57,5.00,2123.55
30457,4296,SKU00097,6,92.18,5.00,553.08
30458,4296,SKU00286,8,36.98,0.00,295.84
30459,4297,SKU00240,3,15.63,3.00,46.89
30460,4297,SKU00109,3,124.14,18.00,372.42
30461,4297,SKU00198,9,608.47,0.00,5476.23
30462,4297,SKU00212,9,85.34,0.00,768.06
30463,4297,SKU00249,6,100.12,5.00,600.72
30464,4297,SKU00196,3,268.13,0.00,804.39
30465,4297,SKU00159,3,65.12,5.00,195.36
30466,4297,SKU00100,6,121.80,5.00,730.80
30467,4297,SKU00151,12,52.81,5.00,633.72
30468,4298,SKU00052,6,362.30,0.00,2173.80
30469,4298,SKU00092,12,37.32,0.00,447.84
30470,4298,SKU00218,5,54.00,3.00,270.00
30471,4298,SKU00174,2,546.65,0.00,1093.30
30472,4298,SKU00244,9,37.16,8.00,334.44
30473,4298,SKU00103,3,47.70,5.00,143.10
30474,4298,SKU00005,9,394.02,3.00,3546.18
30475,4298,SKU00053,6,128.43,5.00,770.58
30476,4298,SKU00121,6,43.90,18.00,263.40
30477,4298,SKU00041,5,353.20,3.00,1766.00
30478,4299,SKU00175,3,440.62,3.00,1321.86
30479,4299,SKU00136,3,83.85,8.00,251.55
30480,4299,SKU00070,3,145.99,3.00,437.97
30481,4299,SKU00219,5,30.44,5.00,152.20
30482,4299,SKU00147,3,86.06,3.00,258.18
30483,4299,SKU00151,16,55.59,0.00,889.44
30484,4299,SKU00100,21,128.21,0.00,2692.41
30485,4299,SKU00071,1,178.69,5.00,178.69
30486,4299,SKU00183,5,544.05,5.00,2720.25
30487,4299,SKU00257,16,78.95,12.00,1263.20
30488,4299,SKU00020,5,97.28,5.00,486.40
30489,4299,SKU00069,3,68.58,0.00,205.74
30490,4300,SKU00094,1,126.25,3.00,126.25
30491,4300,SKU00243,1,53.55,0.00,53.55
30492,4300,SKU00010,1,151.92,12.00,151.92
30493,4300,SKU00105,9,61.67,18.00,555.03
30494,4300,SKU00177,6,353.83,0.00,2122.98
30495,4300,SKU00214,2,66.04,5.00,132.08
30496,4300,SKU00032,2,380.70,0.00,761.40
30497,4300,SKU00227,4,15.52,18.00,62.08
30498,4300,SKU00038,1,283.08,12.00,283.08
30499,4300,SKU00014,-3,138.17,0.00,-414.51
30500,4300,SKU00020,1,94.21,8.00,94.21
30501,4300,SKU00233,1,38.11,18.00,38.11
30502,4300,SKU00196,4,235.95,12.00,943.80
30503,4300,SKU00110,4,125.96,3.00,503.84
30504,4301,SKU00289,4,22.98,0.00,91.92
30505,4301,SKU00268,5,78.23,8.00,391.15
30506,4301,SKU00109,2,143.82,5.00,287.64
30507,4301,SKU00280,4,45.88,0.00,183.52
30508,4301,SKU00212,2,75.10,12.00,150.20
30509,4301,SKU00081,1,105.39,0.00,105.39
30510,4301,SKU00161,10,60.51,0.00,605.10
30511,4301,SKU00224,1,77.26,8.00,77.26
30512,4301,SKU00227,1,18.36,3.00,18.36
30513,4301,SKU00121,4,50.86,5.00,203.44
30514,4301,SKU00101,4,56.75,8.00,227.00
30515,4301,SKU00292,1,43.59,12.00,43.59
30516,4301,SKU00178,2,172.12,0.00,344.24
30517,4301,SKU00064,4,178.58,0.00,714.32
30518,4302,SKU00105,5,71.45,5.00,357.25
30519,4302,SKU00064,1,178.58,0.00,178.58
30520,4302,SKU00153,1,68.00,5.00,68.00
30521,4302,SKU00127,2,81.26,0.00,162.52
30522,4302,SKU00279,10,36.03,5.00,360.30
30523,4302,SKU00108,10,139.69,0.00,1396.90
30524,4302,SKU00185,7,380.70,3.00,2664.90
30525,4302,SKU00172,1,33.96,8.00,33.96
30526,4302,SKU00128,2,192.02,8.00,384.04
30527,4302,SKU00069,4,68.58,0.00,274.32
30528,4302,SKU00218,2,51.22,8.00,102.44
30529,4302,SKU00240,2,15.63,3.00,31.26
30530,4303,SKU00037,1,299.67,3.00,299.67
30531,4303,SKU00212,3,78.51,8.00,235.53
30532,4303,SKU00085,6,134.49,0.00,806.94
30533,4303,SKU00016,1,393.67,0.00,393.67
30534,4303,SKU00128,1,208.72,0.00,208.72
30535,4303,SKU00220,12,63.83,3.00,765.96
30536,4303,SKU00166,3,74.14,5.00,222.42
30537,4303,SKU00097,4,97.03,0.00,388.12
30538,4303,SKU00288,3,52.41,0.00,157.23
30539,4303,SKU00265,1,53.10,18.00,53.10
30540,4303,SKU00230,4,64.62,0.00,258.48
30541,4304,SKU00238,23,48.50,5.00,1115.50
30542,4304,SKU00263,3,124.46,3.00,373.38
30543,4304,SKU00054,6,162.27,5.00,973.62
30544,4304,SKU00132,3,73.18,5.00,219.54
30545,4304,SKU00209,6,58.27,0.00,349.62
30546,4304,SKU00216,6,30.00,5.00,180.00
30547,4304,SKU00176,17,249.61,0.00,4243.37
30548,4304,SKU00041,4,364.12,0.00,1456.48
30549,4305,SKU00262,1,140.99,8.00,140.99
30550,4305,SKU00083,23,46.16,0.00,1061.68
30551,4305,SKU00223,9,48.67,18.00,438.03
30552,4305,SKU00141,6,102.08,5.00,612.48
30553,4305,SKU00119,3,92.69,3.00,278.07
30554,4305,SKU00065,12,119.31,18.00,1431.72
30555,4305,SKU00112,1,44.37,0.00,44.37
30556,4305,SKU00290,9,21.81,5.00,196.29
30557,4305,SKU00213,4,45.67,18.00,182.68
30558,4305,SKU00019,9,325.64,5.00,2930.76
30559,4305,SKU00074,1,164.63,8.00,164.63
30560,4306,SKU00220,4,63.83,3.00,255.32
30561,4306,SKU00013,1,173.55,3.00,173.55
30562,4306,SKU00069,4,68.58,0.00,274.32
30563,4306,SKU00275,4,72.75,0.00,291.00
30564,4306,SKU00250,1,69.13,0.00,69.13
30565,4306,SKU00051,2,98.51,8.00,197.02
30566,4307,SKU00139,10,108.26,5.00,1082.60
30567,4307,SKU00159,3,63.07,8.00,189.21
30568,4307,SKU00075,1,255.40,0.00,255.40
30569,4307,SKU00236,4,44.36,3.00,177.44
30570,4307,SKU00268,3,80.78,5.00,242.34
30571,4307,SKU00127,3,81.26,0.00,243.78
30572,4307,SKU00052,21,333.32,8.00,6999.72
30573,4307,SKU00183,8,572.68,0.00,4581.44
30574,4307,SKU00207,1,81.49,3.00,81.49
30575,4307,SKU00005,1,406.21,0.00,406.21
30576,4307,SKU00209,3,51.28,12.00,153.84
30577,4307,SKU00070,1,142.98,5.00,142.98
30578,4307,SKU00228,1,19.95,18.00,19.95
30579,4307,SKU00261,10,123.21,12.00,1232.10
30580,4308,SKU00187,1,151.22,0.00,151.22
30581,4308,SKU00075,2,247.74,3.00,495.48
30582,4308,SKU00174,2,448.25,18.00,896.50
30583,4308,SKU00242,10,46.12,8.00,461.20
30584,4308,SKU00092,19,37.32,0.00,709.08
30585,4308,SKU00081,10,102.23,3.00,1022.30
30586,4308,SKU00154,1,38.67,12.00,38.67
30587,4308,SKU00097,2,92.18,5.00,184.36
30588,4308,SKU00207,2,84.01,0.00,168.02
30589,4308,SKU00291,5,34.41,8.00,172.05
30590,4308,SKU00112,6,43.04,3.00,258.24
30591,4308,SKU00067,1,137.10,8.00,137.10
30592,4309,SKU00066,1,41.91,8.00,41.91
30593,4309,SKU00219,3,30.44,5.00,91.32
30594,4309,SKU00256,1,70.21,0.00,70.21
30595,4309,SKU00231,3,36.55,12.00,109.65
30596,4309,SKU00145,1,62.09,0.00,62.09
30597,4309,SKU00108,1,139.69,0.00,139.69
30598,4309,SKU00159,5,56.21,18.00,281.05
30599,4309,SKU00285,2,32.58,3.00,65.16
30600,4310,SKU00015,3,140.74,8.00,422.22
30601,4310,SKU00082,2,251.36,3.00,502.72
30602,4310,SKU00074,1,178.95,0.00,178.95
30603,4310,SKU00190,3,653.76,0.00,1961.28
30604,4310,SKU00182,3,313.38,0.00,940.14
30605,4310,SKU00080,1,84.79,12.00,84.79
30606,4311,SKU00005,2,385.90,5.00,771.80
30607,4311,SKU00191,4,433.54,0.00,1734.16
30608,4311,SKU00263,3,121.89,5.00,365.67
30609,4311,SKU00216,3,31.58,0.00,94.74
30610,4311,SKU00271,1,125.64,0.00,125.64
30611,4311,SKU00039,11,132.57,12.00,1458.27
30612,4311,SKU00266,1,112.26,8.00,112.26
30613,4311,SKU00259,2,48.90,12.00,97.80
30614,4311,SKU00047,1,191.88,0.00,191.88
30615,4312,SKU00145,6,62.09,0.00,372.54
30616,4312,SKU00264,6,131.45,5.00,788.70
30617,4312,SKU00169,2,50.61,0.00,101.22
30618,4312,SKU00074,6,178.95,0.00,1073.70
30619,4312,SKU00209,3,58.27,0.00,174.81
30620,4312,SKU00008,9,279.07,8.00,2511.63
30621,4312,SKU00117,25,67.18,8.00,1679.50
30622,4312,SKU00082,3,259.13,0.00,777.39
30623,4312,SKU00135,2,148.56,3.00,297.12
30624,4312,SKU00092,2,37.32,0.00,74.64
30625,4312,SKU00179,6,232.73,8.00,1396.38
30626,4312,SKU00116,-3,155.68,0.00,-467.04
30627,4312,SKU00231,3,41.53,0.00,124.59
30628,4312,SKU00240,3,13.21,18.00,39.63
30629,4312,SKU00176,9,229.64,8.00,2066.76
30630,4313,SKU00120,1,78.14,5.00,78.14
30631,4313,SKU00162,5,47.16,0.00,235.80
30632,4313,SKU00292,10,43.59,12.00,435.90
30633,4313,SKU00077,1,176.45,8.00,176.45
30634,4313,SKU00017,5,305.41,0.00,1527.05
30635,4313,SKU00224,10,73.90,12.00,739.00
30636,4313,SKU00136,10,80.20,12.00,802.00
30637,4313,SKU00024,3,360.16,12.00,1080.48
30638,4313,SKU00197,4,193.95,5.00,775.80
30639,4313,SKU00239,3,15.33,0.00,45.99
30640,4314,SKU00278,1,36.43,8.00,36.43
30641,4314,SKU00145,1,54.64,12.00,54.64
30642,4314,SKU00088,1,78.96,0.00,78.96
30643,4314,SKU00266,3,112.26,8.00,336.78
30644,4314,SKU00184,6,229.92,5.00,1379.52
30645,4314,SKU00233,1,45.09,3.00,45.09
30646,4314,SKU00237,4,60.11,0.00,240.44
30647,4314,SKU00002,1,310.36,8.00,310.36
30648,4315,SKU00134,1,85.95,3.00,85.95
30649,4315,SKU00163,1,32.25,12.00,32.25
30650,4315,SKU00217,1,45.09,0.00,45.09
30651,4315,SKU00150,1,84.79,5.00,84.79
30652,4315,SKU00057,2,94.52,0.00,189.04
30653,4315,SKU00006,7,253.89,0.00,1777.23
30654,4315,SKU00198,1,559.79,8.00,559.79
30655,4315,SKU00041,2,364.12,0.00,728.24
30656,4315,SKU00145,1,62.09,0.00,62.09
30657,4315,SKU00281,-1,19.51,0.00,-19.51
30658,4315,SKU00225,2,74.12,12.00,148.24
30659,4315,SKU00248,1,57.50,3.00,57.50
30660,4315,SKU00105,10,75.21,0.00,752.10
30661,4316,SKU00210,3,62.77,12.00,188.31
30662,4316,SKU00137,6,86.79,0.00,520.74
30663,4316,SKU00281,1,17.17,12.00,17.17
30664,4316,SKU00176,3,242.12,3.00,726.36
30665,4316,SKU00100,4,121.80,5.00,487.20
30666,4316,SKU00132,1,74.72,3.00,74.72
30667,4316,SKU00248,1,57.50,3.00,57.50
30668,4317,SKU00110,2,119.47,8.00,238.94
30669,4317,SKU00279,3,37.93,0.00,113.79
30670,4317,SKU00015,2,152.98,0.00,305.96
30671,4317,SKU00132,4,74.72,3.00,298.88
30672,4317,SKU00125,1,83.58,0.00,83.58
30673,4317,SKU00281,7,17.95,8.00,125.65
30674,4317,SKU00251,3,55.89,0.00,167.67
30675,4317,SKU00179,3,252.97,0.00,758.91
30676,4317,SKU00206,5,54.99,5.00,274.95
30677,4317,SKU00229,1,42.99,3.00,42.99
30678,4317,SKU00039,4,143.12,5.00,572.48
30679,4317,SKU00198,5,559.79,8.00,2798.95
30680,4317,SKU00033,11,228.30,12.00,2511.30
30681,4318,SKU00014,4,138.17,0.00,552.68
30682,4318,SKU00208,1,73.43,8.00,73.43
30683,4318,SKU00187,3,151.22,0.00,453.66
30684,4318,SKU00002,23,337.35,0.00,7759.05
30685,4318,SKU00124,3,178.25,3.00,534.75
30686,4318,SKU00006,6,246.27,3.00,1477.62
30687,4319,SKU00036,6,326.88,0.00,1961.28
30688,4319,SKU00269,1,56.32,0.00,56.32
30689,4319,SKU00032,35,350.24,8.00,12258.40
30690,4319,SKU00060,17,193.13,5.00,3283.21
30691,4319,SKU00017,6,290.14,5.00,1740.84
30692,4319,SKU00237,9,58.31,3.00,524.79
30693,4319,SKU00265,6,62.81,3.00,376.86
30694,4319,SKU00127,9,71.51,12.00,643.59
30695,4319,SKU00153,9,65.85,8.00,592.65
30696,4319,SKU00026,3,257.34,18.00,772.02
30697,4319,SKU00003,12,293.02,8.00,3516.24
30698,4319,SKU00275,1,72.75,0.00,72.75
30699,4319,SKU00200,4,277.39,3.00,1109.56
30700,4319,SKU00086,1,221.48,8.00,221.48
30701,4320,SKU00037,4,284.22,8.00,1136.88
30702,4320,SKU00284,1,45.46,12.00,45.46
30703,4320,SKU00019,3,342.78,0.00,1028.34
30704,4320,SKU00242,4,46.12,8.00,184.48
30705,4320,SKU00265,2,64.75,0.00,129.50
30706,4320,SKU00243,6,51.94,3.00,311.64
30707,4320,SKU00216,22,30.63,3.00,673.86
30708,4320,SKU00077,7,186.04,3.00,1302.28
30709,4320,SKU00228,15,24.33,0.00,364.95
30710,4320,SKU00083,1,43.85,5.00,43.85
30711,4320,SKU00271,7,125.64,0.00,879.48
30712,4320,SKU00181,6,400.57,8.00,2403.42
30713,4320,SKU00253,15,112.61,8.00,1689.15
30714,4320,SKU00127,1,77.20,5.00,77.20
30715,4321,SKU00226,-3,42.43,5.00,-127.29
30716,4321,SKU00138,3,129.95,5.00,389.85
30717,4321,SKU00265,3,64.75,0.00,194.25
30718,4321,SKU00209,3,55.36,5.00,166.08
30719,4321,SKU00242,5,47.62,5.00,238.10
30720,4321,SKU00143,5,86.24,0.00,431.20
30721,4321,SKU00124,5,178.25,3.00,891.25
30722,4321,SKU00166,1,74.14,5.00,74.14
30723,4321,SKU00156,8,57.66,8.00,461.28
30724,4321,SKU00176,5,249.61,0.00,1248.05
30725,4321,SKU00025,1,192.83,0.00,192.83
30726,4321,SKU00218,1,54.00,3.00,54.00
30727,4321,SKU00151,16,48.92,12.00,782.72
30728,4322,SKU00177,10,353.83,0.00,3538.30
30729,4322,SKU00122,5,92.35,0.00,461.75
30730,4322,SKU00066,2,43.27,5.00,86.54
30731,4322,SKU00241,1,25.78,8.00,25.78
30732,4322,SKU00022,3,282.21,5.00,846.63
30733,4322,SKU00219,1,32.04,0.00,32.04
30734,4322,SKU00062,3,153.67,12.00,461.01
30735,4322,SKU00009,5,199.59,0.00,997.95
30736,4322,SKU00041,3,334.99,8.00,1004.97
30737,4322,SKU00069,2,66.52,3.00,133.04
30738,4322,SKU00005,2,406.21,0.00,812.42
30739,4322,SKU00222,1,48.47,0.00,48.47
30740,4322,SKU00102,6,134.54,0.00,807.24
30741,4323,SKU00196,13,254.72,5.00,3311.36
30742,4323,SKU00290,1,22.96,0.00,22.96
30743,4323,SKU00108,20,139.69,0.00,2793.80
30744,4323,SKU00261,3,140.01,0.00,420.03
30745,4323,SKU00147,3,88.72,0.00,266.16
30746,4323,SKU00003,5,293.02,8.00,1465.10
30747,4323,SKU00288,7,52.41,0.00,366.87
30748,4323,SKU00169,2,50.61,0.00,101.22
30749,4323,SKU00140,7,158.38,0.00,1108.66
30750,4324,SKU00075,4,247.74,3.00,990.96
30751,4324,SKU00133,2,70.27,0.00,140.54
30752,4324,SKU00019,8,315.36,8.00,2522.88
30753,4324,SKU00210,2,67.76,5.00,135.52
30754,4324,SKU00046,2,276.81,3.00,553.62
30755,4324,SKU00184,1,212.98,12.00,212.98
30756,4324,SKU00102,4,123.78,8.00,495.12
30757,4324,SKU00117,6,73.02,0.00,438.12
30758,4324,SKU00195,2,322.67,12.00,645.34
30759,4324,SKU00036,23,317.07,3.00,7292.61
30760,4324,SKU00183,11,572.68,0.00,6299.48
30761,4325,SKU00109,6,133.22,12.00,799.32
30762,4325,SKU00181,6,400.57,8.00,2403.42
30763,4325,SKU00186,25,201.96,3.00,5049.00
30764,4325,SKU00151,12,55.59,0.00,667.08
30765,4325,SKU00091,6,212.23,0.00,1273.38
30766,4325,SKU00277,6,85.44,8.00,512.64
30767,4326,SKU00257,6,89.72,0.00,538.32
30768,4326,SKU00215,6,31.49,3.00,188.94
30769,4326,SKU00097,1,94.12,3.00,94.12
30770,4326,SKU00292,2,48.04,3.00,96.08
30771,4326,SKU00165,1,75.87,3.00,75.87
30772,4326,SKU00250,3,69.13,0.00,207.39
30773,4326,SKU00009,3,199.59,0.00,598.77
30774,4326,SKU00080,1,84.79,12.00,84.79
30775,4326,SKU00261,2,128.81,8.00,257.62
30776,4326,SKU00178,4,166.96,3.00,667.84
30777,4327,SKU00272,9,67.70,0.00,609.30
30778,4327,SKU00187,1,143.66,5.00,143.66
30779,4327,SKU00006,4,246.27,3.00,985.08
30780,4327,SKU00091,2,195.25,8.00,390.50
30781,4327,SKU00292,3,48.04,3.00,144.12
30782,4327,SKU00278,1,38.41,3.00,38.41
30783,4327,SKU00218,1,52.89,5.00,52.89
30784,4327,SKU00176,3,249.61,0.00,748.83
30785,4327,SKU00222,6,42.65,12.00,255.90
30786,4327,SKU00195,1,355.67,3.00,355.67
30787,4327,SKU00175,4,454.25,0.00,1817.00
30788,4327,SKU00119,6,95.56,0.00,573.36
30789,4328,SKU00083,1,46.16,0.00,46.16
30790,4328,SKU00033,2,246.46,5.00,492.92
30791,4328,SKU00196,10,268.13,0.00,2681.30
30792,4328,SKU00187,1,146.68,3.00,146.68
30793,4328,SKU00001,1,183.21,8.00,183.21
30794,4328,SKU00286,2,36.98,0.00,73.96
30795,4329,SKU00082,17,246.17,5.00,4184.89
30796,4329,SKU00139,1,108.26,5.00,108.26
30797,4329,SKU00085,4,127.77,5.00,511.08
30798,4329,SKU00194,1,379.76,5.00,379.76
30799,4329,SKU00140,1,158.38,0.00,158.38
30800,4329,SKU00195,3,366.67,0.00,1100.01
30801,4329,SKU00084,1,203.29,0.00,203.29
30802,4329,SKU00231,3,41.53,0.00,124.59
30803,4329,SKU00081,1,96.96,8.00,96.96
30804,4329,SKU00260,1,113.35,5.00,113.35
30805,4329,SKU00181,1,422.34,3.00,422.34
30806,4329,SKU00212,9,82.78,3.00,745.02
30807,4329,SKU00001,1,199.14,0.00,199.14
30808,4329,SKU00114,1,158.95,3.00,158.95
30809,4329,SKU00153,3,69.43,3.00,208.29
30810,4330,SKU00071,21,188.09,0.00,3949.89
30811,4330,SKU00141,4,104.23,3.00,416.92
30812,4330,SKU00220,4,65.80,0.00,263.20
30813,4330,SKU00109,11,146.85,3.00,1615.35
30814,4330,SKU00172,7,33.96,8.00,237.72
30815,4330,SKU00050,5,242.04,0.00,1210.20
30816,4330,SKU00116,7,155.68,0.00,1089.76
30817,4330,SKU00012,3,370.24,8.00,1110.72
30818,4330,SKU00240,14,15.30,5.00,214.20
30819,4330,SKU00057,2,94.52,0.00,189.04
30820,4330,SKU00077,2,186.04,3.00,372.08
30821,4330,SKU00281,11,18.53,5.00,203.83
30822,4331,SKU00117,15,67.18,8.00,1007.70
30823,4331,SKU00209,1,58.27,0.00,58.27
30824,4331,SKU00063,11,121.82,0.00,1340.02
30825,4331,SKU00105,2,72.95,3.00,145.90
30826,4331,SKU00123,2,80.16,8.00,160.32
30827,4331,SKU00046,6,285.37,0.00,1712.22
30828,4331,SKU00175,6,454.25,0.00,2725.50
30829,4331,SKU00067,1,149.02,0.00,149.02
30830,4331,SKU00231,4,39.45,5.00,157.80
30831,4331,SKU00200,3,277.39,3.00,832.17
30832,4331,SKU00033,15,259.43,0.00,3891.45
30833,4331,SKU00220,2,65.80,0.00,131.60
30834,4331,SKU00277,4,88.23,5.00,352.92
30835,4331,SKU00021,1,96.95,12.00,96.95
30836,4331,SKU00036,1,326.88,0.00,326.88
30837,4331,SKU00214,4,69.52,0.00,278.08
30838,4332,SKU00013,5,157.45,12.00,787.25
30839,4332,SKU00166,3,75.70,3.00,227.10
30840,4332,SKU00010,16,172.64,0.00,2762.24
30841,4332,SKU00108,3,128.51,8.00,385.53
30842,4332,SKU00223,16,54.60,8.00,873.60
30843,4332,SKU00021,8,101.36,8.00,810.88
30844,4332,SKU00025,16,192.83,0.00,3085.28
30845,4332,SKU00174,4,546.65,0.00,2186.60
30846,4332,SKU00220,8,65.80,0.00,526.40
30847,4333,SKU00259,13,52.79,5.00,686.27
30848,4333,SKU00021,6,106.86,3.00,641.16
30849,4333,SKU00029,5,132.58,8.00,662.90
30850,4333,SKU00201,2,212.78,0.00,425.56
30851,4333,SKU00266,1,100.06,18.00,100.06
30852,4333,SKU00133,5,70.27,0.00,351.35
30853,4333,SKU00194,1,367.77,8.00,367.77
30854,4333,SKU00078,1,65.72,0.00,65.72
30855,4333,SKU00224,5,83.98,0.00,419.90
30856,4333,SKU00230,5,62.68,3.00,313.40
30857,4333,SKU00258,5,127.90,5.00,639.50
30858,4333,SKU00038,5,321.68,0.00,1608.40
30859,4334,SKU00291,1,34.41,8.00,34.41
30860,4334,SKU00189,7,488.19,12.00,3417.33
30861,4334,SKU00109,3,143.82,5.00,431.46
30862,4334,SKU00084,3,203.29,0.00,609.87
30863,4334,SKU00065,2,145.50,0.00,291.00
30864,4334,SKU00207,2,68.89,18.00,137.78
30865,4334,SKU00208,3,73.43,8.00,220.29
30866,4334,SKU00269,10,56.32,0.00,563.20
30867,4334,SKU00213,3,52.91,5.00,158.73
30868,4335,SKU00173,2,41.66,5.00,83.32
30869,4335,SKU00079,2,46.27,8.00,92.54
30870,4335,SKU00141,3,107.45,0.00,322.35
30871,4335,SKU00124,5,183.76,0.00,918.80
