data_snapshot,sku,saldo,ruptura
2025-02-09,SKU00167,0,S
2025-02-09,SKU00264,46,N
2025-02-09,SKU00104,90,N
2025-02-09,SKU00134,303,N
2025-02-09,SKU00073,0,S
2025-02-09,SKU00245,166,N
2025-02-09,SKU00007,631,N
2025-02-09,SKU00068,315,N
2025-02-09,SKU00085,171,N
2025-02-09,SKU00090,364,N
2025-02-09,SKU00039,146,N
2025-02-09,SKU00199,783,N
2025-02-09,SKU00259,452,N
2025-02-16,SKU00290,720,N
2025-02-16,SKU00189,422,N
2025-02-16,SKU00103,133,N
2025-02-16,SKU00231,241,N
2025-02-16,SKU00170,296,N
2025-02-16,SKU00110,682,N
2025-02-16,SKU00029,35,N
2025-02-16,SKU00194,343,N
2025-02-16,SKU00177,761,N
2025-02-16,SKU00217,308,N
2025-02-16,SKU00190,565,N
2025-02-16,SKU00047,336,N
2025-02-16,SKU00033,60,N
2025-02-16,SKU00027,247,N
2025-02-16,SKU00159,229,N
2025-02-16,SKU00069,724,N
2025-02-16,SKU00068,381,N
2025-02-16,SKU00253,9,N
2025-02-16,SKU00004,749,N
2025-02-16,SKU00173,592,N
2025-02-16,SKU00149,742,N
2025-02-16,SKU00002,139,N
2025-02-16,SKU00113,360,N
2025-02-16,SKU00188,0,S
2025-02-16,SKU00180,243,N
2025-02-16,SKU00165,343,N
2025-02-16,SKU00161,646,N
2025-02-16,SKU00153,459,N
2025-02-16,SKU00134,391,N
2025-02-16,SKU00040,166,N
2025-02-16,SKU00124,0,S
2025-02-16,SKU00257,0,S
2025-02-16,SKU00144,0,S
2025-02-16,SKU00121,185,N
2025-02-16,SKU00175,86,N
2025-02-16,SKU00222,408,N
2025-02-16,SKU00035,155,N
2025-02-16,SKU00223,709,N
2025-02-16,SKU00111,682,N
2025-02-16,SKU00163,512,N
2025-02-16,SKU00141,305,N
2025-02-16,SKU00100,289,N
2025-02-16,SKU00133,668,N
2025-02-16,SKU00071,70,N
2025-02-16,SKU00098,392,N
2025-02-16,SKU00063,685,N
2025-02-16,SKU00001,787,N
2025-02-16,SKU00221,437,N
2025-02-16,SKU00272,713,N
2025-02-16,SKU00140,686,N
2025-02-16,SKU00073,71,N
2025-02-16,SKU00179,0,S
2025-02-16,SKU00038,0,S
2025-02-16,SKU00059,765,N
2025-02-16,SKU00078,66,N
2025-02-16,SKU00053,400,N
2025-02-16,SKU00273,432,N
2025-02-16,SKU00123,748,N
2025-02-16,SKU00048,190,N
2025-02-16,SKU00218,652,N
2025-02-16,SKU00244,556,N
2025-02-16,SKU00151,0,S
2025-02-16,SKU00260,725,N
2025-02-16,SKU00176,429,N
2025-02-16,SKU00287,0,S
2025-02-16,SKU00097,684,N
2025-02-16,SKU00050,704,N
2025-02-16,SKU00258,444,N
2025-02-16,SKU00137,232,N
2025-02-16,SKU00155,777,N
2025-02-16,SKU00092,552,N
2025-02-16,SKU00281,14,N
2025-02-16,SKU00096,366,N
2025-02-16,SKU00117,542,N
2025-02-16,SKU00012,101,N
2025-02-16,SKU00016,247,N
2025-02-16,SKU00209,0,S
2025-02-16,SKU00267,68,N
2025-02-16,SKU00283,295,N
2025-02-16,SKU00145,63,N
2025-02-23,SKU00186,565,N
2025-02-23,SKU00139,41,N
2025-02-23,SKU00265,446,N
2025-02-23,SKU00097,193,N
2025-02-23,SKU00291,0,S
2025-02-23,SKU00187,349,N
2025-02-23,SKU00042,533,N
2025-02-23,SKU00248,239,N
2025-02-23,SKU00067,681,N
2025-02-23,SKU00165,170,N
2025-02-23,SKU00111,44,N
2025-02-23,SKU00152,771,N
2025-02-23,SKU00082,431,N
2025-02-23,SKU00117,782,N
2025-02-23,SKU00127,549,N
2025-02-23,SKU00287,560,N
2025-02-23,SKU00091,329,N
2025-02-23,SKU00135,295,N
2025-02-23,SKU00237,32,N
2025-02-23,SKU00185,147,N
2025-02-23,SKU00078,727,N
2025-02-23,SKU00210,771,N
2025-02-23,SKU00247,789,N
2025-02-23,SKU00098,737,N
2025-02-23,SKU00080,4,N
2025-02-23,SKU00241,647,N
2025-02-23,SKU00118,729,N
2025-02-23,SKU00243,69,N
2025-02-23,SKU00289,680,N
2025-02-23,SKU00099,300,N
2025-02-23,SKU00077,561,N
2025-02-23,SKU00222,311,N
2025-02-23,SKU00046,175,N
2025-02-23,SKU00282,0,S
2025-02-23,SKU00277,468,N
2025-02-23,SKU00180,725,N
2025-02-23,SKU00278,169,N
2025-02-23,SKU00253,0,S
2025-02-23,SKU00100,178,N
2025-02-23,SKU00249,0,S
2025-02-23,SKU00209,109,N
2025-02-23,SKU00190,595,N
2025-02-23,SKU00285,583,N
2025-02-23,SKU00112,529,N
2025-02-23,SKU00205,672,N
2025-02-23,SKU00124,100,N
2025-02-23,SKU00011,573,N
2025-02-23,SKU00006,449,N
2025-02-23,SKU00274,418,N
2025-02-23,SKU00007,64,N
2025-02-23,SKU00155,572,N
2025-02-23,SKU00280,646,N
2025-02-23,SKU00066,254,N
2025-02-23,SKU00196,97,N
2025-02-23,SKU00109,617,N
2025-02-23,SKU00056,281,N
2025-02-23,SKU00244,32,N
2025-02-23,SKU00146,597,N
2025-02-23,SKU00153,462,N
2025-02-23,SKU00114,73,N
2025-02-23,SKU00038,314,N
2025-02-23,SKU00236,291,N
2025-02-23,SKU00131,0,S
2025-02-23,SKU00085,299,N
2025-02-23,SKU00233,645,N
2025-02-23,SKU00150,200,N
2025-02-23,SKU00017,27,N
2025-02-23,SKU00254,478,N
2025-02-23,SKU00070,786,N
2025-02-23,SKU00193,101,N
2025-02-23,SKU00202,361,N
2025-02-23,SKU00239,175,N
2025-02-23,SKU00174,158,N
2025-02-23,SKU00169,34,N
2025-02-23,SKU00225,401,N
2025-02-23,SKU00093,370,N
2025-02-23,SKU00122,625,N
2025-02-23,SKU00172,110,N
2025-02-23,SKU00181,155,N
2025-02-23,SKU00264,166,N
2025-03-02,SKU00188,797,N
2025-03-02,SKU00075,316,N
2025-03-02,SKU00100,485,N
2025-03-02,SKU00159,383,N
2025-03-02,SKU00252,0,S
2025-03-02,SKU00007,627,N
2025-03-02,SKU00092,0,S
2025-03-02,SKU00003,415,N
2025-03-02,SKU00250,443,N
2025-03-02,SKU00164,777,N
2025-03-02,SKU00037,96,N
2025-03-02,SKU00131,575,N
2025-03-02,SKU00129,435,N
2025-03-02,SKU00204,77,N
2025-03-02,SKU00051,603,N
2025-03-02,SKU00048,0,S
2025-03-02,SKU00099,715,N
2025-03-02,SKU00261,378,N
2025-03-02,SKU00094,454,N
2025-03-02,SKU00178,0,S
2025-03-02,SKU00152,612,N
2025-03-02,SKU00054,90,N
2025-03-02,SKU00232,746,N
2025-03-02,SKU00013,184,N
2025-03-02,SKU00018,794,N
2025-03-02,SKU00228,0,S
2025-03-02,SKU00167,38,N
2025-03-02,SKU00045,463,N
2025-03-02,SKU00043,525,N
2025-03-02,SKU00235,314,N
2025-03-02,SKU00101,0,S
2025-03-02,SKU00271,264,N
2025-03-02,SKU00062,507,N
2025-03-02,SKU00186,789,N
2025-03-02,SKU00229,148,N
2025-03-02,SKU00002,560,N
2025-03-02,SKU00076,619,N
2025-03-02,SKU00098,738,N
2025-03-02,SKU00237,701,N
2025-03-02,SKU00249,223,N
2025-03-02,SKU00132,534,N
2025-03-02,SKU00026,730,N
2025-03-02,SKU00125,221,N
2025-03-02,SKU00070,330,N
2025-03-02,SKU00219,744,N
2025-03-02,SKU00216,305,N
2025-03-02,SKU00067,206,N
2025-03-02,SKU00144,365,N
2025-03-02,SKU00095,500,N
2025-03-02,SKU00234,788,N
2025-03-02,SKU00061,75,N
2025-03-02,SKU00208,155,N
2025-03-02,SKU00243,45,N
2025-03-02,SKU00024,286,N
2025-03-02,SKU00283,354,N
2025-03-02,SKU00027,768,N
2025-03-02,SKU00210,558,N
2025-03-02,SKU00287,503,N
2025-03-02,SKU00177,609,N
2025-03-02,SKU00163,720,N
2025-03-02,SKU00056,0,S
2025-03-02,SKU00114,0,S
2025-03-02,SKU00032,459,N
2025-03-02,SKU00091,287,N
2025-03-02,SKU00282,548,N
2025-03-02,SKU00089,237,N
2025-03-02,SKU00110,599,N
2025-03-02,SKU00012,174,N
2025-03-02,SKU00147,577,N
2025-03-02,SKU00137,489,N
2025-03-02,SKU00034,697,N
2025-03-02,SKU00126,620,N
2025-03-02,SKU00035,193,N
2025-03-02,SKU00272,83,N
2025-03-02,SKU00108,447,N
2025-03-02,SKU00148,288,N
2025-03-02,SKU00130,132,N
2025-03-02,SKU00257,528,N
2025-03-02,SKU00020,17,N
2025-03-02,SKU00017,598,N
2025-03-09,SKU00139,141,N
2025-03-09,SKU00085,50,N
2025-03-09,SKU00243,318,N
2025-03-09,SKU00087,0,S
2025-03-09,SKU00102,474,N
2025-03-09,SKU00077,554,N
2025-03-09,SKU00019,139,N
2025-03-09,SKU00195,401,N
2025-03-09,SKU00144,727,N
2025-03-09,SKU00069,0,S
2025-03-09,SKU00214,296,N
2025-03-09,SKU00185,0,S
2025-03-09,SKU00006,0,S
2025-03-09,SKU00197,413,N
2025-03-09,SKU00270,485,N
2025-03-09,SKU00274,557,N
2025-03-09,SKU00265,513,N
2025-03-09,SKU00212,0,S
2025-03-09,SKU00021,641,N
2025-03-09,SKU00135,571,N
2025-03-09,SKU00098,86,N
2025-03-09,SKU00014,174,N
2025-03-09,SKU00027,665,N
2025-03-09,SKU00131,489,N
2025-03-09,SKU00227,291,N
2025-03-09,SKU00216,0,S
2025-03-09,SKU00211,319,N
2025-03-09,SKU00104,518,N
2025-03-09,SKU00134,0,S
2025-03-09,SKU00252,472,N
2025-03-09,SKU00224,287,N
2025-03-09,SKU00280,514,N
2025-03-09,SKU00276,343,N
2025-03-09,SKU00199,347,N
2025-03-09,SKU00230,636,N
2025-03-09,SKU00254,770,N
2025-03-09,SKU00180,395,N
2025-03-09,SKU00255,388,N
2025-03-09,SKU00089,183,N
2025-03-09,SKU00020,793,N
2025-03-09,SKU00108,145,N
2025-03-09,SKU00058,286,N
2025-03-09,SKU00128,640,N
2025-03-09,SKU00096,385,N
2025-03-09,SKU00081,396,N
2025-03-09,SKU00062,7,N
2025-03-09,SKU00178,15,N
2025-03-09,SKU00109,34,N
2025-03-09,SKU00133,493,N
2025-03-09,SKU00151,398,N
2025-03-09,SKU00072,360,N
2025-03-09,SKU00044,264,N
2025-03-09,SKU00177,615,N
2025-03-09,SKU00046,491,N
2025-03-09,SKU00204,0,S
2025-03-09,SKU00181,0,S
2025-03-09,SKU00067,0,S
2025-03-09,SKU00153,566,N
2025-03-09,SKU00239,384,N
2025-03-09,SKU00043,143,N
2025-03-09,SKU00105,0,S
2025-03-09,SKU00094,261,N
2025-03-09,SKU00244,621,N
2025-03-09,SKU00011,160,N
2025-03-09,SKU00202,408,N
2025-03-09,SKU00198,622,N
2025-03-09,SKU00271,195,N
2025-03-09,SKU00259,365,N
2025-03-09,SKU00149,118,N
2025-03-09,SKU00064,538,N
2025-03-09,SKU00152,24,N
2025-03-09,SKU00157,1,N
2025-03-09,SKU00063,744,N
2025-03-09,SKU00200,32,N
2025-03-09,SKU00282,622,N
2025-03-09,SKU00223,309,N
2025-03-09,SKU00279,726,N
2025-03-09,SKU00196,210,N
2025-03-09,SKU00031,349,N
2025-03-09,SKU00051,227,N
2025-03-16,SKU00092,141,N
2025-03-16,SKU00183,702,N
2025-03-16,SKU00182,665,N
2025-03-16,SKU00150,462,N
2025-03-16,SKU00246,0,S
2025-03-16,SKU00046,0,S
2025-03-16,SKU00102,14,N
2025-03-16,SKU00267,0,S
2025-03-16,SKU00175,0,S
2025-03-16,SKU00209,792,N
2025-03-16,SKU00281,742,N
2025-03-16,SKU00165,687,N
2025-03-16,SKU00127,785,N
2025-03-16,SKU00116,139,N
2025-03-16,SKU00244,276,N
2025-03-16,SKU00015,488,N
2025-03-16,SKU00202,377,N
2025-03-16,SKU00011,0,S
2025-03-16,SKU00184,592,N
2025-03-16,SKU00271,639,N
2025-03-16,SKU00195,747,N
2025-03-16,SKU00156,507,N
2025-03-16,SKU00279,765,N
2025-03-16,SKU00070,186,N
2025-03-16,SKU00228,568,N
2025-03-16,SKU00219,608,N
2025-03-16,SKU00224,449,N
2025-03-16,SKU00047,468,N
2025-03-16,SKU00136,639,N
2025-03-16,SKU00049,624,N
2025-03-16,SKU00114,700,N
2025-03-16,SKU00251,612,N
2025-03-16,SKU00042,86,N
2025-03-16,SKU00220,331,N
2025-03-16,SKU00235,343,N
2025-03-16,SKU00260,551,N
2025-03-16,SKU00253,126,N
2025-03-16,SKU00226,0,S
2025-03-16,SKU00003,746,N
2025-03-16,SKU00178,0,S
2025-03-16,SKU00248,8,N
2025-03-16,SKU00066,712,N
2025-03-16,SKU00082,526,N
2025-03-16,SKU00193,489,N
2025-03-16,SKU00275,483,N
2025-03-16,SKU00064,505,N
2025-03-16,SKU00008,0,S
2025-03-16,SKU00273,545,N
2025-03-16,SKU00158,160,N
2025-03-16,SKU00176,125,N
2025-03-16,SKU00004,2,N
2025-03-16,SKU00006,558,N
2025-03-16,SKU00130,526,N
2025-03-16,SKU00180,695,N
2025-03-16,SKU00087,32,N
2025-03-16,SKU00061,778,N
2025-03-16,SKU00285,0,S
2025-03-16,SKU00160,24,N
2025-03-16,SKU00215,96,N
2025-03-16,SKU00035,283,N
2025-03-16,SKU00196,90,N
2025-03-16,SKU00277,271,N
2025-03-16,SKU00063,588,N
2025-03-16,SKU00036,124,N
2025-03-16,SKU00242,630,N
2025-03-16,SKU00216,142,N
2025-03-16,SKU00056,678,N
2025-03-16,SKU00167,345,N
2025-03-16,SKU00100,21,N
2025-03-16,SKU00095,466,N
2025-03-16,SKU00197,380,N
2025-03-16,SKU00129,228,N
2025-03-16,SKU00112,431,N
2025-03-16,SKU00198,18,N
2025-03-16,SKU00002,0,S
2025-03-16,SKU00013,172,N
2025-03-16,SKU00085,422,N
2025-03-16,SKU00104,310,N
2025-03-16,SKU00097,487,N
2025-03-16,SKU00266,588,N
2025-03-23,SKU00156,98,N
2025-03-23,SKU00168,466,N
2025-03-23,SKU00010,289,N
2025-03-23,SKU00223,557,N
2025-03-23,SKU00131,660,N
2025-03-23,SKU00049,0,S
2025-03-23,SKU00123,7,N
2025-03-23,SKU00142,414,N
2025-03-23,SKU00213,0,S
2025-03-23,SKU00169,0,S
2025-03-23,SKU00003,680,N
2025-03-23,SKU00243,0,S
2025-03-23,SKU00005,524,N
2025-03-23,SKU00095,552,N
2025-03-23,SKU00204,594,N
2025-03-23,SKU00197,3,N
2025-03-23,SKU00166,702,N
2025-03-23,SKU00023,415,N
2025-03-23,SKU00165,451,N
2025-03-23,SKU00258,101,N
2025-03-23,SKU00268,706,N
2025-03-23,SKU00066,195,N
2025-03-23,SKU00103,264,N
2025-03-23,SKU00040,260,N
2025-03-23,SKU00148,396,N
2025-03-23,SKU00260,578,N
2025-03-23,SKU00232,574,N
2025-03-23,SKU00048,270,N
2025-03-23,SKU00276,384,N
2025-03-23,SKU00116,485,N
2025-03-23,SKU00008,0,S
2025-03-23,SKU00109,772,N
2025-03-23,SKU00175,306,N
2025-03-23,SKU00254,433,N
2025-03-23,SKU00014,0,S
2025-03-23,SKU00037,0,S
2025-03-23,SKU00118,655,N
2025-03-23,SKU00132,635,N
2025-03-23,SKU00172,160,N
2025-03-23,SKU00126,147,N
2025-03-23,SKU00256,601,N
2025-03-23,SKU00267,0,S
2025-03-23,SKU00252,80,N
2025-03-23,SKU00160,56,N
2025-03-23,SKU00193,514,N
2025-03-23,SKU00062,75,N
2025-03-23,SKU00167,88,N
2025-03-23,SKU00146,784,N
2025-03-23,SKU00098,133,N
2025-03-23,SKU00091,606,N
2025-03-23,SKU00231,0,S
2025-03-23,SKU00033,0,S
2025-03-23,SKU00242,68,N
2025-03-23,SKU00022,548,N
2025-03-23,SKU00246,496,N
2025-03-23,SKU00019,0,S
2025-03-23,SKU00013,0,S
2025-03-23,SKU00229,647,N
2025-03-23,SKU00290,0,S
2025-03-23,SKU00068,343,N
2025-03-23,SKU00176,498,N
2025-03-23,SKU00134,413,N
2025-03-23,SKU00105,314,N
2025-03-23,SKU00210,651,N
2025-03-23,SKU00030,565,N
2025-03-23,SKU00071,200,N
2025-03-23,SKU00181,158,N
2025-03-23,SKU00050,290,N
2025-03-23,SKU00240,537,N
2025-03-23,SKU00121,68,N
2025-03-23,SKU00187,0,S
2025-03-23,SKU00082,131,N
2025-03-23,SKU00070,0,S
2025-03-23,SKU00263,234,N
2025-03-23,SKU00017,56,N
2025-03-23,SKU00191,530,N
2025-03-23,SKU00084,336,N
2025-03-23,SKU00163,782,N
2025-03-23,SKU00020,740,N
2025-03-23,SKU00192,454,N
2025-03-30,SKU00110,359,N
2025-03-30,SKU00249,454,N
2025-03-30,SKU00102,495,N
2025-03-30,SKU00024,440,N
2025-03-30,SKU00021,626,N
2025-03-30,SKU00199,393,N
2025-03-30,SKU00036,673,N
2025-03-30,SKU00017,283,N
2025-03-30,SKU00204,245,N
2025-03-30,SKU00086,614,N
2025-03-30,SKU00063,554,N
2025-03-30,SKU00008,0,S
2025-03-30,SKU00198,103,N
2025-03-30,SKU00238,357,N
2025-03-30,SKU00022,360,N
2025-03-30,SKU00290,336,N
2025-03-30,SKU00141,277,N
2025-03-30,SKU00098,103,N
2025-03-30,SKU00019,670,N
2025-03-30,SKU00058,274,N
2025-03-30,SKU00213,630,N
2025-03-30,SKU00153,734,N
2025-03-30,SKU00066,96,N
2025-03-30,SKU00163,66,N
2025-03-30,SKU00272,43,N
2025-03-30,SKU00169,569,N
2025-03-30,SKU00121,271,N
2025-03-30,SKU00261,0,S
2025-03-30,SKU00088,569,N
2025-03-30,SKU00055,177,N
2025-03-30,SKU00009,619,N
2025-03-30,SKU00168,354,N
2025-03-30,SKU00085,9,N
2025-03-30,SKU00180,58,N
2025-03-30,SKU00209,108,N
2025-03-30,SKU00039,605,N
2025-03-30,SKU00111,199,N
2025-03-30,SKU00126,655,N
2025-03-30,SKU00123,568,N
2025-03-30,SKU00145,349,N
2025-03-30,SKU00149,774,N
2025-03-30,SKU00219,0,S
2025-03-30,SKU00013,482,N
2025-03-30,SKU00094,578,N
2025-03-30,SKU00186,668,N
2025-03-30,SKU00099,407,N
2025-03-30,SKU00064,0,S
2025-03-30,SKU00106,126,N
2025-03-30,SKU00109,626,N
2025-03-30,SKU00115,243,N
2025-03-30,SKU00012,45,N
2025-03-30,SKU00215,630,N
2025-03-30,SKU00286,73,N
2025-03-30,SKU00181,259,N
2025-03-30,SKU00020,144,N
2025-03-30,SKU00093,641,N
2025-03-30,SKU00076,787,N
2025-03-30,SKU00095,0,S
2025-03-30,SKU00289,155,N
2025-03-30,SKU00226,245,N
2025-03-30,SKU00146,166,N
2025-03-30,SKU00027,595,N
2025-03-30,SKU00256,630,N
2025-03-30,SKU00165,358,N
2025-03-30,SKU00014,72,N
2025-03-30,SKU00161,672,N
2025-03-30,SKU00279,322,N
2025-03-30,SKU00179,561,N
2025-03-30,SKU00087,0,S
2025-03-30,SKU00266,762,N
2025-03-30,SKU00155,655,N
2025-03-30,SKU00100,711,N
2025-03-30,SKU00156,15,N
2025-03-30,SKU00285,617,N
2025-03-30,SKU00208,0,S
2025-03-30,SKU00051,109,N
2025-03-30,SKU00217,780,N
2025-03-30,SKU00210,194,N
2025-03-30,SKU00122,47,N
2025-03-30,SKU00026,25,N
2025-04-06,SKU00174,654,N
2025-04-06,SKU00184,328,N
2025-04-06,SKU00048,715,N
2025-04-06,SKU00260,734,N
2025-04-06,SKU00151,541,N
2025-04-06,SKU00123,343,N
2025-04-06,SKU00214,770,N
2025-04-06,SKU00125,322,N
2025-04-06,SKU00122,425,N
2025-04-06,SKU00088,0,S
2025-04-06,SKU00232,651,N
2025-04-06,SKU00146,12,N
2025-04-06,SKU00086,13,N
2025-04-06,SKU00270,440,N
2025-04-06,SKU00009,221,N
2025-04-06,SKU00010,770,N
2025-04-06,SKU00042,458,N
2025-04-06,SKU00027,17,N
2025-04-06,SKU00142,0,S
2025-04-06,SKU00181,14,N
2025-04-06,SKU00163,493,N
2025-04-06,SKU00030,720,N
2025-04-06,SKU00017,663,N
2025-04-06,SKU00205,744,N
2025-04-06,SKU00011,277,N
2025-04-06,SKU00154,582,N
2025-04-06,SKU00036,563,N
2025-04-06,SKU00170,442,N
2025-04-06,SKU00192,41,N
2025-04-06,SKU00215,656,N
2025-04-06,SKU00218,278,N
2025-04-06,SKU00286,0,S
2025-04-06,SKU00237,367,N
2025-04-06,SKU00190,369,N
2025-04-06,SKU00213,579,N
2025-04-06,SKU00167,685,N
2025-04-06,SKU00085,5,N
2025-04-06,SKU00054,673,N
2025-04-06,SKU00098,610,N
2025-04-06,SKU00128,659,N
2025-04-06,SKU00130,356,N
2025-04-06,SKU00153,142,N
2025-04-06,SKU00105,220,N
2025-04-06,SKU00094,169,N
2025-04-06,SKU00101,359,N
2025-04-06,SKU00183,220,N
2025-04-06,SKU00186,0,S
2025-04-06,SKU00095,538,N
2025-04-06,SKU00025,0,S
2025-04-06,SKU00224,590,N
2025-04-06,SKU00093,223,N
2025-04-06,SKU00102,677,N
2025-04-06,SKU00039,127,N
2025-04-06,SKU00099,588,N
2025-04-06,SKU00291,0,S
2025-04-06,SKU00031,406,N
2025-04-06,SKU00033,689,N
2025-04-06,SKU00258,534,N
2025-04-06,SKU00023,332,N
2025-04-06,SKU00004,629,N
2025-04-06,SKU00114,375,N
2025-04-06,SKU00070,0,S
2025-04-06,SKU00060,0,S
2025-04-06,SKU00210,0,S
2025-04-06,SKU00283,310,N
2025-04-06,SKU00275,17,N
2025-04-06,SKU00068,90,N
2025-04-06,SKU00002,149,N
2025-04-06,SKU00035,487,N
2025-04-06,SKU00204,410,N
2025-04-06,SKU00162,601,N
2025-04-06,SKU00242,188,N
2025-04-06,SKU00132,353,N
2025-04-06,SKU00136,400,N
2025-04-06,SKU00189,726,N
2025-04-06,SKU00107,118,N
2025-04-06,SKU00265,229,N
2025-04-06,SKU00256,352,N
2025-04-06,SKU00138,767,N
2025-04-06,SKU00120,150,N
2025-04-13,SKU00057,668,N
2025-04-13,SKU00241,424,N
2025-04-13,SKU00280,1,N
2025-04-13,SKU00125,147,N
2025-04-13,SKU00044,265,N
2025-04-13,SKU00072,348,N
2025-04-13,SKU00019,0,S
2025-04-13,SKU00153,310,N
2025-04-13,SKU00005,23,N
2025-04-13,SKU00142,310,N
2025-04-13,SKU00115,69,N
2025-04-13,SKU00032,258,N
2025-04-13,SKU00135,196,N
2025-04-13,SKU00247,643,N
2025-04-13,SKU00058,0,S
2025-04-13,SKU00159,0,S
2025-04-13,SKU00085,757,N
2025-04-13,SKU00226,695,N
2025-04-13,SKU00206,532,N
2025-04-13,SKU00041,416,N
2025-04-13,SKU00179,588,N
2025-04-13,SKU00010,691,N
2025-04-13,SKU00132,357,N
2025-04-13,SKU00211,451,N
2025-04-13,SKU00095,787,N
2025-04-13,SKU00268,595,N
2025-04-13,SKU00191,534,N
2025-04-13,SKU00029,597,N
2025-04-13,SKU00281,398,N
2025-04-13,SKU00068,64,N
2025-04-13,SKU00197,507,N
2025-04-13,SKU00224,244,N
2025-04-13,SKU00214,678,N
2025-04-13,SKU00133,528,N
2025-04-13,SKU00256,410,N
2025-04-13,SKU00043,673,N
2025-04-13,SKU00047,29,N
2025-04-13,SKU00053,742,N
2025-04-13,SKU00064,108,N
2025-04-13,SKU00180,99,N
2025-04-13,SKU00235,0,S
2025-04-13,SKU00186,663,N
2025-04-13,SKU00097,261,N
2025-04-13,SKU00242,716,N
2025-04-13,SKU00260,78,N
2025-04-13,SKU00026,499,N
2025-04-13,SKU00038,408,N
2025-04-13,SKU00123,456,N
2025-04-13,SKU00228,0,S
2025-04-13,SKU00237,488,N
2025-04-13,SKU00022,602,N
2025-04-13,SKU00261,33,N
2025-04-13,SKU00126,404,N
2025-04-13,SKU00004,395,N
2025-04-13,SKU00040,489,N
2025-04-13,SKU00234,793,N
2025-04-13,SKU00166,278,N
2025-04-13,SKU00218,0,S
2025-04-13,SKU00024,646,N
2025-04-13,SKU00130,202,N
2025-04-13,SKU00283,0,S
2025-04-13,SKU00252,105,N
2025-04-13,SKU00114,56,N
2025-04-13,SKU00099,50,N
2025-04-13,SKU00127,269,N
2025-04-13,SKU00154,46,N
2025-04-13,SKU00262,226,N
2025-04-13,SKU00069,488,N
2025-04-13,SKU00181,682,N
2025-04-13,SKU00122,294,N
2025-04-13,SKU00222,671,N
2025-04-13,SKU00190,140,N
2025-04-13,SKU00195,484,N
2025-04-13,SKU00088,517,N
2025-04-13,SKU00199,403,N
2025-04-13,SKU00279,739,N
2025-04-13,SKU00212,295,N
2025-04-13,SKU00230,282,N
2025-04-13,SKU00055,179,N
2025-04-13,SKU00189,228,N
2025-04-20,SKU00250,790,N
2025-04-20,SKU00276,0,S
2025-04-20,SKU00204,534,N
2025-04-20,SKU00101,0,S
2025-04-20,SKU00185,432,N
2025-04-20,SKU00184,142,N
2025-04-20,SKU00039,65,N
2025-04-20,SKU00156,373,N
2025-04-20,SKU00203,417,N
2025-04-20,SKU00262,767,N
2025-04-20,SKU00008,359,N
2025-04-20,SKU00155,750,N
2025-04-20,SKU00106,96,N
2025-04-20,SKU00192,12,N
2025-04-20,SKU00064,566,N
2025-04-20,SKU00114,344,N
2025-04-20,SKU00124,615,N
2025-04-20,SKU00228,416,N
2025-04-20,SKU00098,562,N
2025-04-20,SKU00195,208,N
2025-04-20,SKU00229,0,S
2025-04-20,SKU00159,365,N
2025-04-20,SKU00223,62,N
2025-04-20,SKU00083,780,N
2025-04-20,SKU00150,48,N
2025-04-20,SKU00086,562,N
2025-04-20,SKU00165,692,N
2025-04-20,SKU00007,130,N
2025-04-20,SKU00005,460,N
2025-04-20,SKU00199,755,N
2025-04-20,SKU00047,461,N
2025-04-20,SKU00290,517,N
2025-04-20,SKU00116,278,N
2025-04-20,SKU00271,663,N
2025-04-20,SKU00172,449,N
2025-04-20,SKU00267,631,N
2025-04-20,SKU00214,675,N
2025-04-20,SKU00058,457,N
2025-04-20,SKU00071,4,N
2025-04-20,SKU00141,428,N
2025-04-20,SKU00207,584,N
2025-04-20,SKU00097,121,N
2025-04-20,SKU00041,713,N
2025-04-20,SKU00289,776,N
2025-04-20,SKU00168,312,N
2025-04-20,SKU00158,0,S
2025-04-20,SKU00013,295,N
2025-04-20,SKU00012,182,N
2025-04-20,SKU00061,62,N
2025-04-20,SKU00120,298,N
2025-04-20,SKU00221,0,S
2025-04-20,SKU00027,667,N
2025-04-20,SKU00036,577,N
2025-04-20,SKU00073,185,N
2025-04-20,SKU00023,472,N
2025-04-20,SKU00202,508,N
2025-04-20,SKU00084,771,N
2025-04-20,SKU00053,643,N
2025-04-20,SKU00003,733,N
2025-04-20,SKU00260,0,S
2025-04-20,SKU00015,326,N
2025-04-20,SKU00242,0,S
2025-04-20,SKU00135,420,N
2025-04-20,SKU00222,362,N
2025-04-20,SKU00227,180,N
2025-04-20,SKU00194,373,N
2025-04-20,SKU00278,216,N
2025-04-20,SKU00123,356,N
2025-04-20,SKU00171,446,N
2025-04-20,SKU00022,289,N
2025-04-20,SKU00112,0,S
2025-04-20,SKU00253,631,N
2025-04-20,SKU00187,325,N
2025-04-20,SKU00014,480,N
2025-04-20,SKU00132,169,N
2025-04-20,SKU00077,95,N
2025-04-20,SKU00031,197,N
2025-04-20,SKU00252,297,N
2025-04-20,SKU00241,8,N
2025-04-20,SKU00292,181,N
2025-04-27,SKU00151,275,N
2025-04-27,SKU00156,715,N
2025-04-27,SKU00205,743,N
2025-04-27,SKU00174,100,N
2025-04-27,SKU00012,311,N
2025-04-27,SKU00240,125,N
2025-04-27,SKU00215,242,N
2025-04-27,SKU00179,380,N
2025-04-27,SKU00178,295,N
