pagamento_id,pedido_id,forma_pagamento,parcelas,valor,taxa_pct,valor_liquido,data_vencimento,data_pagamento,status_pagamento
8840,9164,Boleto 14 dias,1,4109.31,0.00,4109.31,2025-04-22,,Inadimplente
8841,9165,Boleto 14 dias,1,7778.27,0.00,7778.27,2025-07-01,2025-07-08,Pago
8842,9166,Cartão de débito,1,669.90,1.80,657.84,2025-08-30,2025-08-30,Pago
8843,9167,Cartão de crédito,1,3101.35,3.20,3002.11,2025-11-29,2025-11-29,Pago
8844,9168,Boleto 28 dias,1,3914.37,0.00,3914.37,2026-05-13,2026-05-13,Pago
8845,9169,PIX,1,328.26,0.00,328.26,2026-07-16,2026-07-19,Pago
8846,9170,Boleto 28 dias,1,856.34,0.00,856.34,2024-10-27,2024-10-27,Pago
8847,9171,PIX,1,395.69,0.00,395.69,2024-12-04,2024-12-11,Pago
8848,9172,Cartão de débito,1,948.76,1.80,931.68,2025-03-07,2025-03-10,Pago
8849,9173,Cartão de débito,1,845.92,1.80,830.69,2025-05-29,2025-06-01,Pago
8850,9174,Boleto 28 dias,1,3127.21,0.00,3127.21,2025-09-29,2025-09-30,Pago
8851,9175,Boleto 28 dias,1,1967.99,0.00,1967.99,2025-12-16,2025-12-16,Pago
8852,9176,Boleto 14 dias,1,450.62,0.00,450.62,2026-03-17,,Inadimplente
8853,9177,PIX,1,5427.30,0.00,5427.30,2024-09-10,2024-09-10,Pago
8854,9178,Boleto 28 dias,1,3824.38,0.00,3824.38,2024-11-08,2024-11-08,Pago
8855,9179,PIX,1,8535.37,0.00,8535.37,2024-11-01,2024-11-01,Pago
8856,9180,Boleto 14 dias,1,8270.93,0.00,8270.93,2024-12-20,2024-12-20,Pago
8857,9181,Boleto 28 dias,1,5904.25,0.00,5904.25,2025-02-12,2025-02-12,Pago
8858,9182,Boleto 28 dias,1,4879.37,0.00,4879.37,2025-03-13,,Inadimplente
8859,9183,Boleto 28 dias,1,7394.74,0.00,7394.74,2025-04-05,2025-04-08,Pago
8860,9184,Cartão de crédito,4,7466.61,3.20,7227.68,2025-04-15,2025-04-30,Pago
8861,9185,PIX,1,3454.51,0.00,3454.51,2025-05-14,2025-05-14,Pago
8862,9186,Boleto 14 dias,1,11577.71,0.00,11577.71,2025-06-17,2025-06-17,Pago
8863,9187,PIX,1,3656.41,0.00,3656.41,2025-07-11,2025-08-25,Pago com atraso
8864,9188,Cartão de crédito,6,9567.37,3.20,9261.21,2025-08-15,2025-08-18,Pago
8865,9189,Boleto 14 dias,1,8348.44,0.00,8348.44,2025-09-26,2025-09-26,Pago
8866,9190,Cheque a prazo,1,17869.81,0.00,17869.81,2025-11-04,2025-11-04,Pago
8867,9191,PIX,1,6244.25,0.00,6244.25,2025-10-16,2025-11-22,Pago com atraso
8868,9192,Boleto 28 dias,1,11321.42,0.00,11321.42,2025-12-16,2025-12-31,Pago
8869,9193,Boleto 28 dias,1,5393.09,0.00,5393.09,2026-01-07,2026-01-08,Pago
8870,9194,Boleto 28 dias,1,3945.92,0.00,3945.92,2026-01-24,2026-01-24,Pago
8871,9195,Cartão de débito,1,6735.70,1.80,6614.46,2026-01-17,2026-01-24,Pago
8872,9196,Dinheiro,1,2788.10,0.00,2788.10,2026-02-20,2026-02-20,Pago
8873,9197,Boleto 28 dias,1,8447.57,0.00,8447.57,2026-04-15,2026-04-18,Pago
8874,9198,PIX,1,19313.35,0.00,19313.35,2026-04-23,2026-04-23,Pago
8875,9200,Boleto 28 dias,1,6620.60,0.00,6620.60,2026-07-06,,Inadimplente
8876,9201,PIX,1,5408.00,0.00,5408.00,2026-07-10,,Inadimplente
8877,9202,Boleto 28 dias,1,7868.97,0.00,7868.97,2026-09-15,,Em aberto
8878,9203,Boleto 28 dias,1,8507.10,0.00,8507.10,2024-10-15,2024-10-15,Pago
8879,9204,Boleto 28 dias,1,858.97,0.00,858.97,2025-01-10,2025-01-10,Pago
8880,9205,PIX,1,1279.89,0.00,1279.89,2025-04-14,2025-04-14,Pago
8881,9206,Boleto 28 dias,1,3892.89,0.00,3892.89,2025-07-09,2025-09-02,Pago com atraso
8882,9207,PIX,1,277.28,0.00,277.28,2025-10-14,2025-10-14,Pago
8883,9208,PIX,1,298.94,0.00,298.94,2026-01-12,2026-01-27,Pago
8884,9209,Boleto 28 dias,1,1740.75,0.00,1740.75,2026-05-14,2026-05-14,Pago
8885,9210,Cartão de crédito,2,1293.48,3.20,1252.09,2026-08-19,2026-09-03,Pago
8886,9211,PIX,1,1238.65,0.00,1238.65,2025-08-27,2025-08-27,Pago
8887,9212,Boleto 28 dias,1,2197.61,0.00,2197.61,2026-01-05,2026-01-08,Pago
8888,9213,Boleto 14 dias,1,5215.07,0.00,5215.07,2026-04-22,2026-04-22,Pago
8889,9214,Boleto 14 dias,1,6014.95,0.00,6014.95,2026-06-27,2026-06-30,Pago
8890,9215,Cartão de crédito,1,634.13,3.20,613.84,2026-08-18,2026-08-18,Pago
8891,9216,Boleto 28 dias,1,1681.70,0.00,1681.70,2024-10-05,2024-10-08,Pago
8892,9217,PIX,1,12345.87,0.00,12345.87,2024-10-10,2024-10-10,Pago
8893,9218,Boleto 28 dias,1,2686.12,0.00,2686.12,2025-01-06,2025-01-07,Pago
8894,9219,Boleto 28 dias,1,1410.61,0.00,1410.61,2025-02-25,2025-03-13,Pago com atraso
8895,9220,Boleto 14 dias,1,3027.82,0.00,3027.82,2025-03-24,2025-05-07,Pago com atraso
8896,9221,Boleto 28 dias,1,3683.18,0.00,3683.18,2025-05-26,2025-05-26,Pago
8897,9222,Boleto 28 dias,1,3255.76,0.00,3255.76,2025-07-14,2025-07-14,Pago
8898,9223,Cartão de crédito,1,3214.83,3.20,3111.96,2025-07-29,2025-07-29,Pago
8899,9224,PIX,1,5081.00,0.00,5081.00,2025-09-09,2025-09-10,Pago
8900,9225,Boleto 14 dias,1,6886.36,0.00,6886.36,2025-11-20,2025-11-27,Pago
8901,9226,Boleto 14 dias,1,1981.43,0.00,1981.43,2026-01-30,2026-02-02,Pago
8902,9227,Boleto 14 dias,1,3867.70,0.00,3867.70,2026-04-06,2026-05-07,Pago com atraso
8903,9228,PIX,1,1527.07,0.00,1527.07,2026-05-01,2026-05-01,Pago
8904,9229,Cheque a prazo,1,3089.32,0.00,3089.32,2026-08-13,2026-08-16,Pago
8905,9230,Boleto 28 dias,1,3162.92,0.00,3162.92,2024-10-11,2024-10-11,Pago
8906,9231,Boleto 28 dias,1,1111.69,0.00,1111.69,2024-12-24,2024-12-31,Pago
8907,9232,Boleto 14 dias,1,678.74,0.00,678.74,2025-04-08,2025-04-08,Pago
8908,9233,PIX,1,1798.26,0.00,1798.26,2025-07-24,2025-08-23,Pago com atraso
8909,9234,Boleto 14 dias,1,1969.08,0.00,1969.08,2025-10-06,2025-10-06,Pago
8910,9235,Cheque a prazo,1,3027.80,0.00,3027.80,2026-03-02,2026-03-03,Pago
8911,9237,Dinheiro,1,1857.95,0.00,1857.95,2026-08-17,2026-08-17,Pago
8912,9239,PIX,1,7558.46,0.00,7558.46,2025-10-20,2025-10-23,Pago
8913,9240,PIX,1,879.50,0.00,879.50,2026-02-20,2026-02-23,Pago
8914,9241,PIX,1,755.37,0.00,755.37,2026-05-30,2026-07-14,Pago com atraso
8915,9242,Boleto 14 dias,1,412.56,0.00,412.56,2026-09-09,,Em aberto
8916,9243,Boleto 28 dias,1,620.98,0.00,620.98,2024-10-03,2024-10-06,Pago
8917,9244,PIX,1,639.08,0.00,639.08,2024-12-11,2024-12-18,Pago
8918,9245,Cartão de crédito,1,2469.03,3.20,2390.02,2025-02-14,2025-02-14,Pago
8919,9246,Boleto 14 dias,1,5439.01,0.00,5439.01,2025-04-26,2025-04-26,Pago
8920,9247,Cartão de débito,1,1221.15,1.80,1199.17,2025-06-28,2025-06-29,Pago
8921,9248,Boleto 28 dias,1,1841.44,0.00,1841.44,2025-11-20,2025-11-20,Pago
8922,9249,PIX,1,149.05,0.00,149.05,2026-02-23,2026-02-23,Pago
8923,9250,PIX,1,1051.51,0.00,1051.51,2026-04-28,2026-04-28,Pago
8924,9251,Cartão de crédito,3,1922.54,3.20,1861.02,2026-07-21,2026-07-21,Pago
8925,9252,PIX,1,242.78,0.00,242.78,2024-09-13,2024-09-16,Pago
8926,9253,Dinheiro,1,422.47,0.00,422.47,2025-01-15,2025-01-15,Pago
8927,9254,Boleto 14 dias,1,520.53,0.00,520.53,2025-05-29,2025-05-29,Pago
8928,9255,Boleto 14 dias,1,2118.80,0.00,2118.80,2025-08-26,2025-08-26,Pago
8929,9256,Boleto 28 dias,1,506.51,0.00,506.51,2025-12-29,2025-12-30,Pago
8930,9257,Cartão de crédito,1,1129.23,3.20,1093.09,2026-03-21,2026-03-21,Pago
8931,9258,Boleto 28 dias,1,2683.77,0.00,2683.77,2026-07-01,2026-07-01,Pago
8932,9259,Boleto 28 dias,1,2623.45,0.00,2623.45,2024-10-17,2024-11-04,Pago com atraso
8933,9260,Dinheiro,1,436.57,0.00,436.57,2024-11-28,2024-12-05,Pago
8934,9261,Cartão de crédito,1,1350.84,3.20,1307.61,2025-01-25,2025-03-20,Pago com atraso
8935,9262,Dinheiro,1,961.83,0.00,961.83,2025-04-03,2025-04-03,Pago
8936,9263,Boleto 28 dias,1,2085.22,0.00,2085.22,2025-08-01,2025-08-01,Pago
8937,9264,PIX,1,265.64,0.00,265.64,2025-10-02,2025-10-03,Pago
8938,9265,Boleto 28 dias,1,2988.82,0.00,2988.82,2026-01-21,2026-01-21,Pago
8939,9266,Boleto 28 dias,1,2748.98,0.00,2748.98,2026-05-13,2026-05-13,Pago
8940,9267,PIX,1,283.18,0.00,283.18,2024-09-19,2024-09-20,Pago
8941,9268,Boleto 28 dias,1,1643.58,0.00,1643.58,2025-01-15,2025-01-15,Pago
8942,9269,Boleto 14 dias,1,1254.00,0.00,1254.00,2025-04-29,2025-05-02,Pago
8943,9270,Boleto 14 dias,1,2828.40,0.00,2828.40,2025-07-23,2025-07-23,Pago
8944,9271,Cartão de crédito,1,504.37,3.20,488.23,2025-11-07,2025-11-07,Pago
8945,9272,Boleto 14 dias,1,2429.97,0.00,2429.97,2026-01-16,2026-01-19,Pago
8946,9273,Boleto 28 dias,1,594.27,0.00,594.27,2026-04-01,2026-04-02,Pago
8947,9274,Boleto 28 dias,1,1373.49,0.00,1373.49,2026-08-05,2026-08-05,Pago
8948,9275,PIX,1,4362.88,0.00,4362.88,2024-09-16,2024-09-19,Pago
8949,9276,Boleto 28 dias,1,3697.46,0.00,3697.46,2025-01-08,2025-01-23,Pago
8950,9277,PIX,1,1057.50,0.00,1057.50,2025-02-19,2025-02-19,Pago
8951,9278,Boleto 14 dias,1,10286.96,0.00,10286.96,2025-05-07,2025-05-26,Pago com atraso
8952,9279,Cartão de crédito,1,1150.20,3.20,1113.39,2025-07-16,2025-07-16,Pago
8953,9280,Boleto 28 dias,1,733.26,0.00,733.26,2025-11-28,,Inadimplente
8954,9281,Boleto 28 dias,1,401.09,0.00,401.09,2026-03-06,2026-03-06,Pago
8955,9282,PIX,1,1262.77,0.00,1262.77,2026-06-04,2026-06-04,Pago
8956,9283,Boleto 28 dias,1,1102.87,0.00,1102.87,2026-09-25,,Em aberto
8957,9284,PIX,1,1605.95,0.00,1605.95,2025-03-26,2025-03-26,Pago
8958,9285,Dinheiro,1,928.33,0.00,928.33,2025-07-29,2025-08-05,Pago
8959,9286,Boleto 28 dias,1,4779.39,0.00,4779.39,2025-11-25,2025-11-28,Pago
8960,9287,Boleto 14 dias,1,572.66,0.00,572.66,2026-01-26,2026-01-26,Pago
8961,9288,Dinheiro,1,811.70,0.00,811.70,2026-03-26,2026-03-27,Pago
8962,9289,Cartão de crédito,2,648.82,3.20,628.06,2026-06-06,2026-06-06,Pago
8963,9290,Boleto 14 dias,1,1897.05,0.00,1897.05,2024-09-18,2024-09-21,Pago
8964,9291,PIX,1,83.44,0.00,83.44,2025-01-09,,Inadimplente
8965,9292,Boleto 28 dias,1,2229.89,0.00,2229.89,2025-06-02,2025-06-02,Pago
8966,9293,Boleto 28 dias,1,907.31,0.00,907.31,2025-09-24,2025-09-24,Pago
8967,9294,Dinheiro,1,5976.94,0.00,5976.94,2025-10-30,2025-11-14,Pago
8968,9295,PIX,1,1058.61,0.00,1058.61,2026-01-29,2026-01-29,Pago
8969,9296,Cartão de crédito,2,2350.50,3.20,2275.28,2026-04-07,2026-05-09,Pago com atraso
8970,9297,Boleto 28 dias,1,3004.02,0.00,3004.02,2026-07-03,2026-07-04,Pago
8971,9298,Boleto 14 dias,1,11660.15,0.00,11660.15,2024-09-16,2024-09-23,Pago
8972,9299,Boleto 28 dias,1,5140.58,0.00,5140.58,2024-10-21,2024-10-21,Pago
8973,9300,Boleto 14 dias,1,13763.11,0.00,13763.11,2024-10-30,2024-10-30,Pago
8974,9301,Boleto 28 dias,1,18709.79,0.00,18709.79,2024-12-03,2024-12-03,Pago
8975,9302,PIX,1,3919.24,0.00,3919.24,2024-12-18,2025-02-07,Pago com atraso
8976,9303,Boleto 28 dias,1,1204.19,0.00,1204.19,2025-02-11,2025-02-14,Pago
8977,9304,Boleto 28 dias,1,4001.33,0.00,4001.33,2025-03-10,2025-03-10,Pago
8978,9306,Boleto 14 dias,1,4843.24,0.00,4843.24,2025-04-18,2025-04-19,Pago
8979,9307,Boleto 28 dias,1,8826.87,0.00,8826.87,2025-05-26,2025-05-26,Pago
8980,9308,Dinheiro,1,2200.59,0.00,2200.59,2025-05-22,2025-05-22,Pago
8981,9309,Boleto 28 dias,1,12126.56,0.00,12126.56,2025-07-23,2025-07-23,Pago
8982,9310,Cheque a prazo,1,6388.05,0.00,6388.05,2025-09-02,2025-10-27,Pago com atraso
8983,9311,PIX,1,10536.43,0.00,10536.43,2025-08-21,,Inadimplente
8984,9312,Boleto 28 dias,1,6194.66,0.00,6194.66,2025-10-10,2025-10-10,Pago
8985,9313,Boleto 28 dias,1,4542.09,0.00,4542.09,2025-10-28,2025-10-28,Pago
8986,9314,Boleto 28 dias,1,2154.30,0.00,2154.30,2025-12-04,2026-01-12,Pago com atraso
8987,9315,Cartão de crédito,1,3123.49,3.20,3023.54,2025-12-05,2026-01-26,Pago com atraso
8988,9316,Boleto 28 dias,1,2795.71,0.00,2795.71,2026-02-05,2026-02-08,Pago
8989,9317,Cartão de débito,1,6144.20,1.80,6033.60,2026-02-14,2026-02-14,Pago
8990,9318,Cartão de crédito,1,2454.22,3.20,2375.68,2026-03-21,2026-03-22,Pago
8991,9319,Boleto 28 dias,1,5708.54,0.00,5708.54,2026-05-16,2026-05-17,Pago
8992,9321,Cartão de crédito,3,5300.64,3.20,5131.02,2026-05-28,2026-05-31,Pago
8993,9322,Boleto 28 dias,1,11310.56,0.00,11310.56,2026-07-27,2026-07-28,Pago
8994,9323,Cartão de débito,1,3221.08,1.80,3163.10,2026-07-31,2026-09-09,Pago com atraso
8995,9324,Boleto 28 dias,1,6240.24,0.00,6240.24,2026-09-21,,Em aberto
8996,9325,Cartão de crédito,4,1463.55,3.20,1416.72,2024-09-07,2024-09-07,Pago
8997,9326,Boleto 28 dias,1,8465.79,0.00,8465.79,2024-11-06,2024-11-06,Pago
8998,9327,Boleto 28 dias,1,15933.05,0.00,15933.05,2024-11-28,2024-11-28,Pago
8999,9328,Cheque a prazo,1,4490.34,0.00,4490.34,2025-01-01,2025-01-01,Pago
9000,9329,Boleto 14 dias,1,5661.45,0.00,5661.45,2025-02-07,2025-02-07,Pago
9001,9330,Boleto 28 dias,1,4754.20,0.00,4754.20,2025-04-15,2025-04-15,Pago
9002,9331,Boleto 14 dias,1,16439.55,0.00,16439.55,2025-04-30,2025-04-30,Pago
9003,9332,PIX,1,3896.66,0.00,3896.66,2025-05-06,2025-05-09,Pago
9004,9333,Dinheiro,1,8848.00,0.00,8848.00,2025-05-29,2025-05-29,Pago
9005,9335,Cheque a prazo,1,3712.32,0.00,3712.32,2025-08-28,2025-09-12,Pago
9006,9336,PIX,1,3649.40,0.00,3649.40,2025-08-13,2025-08-16,Pago
9007,9337,Boleto 28 dias,1,11296.90,0.00,11296.90,2025-10-01,2025-10-01,Pago
9008,9338,Boleto 14 dias,1,21026.35,0.00,21026.35,2025-10-18,,Inadimplente
9009,9339,PIX,1,14853.52,0.00,14853.52,2025-10-23,2025-10-23,Pago
9010,9340,Cartão de crédito,3,7172.57,3.20,6943.05,2025-11-29,2025-12-02,Pago
9011,9341,PIX,1,2893.44,0.00,2893.44,2025-12-22,,Inadimplente
9012,9342,PIX,1,7007.87,0.00,7007.87,2026-01-17,2026-01-17,Pago
9013,9343,Dinheiro,1,2800.98,0.00,2800.98,2026-02-13,2026-03-07,Pago com atraso
9014,9344,Cartão de débito,1,17385.33,1.80,17072.39,2026-03-21,2026-03-21,Pago
9015,9345,Cheque a prazo,1,31144.21,0.00,31144.21,2026-05-19,2026-06-03,Pago
9016,9346,Cartão de crédito,1,14909.48,3.20,14432.38,2026-05-02,,Inadimplente
9017,9347,Dinheiro,1,10061.50,0.00,10061.50,2026-05-28,2026-05-28,Pago
9018,9348,PIX,1,6333.38,0.00,6333.38,2026-06-25,2026-06-25,Pago
9019,9349,Boleto 28 dias,1,1863.61,0.00,1863.61,2026-08-21,2026-08-21,Pago
9020,9350,Boleto 28 dias,1,15433.37,0.00,15433.37,2026-09-08,,Em aberto
9021,9351,Cartão de débito,1,4316.10,1.80,4238.41,2026-09-01,,Em aberto
9022,9352,Boleto 28 dias,1,1512.44,0.00,1512.44,2024-10-15,2024-10-15,Pago
9023,9353,Boleto 28 dias,1,1026.50,0.00,1026.50,2025-02-04,2025-02-11,Pago
9024,9354,Boleto 28 dias,1,5560.58,0.00,5560.58,2025-05-16,2025-05-31,Pago
9025,9355,Cartão de crédito,2,88.96,3.20,86.11,2025-07-18,2025-07-18,Pago
9026,9356,Dinheiro,1,1350.55,0.00,1350.55,2025-09-12,2025-09-12,Pago
9027,9357,Boleto 14 dias,1,1426.51,0.00,1426.51,2026-01-14,2026-01-14,Pago
9028,9358,Boleto 14 dias,1,1963.79,0.00,1963.79,2026-04-24,2026-04-24,Pago
9029,9359,Boleto 14 dias,1,2330.12,0.00,2330.12,2026-07-29,,Inadimplente
9030,9360,Boleto 14 dias,1,6025.53,0.00,6025.53,2024-09-24,2024-09-25,Pago
9031,9361,Boleto 14 dias,1,5569.70,0.00,5569.70,2024-10-18,2024-11-02,Pago
9032,9362,Boleto 28 dias,1,6016.27,0.00,6016.27,2024-11-21,2024-11-22,Pago
9033,9363,Boleto 14 dias,1,1126.00,0.00,1126.00,2024-12-18,2024-12-18,Pago
9034,9364,Boleto 28 dias,1,3517.13,0.00,3517.13,2025-02-06,2025-02-06,Pago
9035,9365,Boleto 28 dias,1,6680.47,0.00,6680.47,2025-03-11,2025-03-14,Pago
9036,9366,Boleto 14 dias,1,5018.58,0.00,5018.58,2025-03-20,2025-03-27,Pago
9037,9367,Boleto 28 dias,1,3131.77,0.00,3131.77,2025-04-29,2025-06-28,Pago com atraso
9038,9368,Boleto 14 dias,1,4724.43,0.00,4724.43,2025-05-13,2025-05-13,Pago
9039,9369,Boleto 28 dias,1,6360.58,0.00,6360.58,2025-06-16,2025-06-17,Pago
9040,9370,Cartão de crédito,1,6527.25,3.20,6318.38,2025-06-21,2025-08-19,Pago com atraso
9041,9371,Boleto 28 dias,1,5538.57,0.00,5538.57,2025-08-11,2025-08-12,Pago
9042,9372,Boleto 14 dias,1,3554.79,0.00,3554.79,2025-09-03,2025-09-06,Pago
9043,9373,Boleto 28 dias,1,4641.12,0.00,4641.12,2025-10-10,2025-10-10,Pago
9044,9374,PIX,1,1859.45,0.00,1859.45,2025-10-02,,Inadimplente
9045,9375,Boleto 28 dias,1,2483.65,0.00,2483.65,2025-12-05,2025-12-22,Pago com atraso
9046,9377,PIX,1,4292.72,0.00,4292.72,2026-01-14,2026-01-14,Pago
9047,9378,PIX,1,1849.23,0.00,1849.23,2026-02-13,2026-04-11,Pago com atraso
9048,9379,Boleto 28 dias,1,2280.11,0.00,2280.11,2026-04-20,2026-04-20,Pago
9049,9380,Boleto 28 dias,1,5489.41,0.00,5489.41,2026-05-15,2026-05-15,Pago
9050,9381,PIX,1,1427.00,0.00,1427.00,2026-05-19,2026-05-20,Pago
9051,9382,Cartão de crédito,1,6824.85,3.20,6606.45,2026-06-19,2026-06-19,Pago
9052,9383,Boleto 14 dias,1,6615.11,0.00,6615.11,2026-08-20,2026-08-23,Pago
9053,9384,Boleto 28 dias,1,1389.51,0.00,1389.51,2024-10-04,2024-10-05,Pago
9054,9385,Boleto 14 dias,1,3281.42,0.00,3281.42,2024-12-02,2024-12-05,Pago
9055,9386,PIX,1,3385.18,0.00,3385.18,2025-03-03,2025-03-03,Pago
9056,9387,Boleto 14 dias,1,2559.05,0.00,2559.05,2025-07-16,2025-07-16,Pago
9057,9388,Boleto 28 dias,1,2617.62,0.00,2617.62,2025-10-08,2025-10-09,Pago
9058,9389,Dinheiro,1,306.66,0.00,306.66,2025-11-26,2025-11-26,Pago
9059,9390,Boleto 28 dias,1,1509.38,0.00,1509.38,2026-04-06,2026-04-06,Pago
9060,9391,Cartão de crédito,3,4530.62,3.20,4385.64,2026-05-29,2026-05-29,Pago
9061,9392,Cheque a prazo,1,2551.99,0.00,2551.99,2026-09-26,,Em aberto
9062,9393,Boleto 28 dias,1,8197.58,0.00,8197.58,2024-10-18,2024-10-19,Pago
9063,9394,Boleto 28 dias,1,4158.71,0.00,4158.71,2024-11-20,2024-11-20,Pago
9064,9395,PIX,1,10484.00,0.00,10484.00,2024-11-23,2024-11-24,Pago
9065,9396,Cartão de crédito,1,4002.54,3.20,3874.46,2024-12-19,2024-12-19,Pago
9066,9397,Cartão de crédito,3,3194.69,3.20,3092.46,2025-01-21,2025-01-22,Pago
9067,9398,Cartão de débito,1,5294.97,1.80,5199.66,2025-02-13,2025-02-14,Pago
9068,9399,Boleto 28 dias,1,4210.99,0.00,4210.99,2025-04-14,,Inadimplente
9069,9400,Boleto 14 dias,1,15680.91,0.00,15680.91,2025-04-29,2025-04-29,Pago
9070,9401,Boleto 28 dias,1,2977.51,0.00,2977.51,2025-06-06,2025-06-06,Pago
9071,9402,Cartão de débito,1,2638.58,1.80,2591.09,2025-06-13,2025-06-13,Pago
9072,9403,Boleto 28 dias,1,4386.41,0.00,4386.41,2025-07-29,2025-07-29,Pago
9073,9404,Boleto 14 dias,1,4723.95,0.00,4723.95,2025-08-22,2025-08-22,Pago
9074,9405,Cartão de débito,1,10340.45,1.80,10154.32,2025-08-30,,Inadimplente
9075,9406,PIX,1,10503.68,0.00,10503.68,2025-09-23,2025-09-23,Pago
9076,9407,Cartão de débito,1,13694.99,1.80,13448.48,2025-10-29,2025-10-29,Pago
9077,9408,Cartão de crédito,1,14674.76,3.20,14205.17,2025-11-20,2025-11-20,Pago
9078,9409,Boleto 28 dias,1,5579.63,0.00,5579.63,2026-01-05,2026-01-05,Pago
9079,9410,PIX,1,4725.12,0.00,4725.12,2026-01-11,2026-01-30,Pago com atraso
9080,9411,PIX,1,2488.04,0.00,2488.04,2026-02-17,2026-02-18,Pago
9081,9412,Cartão de crédito,1,13361.46,3.20,12933.89,2026-03-07,2026-03-07,Pago
9082,9413,PIX,1,15149.25,0.00,15149.25,2026-04-03,2026-04-03,Pago
9083,9414,Cheque a prazo,1,4000.03,0.00,4000.03,2026-06-15,,Inadimplente
9084,9415,Boleto 14 dias,1,9636.20,0.00,9636.20,2026-06-16,2026-06-16,Pago
9085,9416,Boleto 28 dias,1,5794.11,0.00,5794.11,2026-07-20,2026-07-23,Pago
9086,9417,Cartão de crédito,1,3938.91,3.20,3812.86,2026-07-24,2026-07-27,Pago
9087,9418,Dinheiro,1,9042.98,0.00,9042.98,2026-08-13,2026-08-13,Pago
9088,9419,Cartão de crédito,2,4610.44,3.20,4462.91,2024-09-10,2024-09-10,Pago
9089,9420,Boleto 14 dias,1,2401.59,0.00,2401.59,2024-11-01,2024-11-01,Pago
9090,9421,Boleto 28 dias,1,9677.21,0.00,9677.21,2024-12-24,2024-12-24,Pago
9091,9422,PIX,1,743.56,0.00,743.56,2025-01-14,2025-01-14,Pago
9092,9423,Boleto 28 dias,1,5101.75,0.00,5101.75,2025-04-22,2025-04-22,Pago
9093,9425,Boleto 28 dias,1,2540.68,0.00,2540.68,2025-08-01,2025-08-04,Pago
9094,9426,Boleto 28 dias,1,2283.89,0.00,2283.89,2025-09-16,2025-09-17,Pago
9095,9427,PIX,1,5570.38,0.00,5570.38,2025-10-02,2025-10-02,Pago
9096,9428,Boleto 28 dias,1,1192.25,0.00,1192.25,2025-12-31,2026-01-03,Pago
9097,9429,Boleto 28 dias,1,-454.17,0.00,-454.17,2026-03-18,2026-03-18,Pago
9098,9430,Boleto 28 dias,1,6860.33,0.00,6860.33,2026-05-14,2026-05-21,Pago
9099,9431,Cartão de crédito,2,4990.63,3.20,4830.93,2026-06-19,2026-06-19,Pago
9100,9432,Boleto 14 dias,1,2541.72,0.00,2541.72,2026-09-01,,Em aberto
9101,9433,Boleto 28 dias,1,2145.17,0.00,2145.17,2024-10-18,2024-10-18,Pago
9102,9434,PIX,1,949.38,0.00,949.38,2024-12-27,2024-12-28,Pago
9103,9435,Boleto 28 dias,1,4912.71,0.00,4912.71,2025-05-13,2025-05-14,Pago
9104,9436,Boleto 14 dias,1,3244.89,0.00,3244.89,2025-06-26,2025-06-26,Pago
9105,9437,Boleto 28 dias,1,2391.77,0.00,2391.77,2025-11-02,2025-11-02,Pago
9106,9438,Boleto 28 dias,1,427.27,0.00,427.27,2026-01-08,2026-01-08,Pago
9107,9439,Boleto 14 dias,1,1133.94,0.00,1133.94,2026-04-14,2026-05-15,Pago com atraso
9108,9441,Boleto 28 dias,1,1234.56,0.00,1234.56,2024-10-31,2024-10-31,Pago
9109,9442,PIX,1,709.84,0.00,709.84,2025-01-07,2025-01-22,Pago
9110,9443,Boleto 14 dias,1,472.06,0.00,472.06,2025-04-11,,Inadimplente
9111,9444,Boleto 14 dias,1,2226.43,0.00,2226.43,2025-07-12,2025-07-13,Pago
9112,9445,Cartão de crédito,3,2176.37,3.20,2106.73,2025-09-04,2025-09-04,Pago
9113,9446,Boleto 14 dias,1,2394.60,0.00,2394.60,2025-12-06,2025-12-07,Pago
9114,9447,Boleto 14 dias,1,880.90,0.00,880.90,2026-04-17,2026-04-17,Pago
9115,9448,Cartão de crédito,3,1663.51,3.20,1610.28,2026-07-25,,Inadimplente
9116,9449,PIX,1,1533.55,0.00,1533.55,2024-09-06,2024-09-21,Pago
9117,9451,PIX,1,1093.10,0.00,1093.10,2025-03-04,2025-03-04,Pago
9118,9452,Boleto 28 dias,1,2944.88,0.00,2944.88,2025-07-24,2025-09-10,Pago com atraso
9119,9453,Boleto 14 dias,1,2887.49,0.00,2887.49,2025-09-22,2025-09-25,Pago
9120,9455,Cheque a prazo,1,3904.39,0.00,3904.39,2026-05-11,2026-05-11,Pago
9121,9456,Dinheiro,1,4615.61,0.00,4615.61,2026-06-26,2026-06-26,Pago
9122,9457,Boleto 28 dias,1,3845.89,0.00,3845.89,2024-10-02,2024-10-02,Pago
9123,9458,PIX,1,1284.79,0.00,1284.79,2025-01-02,2025-01-02,Pago
9124,9459,PIX,1,963.01,0.00,963.01,2025-03-19,2025-03-19,Pago
9125,9460,Boleto 14 dias,1,1896.19,0.00,1896.19,2025-07-02,2025-07-02,Pago
9126,9461,PIX,1,924.17,0.00,924.17,2025-09-05,2025-09-05,Pago
9127,9462,Cartão de débito,1,949.54,1.80,932.45,2025-12-12,2025-12-27,Pago
9128,9463,Boleto 14 dias,1,3686.26,0.00,3686.26,2026-04-20,2026-04-20,Pago
