cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
763,60598678744227,Espaço Beleza Serena EIRELI,E-commerce,Recife,PE,Vila Madalena,2022-10-11,S
764,94282491165020,Aroma Vitória S/A,Salão de beleza,Salvador,BA,Barra,2025-07-12,N
765,21.551.305/5708-36,Essencia Encanto EIRELI,Farmácia,Curitiba,PR,Bela Vista,2021-07-22,S
766,99727367746202,Casa de Fragrâncias Encanto ME,Loja de shopping,Recife,PE,Moema,13/08/2022,S
767,81.231.239/2049-10,Espaço Beleza Vitória LTDA ME,Farmácia,Belo Horizonte,MG,Boa Viagem,2022-07-22,S
768,75082768172257,Espaço Beleza Serena EIRELI,Salão de beleza,Brasília,DF,Pinheiros,2022-01-25,S
769,05291876831608,Aroma Rosa dos Ventos ME,Farmácia,Goiânia,GO,Meireles,2023-08-26,S
770,39920522299936,Casa de Fragrâncias Nova Era LTDA,Loja de departamento,Manaus,AM,Barra,2023-09-17,S
771, 32553983584461 ,BELLA ROSA DOS VENTOS ME,Quiosque,Belo Horizonte,MG,Pinheiros,2021-12-05,S
772,95.449.791/2799-70,FARMÁCIA PRIME LTDA,Quiosque,São Paulo,SP,Aldeota,2023-08-16,S
773,13.752.988/3220-12,Espaço Beleza Elegance ME,Perfumaria,Fortaleza,CE,Jardins,2022-08-17,S
774,79.788.897/5358-52,PERFUMARIA BELLA VITA ME,Loja de departamento,Brasília,DF,Setor Bueno,06/05/2023,S
775,19.951.715/2391-02,Aroma Aurora LTDA,Salão de beleza,Recife,PE,Pituba,2026-04-24,S
776, 83093096713971 ,Bella Charme LTDA,Loja de shopping,Manaus,AM,Savassi,20/10/2024,S
777,76720191116612,Loja Charme EIRELI,Perfumaria,Manaus,AM,Bela Vista,2026-05-26,S
778, 39304936653802 ,Espaço Beleza Flor de Liz ME,E-commerce,Curitiba,PR,Setor Bueno,2022-02-12,S
779,40868250952294,Bella Class EIRELI,Revendedora autônoma,Rio de Janeiro,RJ,Moema,2026-04-29,S
780,03995297013712,Espaço Beleza Class LTDA ME,Salão de beleza,Manaus,AM,Batel,2025-09-03,S
781,41202706159273,Drogaria Requinte S/A,Perfumaria,São Paulo,SP,Moema,2021-07-18,S
782,06322481554203,Perfumaria Requinte EIRELI,Farmácia,Goiânia,GO,Pinheiros,2024-10-31,S
783,75649157955462,Drogaria Dourada LTDA ME,Farmácia,Goiânia,GO,Savassi,2023-04-16,N
784,18.103.068/3176-41,Espaço Beleza Aurora S/A,Perfumaria,São Paulo,SP,Ipanema,2026-02-11,S
785,90150713806713,Casa de Fragrâncias Essenza LTDA,Revendedora autônoma,Belo Horizonte,MG,Setor Bueno,2024-05-14,S
786, 47436213009625 ,Loja Íris LTDA ME,Salão de beleza,Brasília,DF,Pituba,09/09/2021,N
787,80.533.962/7466-62,Espaço Beleza Vitória ME,Farmácia,Rio de Janeiro,RJ,Pituba,2024-03-24,N
788,46661459011079,Essência Bella Vita LTDA,Farmácia,São Paulo,SP,Asa Sul,2021-12-12,S
789,81949053152049,AROMA REQUINTE LTDA ME,E-commerce,Brasília,DF,Pinheiros,2026-04-27,S
790,73.137.971/6698-41,DROGARIA ELEGANCE LTDA ME,Farmácia,Brasília,DF,Jardins,2022-05-14,S
791, 43325623899499 ,Perfumaria Essenza EIRELI,Quiosque,Goiânia,GO,Vila Madalena,2024-01-12,S
792,20.370.878/2116-02,Farmácia Aromas do Sul LTDA,E-commerce,Campinas,SP,Bela Vista,2024-07-07,S
793,72117088948018,Espaço Beleza Charme ME,E-commerce,Goiânia,GO,Aldeota,2022-06-07,S
794,88.397.857/0820-04,Loja Essenza ME,Salão de beleza,Salvador,BA,Pinheiros,2025-12-30,S
795, 96112879429688 ,Studio Rosa dos Ventos LTDA,Loja de departamento,Porto Alegre,RS,Ipanema,29/10/2023,S
796,41.961.560/7832-74,Bella Diva EIRELI,Salão de beleza,Rio de Janeiro,RJ,Aldeota,27/07/2021,S
797,62.409.649/6683-49,Drogaria Essenza LTDA ME,E-commerce,Campinas,SP,Higienópolis,2025-12-08,S
798,22593648820893,Studio Bella Vita LTDA ME,Revendedora autônoma,Recife,PE,Asa Sul,2023-03-07,S
799,87.991.609/1141-31,Boutique Íris LTDA,Loja de shopping,Belo Horizonte,MG,Pituba,2023-04-12,S
800,52.304.588/1650-25,DROGARIA DOURADA LTDA,Quiosque,São Paulo,SP,Vila Madalena,2023-02-09,S
801,34.409.661/7718-24,Espaço Beleza Aromas do Sul LTDA,Perfumaria,São Paulo,SP,Aldeota,2021-08-26,S
802,14174681359266,Bella Nova Era LTDA ME,Revendedora autônoma,Belo Horizonte,MG,Higienópolis,2023-03-09,S
803,69415594501192,BOUTIQUE DIVA LTDA,Salão de beleza,Brasília,DF,Moema,2026-01-03,S
804,03.988.636/5362-18,Studio Bella Vita LTDA ME,Salão de beleza,Recife,PE,Jardins,2021-06-03,N
805,94248942046648,Perfumaria Nobre LTDA ME,Loja de departamento,Campinas,SP,Centro,2022-03-26,S
806,56577580974533,Comercial Charme ME,Perfumaria,Porto Alegre,RS,Ipanema,2021-10-30,S
807,62265401659953,Drogaria Flor de Liz ME,Loja de shopping,Recife,PE,Boa Viagem,2025-11-10,S
808,67.746.259/1601-12,FARMÁCIA CLASS S/A,Farmácia,Fortaleza,CE,Asa Sul,2023-02-04,S
809,60.080.179/8677-82,Studio Requinte EIRELI,Loja de shopping,Brasília,DF,Centro,2023-07-28,S
810,72642612120384,Casa de Fragrâncias Vitória LTDA ME,Quiosque,Porto Alegre,RS,Pinheiros,2023-05-22,S
811,07852548242183,CASA DE FRAGRÂNCIAS DOURADA LTDA,E-commerce,Brasília,DF,Vila Madalena,2021-11-05,S
812,54.752.311/2327-48,Loja Lumiar LTDA ME,Farmácia,Campinas,SP,Barra,30/11/2021,S
813,27203886217508,Studio Diva ME,Farmácia,Campinas,SP,Asa Sul,2024-04-30,S
814,30693588249353,Espaço Beleza Essenza LTDA ME,Farmácia,Campinas,SP,Bela Vista,2026-06-12,S
815,65244454460838,Studio Requinte ME,Quiosque,Rio de Janeiro,RJ,Higienópolis,2022-08-23,S
816,53.912.878/8486-99,Bella Requinte LTDA,Loja de shopping,Campinas,SP,Cambuí,03/06/2021,S
817,27147246301986,ESPAÇO BELEZA SERENA ME,Revendedora autônoma,Manaus,AM,Boa Viagem,2025-01-14,S
818,91.218.706/2932-88,Drogaria Charme LTDA,Revendedora autônoma,Curitiba,PR,Savassi,2024-05-23,N
819,20.018.676/6100-89,Bella Diva LTDA,Quiosque,Curitiba,PR,Moema,16/07/2021,S
820,56140384531980,Boutique Nobre EIRELI,Loja de shopping,Curitiba,PR,Cambuí,2021-12-18,S
821,00307620545967,Comercial Íris LTDA ME,Perfumaria,Rio de Janeiro,RJ,Moema,02/04/2024,N
822,65.411.340/7851-69,Perfumaria Sublime S/A,Quiosque,Campinas,SP,Higienópolis,2023-03-01,S
823,68348268999626,ESPAÇO BELEZA ÍRIS S/A,Revendedora autônoma,Recife,PE,Savassi,2022-02-04,S
824,79150596257197,Drogaria Aurora LTDA,Revendedora autônoma,Campinas,SP,Ipanema,2026-05-02,S
825,89.826.041/8095-21,Farmácia Lumiar LTDA ME,Salão de beleza,Campinas,SP,Moema,2022-01-31,S
826,74692118824199,Essencia Prime ME,Loja de departamento,Belo Horizonte,MG,Pituba,2022-05-31,S
827,17.045.421/8545-70,Perfumaria Nova Era ME,Loja de shopping,Goiânia,GO,Ipanema,18/11/2022,S
828,90016356407232,Drogaria Sublime ME,Quiosque,São Paulo,SP,Cambuí,2023-02-09,S
829,00.178.822/4731-26,Perfumaria Rosa dos Ventos LTDA,Salão de beleza,Porto Alegre,RS,Ipanema,2024-04-06,S
830,01195092711526,Bella Class ME,Perfumaria,Campinas,SP,Aldeota,2024-03-20,N
831,23.007.169/5007-41,ESPAÇO BELEZA NOBRE EIRELI,E-commerce,Goiânia,GO,Batel,04/11/2021,S
832,76989365294471,Studio Sublime ME,Farmácia,Brasília,DF,Meireles,2022-05-09,S
833,13104502589632,Boutique Class LTDA ME,E-commerce,Brasília,DF,Barra,2024-04-14,S
834,68.064.860/6739-83,Espaço Beleza Encanto ME,Revendedora autônoma,Belo Horizonte,MG,Barra,2023-04-06,S
835,46280550774065,Farmácia Class LTDA ME,Salão de beleza,Campinas,SP,Boa Viagem,2022-02-25,S
836,90855107409131,Espaço Beleza Diva LTDA,Quiosque,São Paulo,SP,Centro,15/03/2024,S
837,76022069535412,Drogaria Lumiar EIRELI,Loja de shopping,Porto Alegre,RS,Ipanema,2024-08-31,S
838,02601515325947,Loja Flor de Liz LTDA ME,Perfumaria,São Paulo,SP,Batel,2025-06-17,S
839,05950310064934,Perfumaria Dourada EIRELI,Farmácia,Brasília,DF,Jardins,2026-04-16,S
840,08941184913599,Casa de Fragrâncias Vitória EIRELI,Salão de beleza,Recife,PE,Cambuí,2023-09-11,S
841,61006799006968,Loja Dourada LTDA,Quiosque,Salvador,BA,Barra,2025-10-02,S
842, 42339449530067 ,Casa de Fragrâncias Nobre LTDA,Loja de shopping,Brasília,DF,Ipanema,2022-02-06,S
843,73654262417842,BOUTIQUE VITÓRIA EIRELI,Loja de shopping,Rio de Janeiro,RJ,Savassi,2025-03-11,N
844,09060530886843,Comercial Diva LTDA ME,Farmácia,Manaus,AM,Batel,2024-12-29,S
845, 45759887592129 ,Perfumaria Vitória ME,Loja de departamento,São Paulo,SP,Boa Viagem,2022-04-18,S
846,27.558.214/7709-20,Boutique Aromas do Sul LTDA,Loja de shopping,Manaus,AM,Vila Madalena,2025-08-19,S
847,19.215.818/9705-91,Boutique Aromas do Sul EIRELI,Loja de departamento,Belo Horizonte,MG,Higienópolis,2024-12-24,S
848,59772168800537,Farmácia Aromas do Sul LTDA ME,Revendedora autônoma,Goiânia,GO,Batel,2021-09-02,S
849,72.845.401/8227-20,Espaço Beleza Charme ME,E-commerce,Goiânia,GO,Batel,2025-04-07,N
850,44.743.281/1659-93,Drogaria Bella Vita ME,Perfumaria,Rio de Janeiro,RJ,Asa Sul,2024-08-12,S
851,23227752135302,Comercial Dourada LTDA ME,Perfumaria,Manaus,AM,Jardins,2025-08-10,S
852,37775691983210,Comercial Essenza LTDA ME,Farmácia,Goiânia,GO,Jardins,2023-10-06,S
853,98310438419662,Farmácia Íris LTDA ME,Revendedora autônoma,Belo Horizonte,MG,Jardins,2023-10-29,S
854,56670636219865,Essência Encanto LTDA,E-commerce,Brasília,DF,Vila Madalena,2026-04-19,S
855,49.339.650/4962-73,Drogaria Íris LTDA,Loja de departamento,Curitiba,PR,Batel,2023-12-11,S
856,25854218808799,DROGARIA SERENA ME,Loja de departamento,Recife,PE,Moema,2024-02-14,S
857,64.338.532/4725-05,BOUTIQUE BELLA VITA ME,E-commerce,Goiânia,GO,Ipanema,2025-05-10,S
858,76.054.576/9475-76,BOUTIQUE CLASS ME,Salão de beleza,Brasília,DF,Pituba,2023-03-02,S
859,66986163421254,Studio Encanto S/A,Salão de beleza,Porto Alegre,RS,Cambuí,2024-09-09,S
860,92559664721307,Essência Prime LTDA ME,Farmácia,Recife,PE,Setor Bueno,2025-09-12,N
861,48933261454307,Boutique Flor de Liz LTDA,Quiosque,Campinas,SP,Savassi,2021-06-29,S
862,52211587184523,Bella Prime LTDA ME,E-commerce,Brasília,DF,Bela Vista,2022-08-21,S
863,47017320865237,Comercial Nobre LTDA ME,Loja de departamento,Porto Alegre,RS,Aldeota,2022-01-28,N
864,00527810558000,Bella Charme LTDA,Loja de shopping,Porto Alegre,RS,Cambuí,2023-10-26,S
865,16094391368172,Studio Class EIRELI,Loja de departamento,Curitiba,PR,Bela Vista,2025-03-22,S
866,09.297.352/5953-32,BELLA REQUINTE ME,Revendedora autônoma,Belo Horizonte,MG,Boa Viagem,2025-11-28,N
867,73532366185076,Perfumaria Sublime ME,Quiosque,Salvador,BA,Pituba,2024-02-27,S
868,82.360.107/1261-58,Bella Essenza LTDA ME,Loja de shopping,Rio de Janeiro,RJ,Vila Madalena,2023-06-04,S
869,84.673.574/2233-22,AROMA FLOR DE LIZ S/A,Perfumaria,Porto Alegre,RS,Batel,07/10/2023,S
870,92225606295350,Boutique Essenza LTDA,Quiosque,Campinas,SP,Asa Sul,2026-06-13,S
871,41307538418520,Comercial Bella Vita S/A,Loja de shopping,Fortaleza,CE,Pinheiros,2025-09-30,S
872,75.615.470/5549-12,Bella Dourada LTDA,Loja de departamento,Manaus,AM,Cambuí,2024-04-17,S
873,09196939578752,Drogaria Aurora EIRELI,Perfumaria,Porto Alegre,RS,Boa Viagem,01/05/2024,S
874,97.121.241/3936-96,Comercial Bella Vita S/A,Quiosque,Rio de Janeiro,RJ,Pituba,2022-01-28,S
875,67.731.922/7607-59,Aroma Aromas do Sul LTDA ME,Quiosque,Belo Horizonte,MG,Meireles,2021-09-11,S
876,94319165430895,Drogaria Flor de Liz S/A,Perfumaria,Campinas,SP,Centro,27/01/2025,S
877,64.497.470/0026-87,Loja Diva EIRELI,Loja de departamento,Fortaleza,CE,Aldeota,2022-06-14,S
878,63.656.045/0063-55,Studio Diva EIRELI,Perfumaria,Rio de Janeiro,RJ,Boa Viagem,2023-06-08,S
879,11952963530597,Drogaria Sublime ME,Farmácia,Fortaleza,CE,Meireles,2025-08-25,S
880,15948989596546,Essência Vitória EIRELI,E-commerce,Curitiba,PR,Moema,2025-08-05,S
881,91.699.939/3449-74,COMERCIAL DOURADA LTDA,E-commerce,Porto Alegre,RS,Higienópolis,2023-05-27,S
882,09586297398894,Studio Lumiar ME,Perfumaria,Curitiba,PR,Boa Viagem,2024-12-16,S
883,07548534655792,Essência Dourada S/A,Perfumaria,Fortaleza,CE,Setor Bueno,2024-09-11,S
884,29.390.025/1213-75,Boutique Nobre S/A,Loja de departamento,Rio de Janeiro,RJ,Pituba,2022-06-19,S
885,61993145843456,Espaço Beleza Aromas do Sul EIRELI,Revendedora autônoma,Brasília,DF,Meireles,2024-11-14,S
886,36.220.334/7424-63,Bella Nova Era LTDA ME,Quiosque,Belo Horizonte,MG,Pinheiros,2025-04-26,S
887,00852946902177,Perfumaria Encanto ME,Revendedora autônoma,Brasília,DF,Jardins,2025-05-28,S
888,50.228.946/6527-52,Studio Vitória LTDA,Loja de shopping,Brasília,DF,Batel,2026-02-15,S
889,13303033467711,Perfumaria Lumiar LTDA ME,Salão de beleza,Goiânia,GO,Pituba,2022-04-09,S
890,53024530123984,Essência Charme LTDA,Revendedora autônoma,Salvador,BA,Setor Bueno,2024-09-30,S
891,01.722.240/5076-48,Loja Serena LTDA ME,Farmácia,Goiânia,GO,Asa Sul,2022-01-28,S
892,92406583872725,DROGARIA CHARME EIRELI,Farmácia,Goiânia,GO,Cambuí,2021-11-01,S
893,44.823.733/7912-12,Espaço Beleza Lumiar S/A,Farmácia,Brasília,DF,Ipanema,19/10/2024,S
894,69017074039251,Studio Nobre LTDA,Loja de shopping,Brasília,DF,Boa Viagem,2023-04-05,S
895,64338722054221,Studio Serena LTDA ME,E-commerce,Fortaleza,CE,Meireles,2025-07-26,S
896, 08334447048878 ,Essência Lumiar LTDA,Perfumaria,Manaus,AM,Centro,01/06/2021,S
897,68519537749266,Comercial Vitória EIRELI,Salão de beleza,Goiânia,GO,Pituba,2026-05-06,S
898,25920616581292,Drogaria Nova Era EIRELI,Loja de shopping,Belo Horizonte,MG,Cambuí,2024-07-07,S
899,30.295.596/3637-26,AROMA PRIME LTDA,E-commerce,Recife,PE,Moema,2023-09-15,S
900,98085133138004,Bella Prime LTDA,Revendedora autônoma,Porto Alegre,RS,Moema,2021-06-14,S
901,12.154.815/8268-68,Perfumaria Flor de Liz S/A,E-commerce,Belo Horizonte,MG,Cambuí,2021-11-14,S
902,06442006298778,Bella Diva LTDA ME,Salão de beleza,Brasília,DF,Pinheiros,2025-07-19,S
903,19623421926221,Perfumaria Encanto ME,Farmácia,Manaus,AM,Higienópolis,2025-07-10,S
904,47891179726999,Aroma Prime S/A,Farmácia,Rio de Janeiro,RJ,Savassi,2023-02-11,S
905,03.666.020/0053-28,Farmácia Aurora EIRELI,Revendedora autônoma,São Paulo,SP,Cambuí,11/10/2025,S
906,38.380.582/6929-90,Drogaria Lumiar LTDA ME,Loja de departamento,Porto Alegre,RS,Barra,2024-05-02,S
907,38963376185186,Boutique Íris S/A,Farmácia,Brasília,DF,Savassi,2023-09-05,N
908,32823392188352,Espaço Beleza Rosa dos Ventos EIRELI,Farmácia,Rio de Janeiro,RJ,Centro,2022-01-31,S
909,76.106.592/0881-43,Studio Lumiar LTDA ME,Quiosque,Fortaleza,CE,Bela Vista,2024-04-01,S
910,96.983.845/7202-66,Espaço Beleza Diva ME,Loja de departamento,Salvador,BA,Ipanema,2022-08-09,S
911,25734989925539,Loja Encanto ME,Perfumaria,Rio de Janeiro,RJ,Centro,2023-02-21,S
912,72.966.941/7996-70,Essência Rosa dos Ventos EIRELI,Quiosque,Campinas,SP,Setor Bueno,03/05/2026,S
913,83.984.167/3478-53,Comercial Encanto S/A,Farmácia,Rio de Janeiro,RJ,Asa Sul,2022-06-08,S
914,92860521026270,Perfumaria Aromas do Sul ME,Perfumaria,São Paulo,SP,Asa Sul,2022-06-12,S
915, 30889830574883 ,Espaço Beleza Class LTDA ME,Farmácia,Rio de Janeiro,RJ,Barra,2022-01-05,N
916,50.003.056/6199-53,COMERCIAL ENCANTO LTDA,Salão de beleza,Fortaleza,CE,Meireles,2024-07-28,S
917,46.790.870/1872-60,Casa de Fragrâncias Flor de Liz LTDA,Loja de departamento,Brasília,DF,Setor Bueno,2025-03-28,S
918,29906745686524,Farmácia Nobre EIRELI,Loja de shopping,Porto Alegre,RS,Vila Madalena,2024-06-14,S
919,56222190533470,Comercial Encanto S/A,Quiosque,Belo Horizonte,MG,Cambuí,2023-03-22,S
920,96.521.383/5071-24,Farmácia Prime S/A,Revendedora autônoma,Curitiba,PR,Barra,2022-10-20,S
921,21173277264883,Espaco Beleza Nobre ME,Salão de beleza,Campinas,SP,Setor Bueno,23/09/2022,S
922,25161857591710,Casa de Fragrâncias Encanto S/A,Perfumaria,Salvador,BA,Aldeota,2022-10-14,S
923,73535247841715,Boutique Dourada EIRELI,Quiosque,Porto Alegre,RS,Meireles,2021-05-31,N
924,78803318361133,Comercial Bella Vita S/A,Loja de shopping,Curitiba,PR,Higienópolis,2021-09-30,S
925, 15278730486251 ,Comercial Nobre ME,E-commerce,Brasília,DF,Barra,2025-11-30,S
926,01891567344671,Drogaria Nova Era LTDA ME,Loja de departamento,Brasília,DF,Moema,2021-12-25,S
927,36299946645099,Bella Bella Vita LTDA,Perfumaria,Curitiba,PR,Higienópolis,2021-06-12,S
928,90835211896844,Essência Sublime S/A,Loja de departamento,Curitiba,PR,Aldeota,2023-09-19,S
929,28575958281902,Bella Aromas do Sul S/A,Quiosque,Fortaleza,CE,Moema,2026-04-21,S
930, 88397170598445 ,COMERCIAL ROSA DOS VENTOS ME,Revendedora autônoma,Porto Alegre,RS,Pinheiros,2024-02-12,S
931,12303885681193,Essência Nobre S/A,Farmácia,Rio de Janeiro,RJ,Centro,2021-11-30,S
932, 92177905528669 ,AROMA NOBRE S/A,Farmácia,Goiânia,GO,Centro,2025-09-18,S
933,05.326.011/9391-03,Essência Charme EIRELI,Quiosque,Fortaleza,CE,Barra,2026-04-11,S
934,90858181045024,Comercial Essenza EIRELI,Revendedora autônoma,São Paulo,SP,Bela Vista,2023-06-25,S
935,62.713.589/6933-53,Espaço Beleza Nobre LTDA ME,Salão de beleza,Recife,PE,Setor Bueno,01/05/2024,S
936, 15663979255116 ,Aroma Charme S/A,Perfumaria,Curitiba,PR,Pituba,2026-05-22,S
937,02896660534281,Farmácia Íris LTDA,E-commerce,Fortaleza,CE,Savassi,21/07/2022,S
938, 75358464051038 ,Perfumaria Dourada ME,Revendedora autônoma,Manaus,AM,Meireles,2026-01-16,S
939,14.447.189/3953-09,COMERCIAL ROSA DOS VENTOS LTDA ME,Perfumaria,Brasília,DF,Centro,2022-05-12,S
940,88498745513587,Loja Dourada ME,Farmácia,Belo Horizonte,MG,Vila Madalena,28/11/2023,S
941,11.640.343/9881-87,Aroma Class S/A,Quiosque,Brasília,DF,Barra,2023-07-09,S
942,77041309091538,Espaço Beleza Charme LTDA ME,Loja de shopping,Porto Alegre,RS,Asa Sul,2022-04-27,S
943,41231905772044,Farmácia Nova Era ME,E-commerce,São Paulo,SP,Ipanema,2026-01-20,S
944,81.097.941/2248-70,Essência Nova Era LTDA ME,Loja de departamento,Curitiba,PR,Boa Viagem,2021-07-17,S
945,42.240.432/6118-90,Farmácia Diva ME,Loja de departamento,Fortaleza,CE,Centro,2025-09-27,S
946,72020095366219,Perfumaria Nobre LTDA ME,Perfumaria,Recife,PE,Cambuí,2026-03-11,N
947,73.259.007/3971-30,Boutique Aromas do Sul LTDA ME,Farmácia,Rio de Janeiro,RJ,Bela Vista,2024-12-05,S
948,67.221.045/4617-19,Loja Aurora LTDA ME,Farmácia,Rio de Janeiro,RJ,Barra,25/09/2023,S
949,34422521602523,Bella Aurora S/A,Loja de shopping,Belo Horizonte,MG,Aldeota,27/02/2023,S
950,26903265513276,Bella Aromas do Sul LTDA,E-commerce,Fortaleza,CE,Batel,24/03/2024,S
951,59.851.602/1191-58,Drogaria Íris S/A,Farmácia,Salvador,BA,Setor Bueno,2021-05-30,S
952,64.786.862/3760-08,Essência Aurora S/A,Quiosque,Brasília,DF,Aldeota,2021-09-21,S
953, 19190749921640 ,Comercial Requinte ME,Revendedora autônoma,Brasília,DF,Cambuí,2024-05-21,S
954,84864708213986,Drogaria Aurora ME,Loja de shopping,Porto Alegre,RS,Boa Viagem,2022-11-19,S
955,72055033000088,Loja Vitória S/A,Loja de departamento,Manaus,AM,Centro,26/06/2025,N
956,99.114.160/0916-92,Loja Nova Era S/A,Revendedora autônoma,Brasília,DF,Aldeota,2026-01-20,S
957,06085481867463,Aroma Vitória ME,E-commerce,Goiânia,GO,Savassi,05/05/2026,S
958,71181519854582,Drogaria Aurora ME,E-commerce,Curitiba,PR,Centro,2021-06-15,N
959,53466075699944,Comercial Íris LTDA ME,E-commerce,Curitiba,PR,Jardins,2021-05-29,S
960,24.028.182/2387-94,Perfumaria Sublime EIRELI,Loja de shopping,Brasília,DF,Moema,06/10/2025,S
961,52735364235700,Espaço Beleza Charme S/A,Farmácia,Manaus,AM,Savassi,2026-05-28,S
962,61.255.904/6100-79,Comercial Aurora LTDA,Loja de departamento,Campinas,SP,Higienópolis,2025-05-29,S
963,71012329615120,Perfumaria Rosa dos Ventos LTDA ME,Salão de beleza,Belo Horizonte,MG,Cambuí,2023-03-10,S
964,44.604.227/6346-01,Casa de Fragrâncias Rosa dos Ventos ME,Perfumaria,Manaus,AM,Setor Bueno,2024-03-05,S
965, 43586176822512 ,Comercial Lumiar LTDA,Loja de shopping,Belo Horizonte,MG,Vila Madalena,2022-02-05,S
966,56224197687849,Aroma Prime S/A,Farmácia,Recife,PE,Meireles,2023-01-10,S
967,61.848.974/2235-43,Espaço Beleza Charme LTDA,Loja de departamento,São Paulo,SP,Cambuí,2025-11-04,S
968,49525492064411,Boutique Aromas do Sul S/A,Quiosque,Recife,PE,Batel,2024-02-07,S
969,63.435.948/8218-84,Comercial Dourada LTDA,Loja de departamento,São Paulo,SP,Savassi,2022-04-26,S
970,21254341230160,Perfumaria Vitoria LTDA ME,Loja de departamento,São Paulo,SP,Bela Vista,2022-12-05,S
971,32.031.978/9990-11,Essência Rosa dos Ventos LTDA,Revendedora autônoma,São Paulo,SP,Pituba,2024-09-14,S
972,78601625908419,Espaço Beleza Nobre EIRELI,Quiosque,Goiânia,GO,Savassi,2023-01-27,N
973, 53582107288780 ,Bella Vitória LTDA ME,Perfumaria,Fortaleza,CE,Vila Madalena,2025-12-24,S
974,88.197.223/9964-77,Casa de Fragrâncias Vitória LTDA,Quiosque,São Paulo,SP,Vila Madalena,2023-12-29,S
975,02.480.855/7800-24,Comercial Prime ME,Revendedora autônoma,Rio de Janeiro,RJ,Savassi,2025-01-17,S
976,69.685.746/7067-51,Boutique Nova Era EIRELI,Farmácia,São Paulo,SP,Batel,2022-03-22,S
977,16.426.107/0335-08,Essencia Elegance LTDA,Loja de shopping,São Paulo,SP,Barra,2023-03-23,S
978,84.813.004/1691-05,Farmácia Diva LTDA ME,Salão de beleza,Porto Alegre,RS,Higienópolis,2024-12-13,S
979,46.339.534/8110-50,Loja Íris EIRELI,E-commerce,Manaus,AM,Batel,2024-01-03,S
980,61.573.855/1281-77,Boutique Nova Era EIRELI,Loja de shopping,Goiânia,GO,Pituba,2022-10-28,S
981,54260972360244,Essência Íris LTDA ME,Salão de beleza,Salvador,BA,Jardins,2022-03-25,S
982,10730871564783,Boutique Flor de Liz LTDA ME,Perfumaria,Fortaleza,CE,Barra,21/12/2021,S
983,74.148.572/6029-25,Aroma Sublime LTDA ME,Loja de departamento,Belo Horizonte,MG,Aldeota,2023-03-20,S
984,40766420763271,BELLA AROMAS DO SUL LTDA ME,Revendedora autônoma,Brasília,DF,Batel,2023-07-07,S
985,38.687.906/0488-69,Boutique Dourada LTDA,Salão de beleza,Belo Horizonte,MG,Centro,2025-08-09,S
986,27396159764053,Bella Rosa dos Ventos S/A,Perfumaria,Goiânia,GO,Aldeota,2022-11-13,S
987,54261903842273,Loja Elegance ME,Loja de shopping,Salvador,BA,Boa Viagem,2022-05-31,S
988,27111757691716,Studio Aromas do Sul EIRELI,Loja de shopping,Campinas,SP,Asa Sul,2025-06-29,S
989,98.305.216/9039-22,Studio Aromas do Sul LTDA,Loja de departamento,Recife,PE,Asa Sul,2024-07-03,S
990,47106801770316,Casa de Fragrâncias Aurora LTDA,Perfumaria,Recife,PE,Meireles,2023-08-01,S
991, 72446931729476 ,Espaço Beleza Vitória S/A,Perfumaria,Recife,PE,Pinheiros,2023-04-26,S
992,40259985193932,Drogaria Aromas do Sul LTDA,Quiosque,Salvador,BA,Savassi,29/01/2022,S
993,50.496.026/6765-27,Casa de Fragrâncias Elegance S/A,E-commerce,Curitiba,PR,Ipanema,2023-09-27,N
994,08864067560208,Studio Prime S/A,Farmácia,Manaus,AM,Boa Viagem,2024-08-12,S
995,43904489093225,DROGARIA VITÓRIA EIRELI,Perfumaria,Salvador,BA,Batel,2025-02-25,S
996,55019354503698,Bella Elegance S/A,E-commerce,Campinas,SP,Barra,2021-07-24,S
997,43629620805983,Farmácia Prime S/A,E-commerce,Belo Horizonte,MG,Cambuí,2025-06-03,S
998,59992012376317,Essência Prime LTDA,Salão de beleza,Recife,PE,Pinheiros,2022-02-03,S
999,19375919226713,Bella Diva ME,Revendedora autônoma,Porto Alegre,RS,Asa Sul,2024-02-10,S
1000,86461209617300,Casa de Fragrâncias Charme EIRELI,E-commerce,Belo Horizonte,MG,Boa Viagem,20/06/2021,S
1001,53550514321914,ESPAÇO BELEZA LUMIAR LTDA ME,Perfumaria,Rio de Janeiro,RJ,Aldeota,2023-05-04,S
1002,79.254.221/8834-58,ESSÊNCIA AROMAS DO SUL LTDA ME,Perfumaria,Porto Alegre,RS,Vila Madalena,2024-01-21,S
1003,93.332.998/6515-90,Comercial Dourada LTDA,E-commerce,Recife,PE,Cambuí,2023-09-28,S
1004,88382567262084,Casa de Fragrâncias Encanto ME,Loja de shopping,Salvador,BA,Cambuí,2022-06-10,S
1005,96.282.225/0182-56,LOJA PRIME S/A,E-commerce,Rio de Janeiro,RJ,Asa Sul,2023-09-23,S
1006,01223414992900,Perfumaria Charme LTDA ME,Quiosque,Campinas,SP,Asa Sul,2022-04-30,S
1007,09563217400391,STUDIO VITÓRIA ME,Farmácia,Salvador,BA,Meireles,2024-05-22,S
