oportunidade_id,cliente_id,vendedor_id,origem,data_abertura,etapa,probabilidade_pct,valor_estimado,data_fechamento,ciclo_dias,motivo_perda
643,340,35,WhatsApp,2025-06-11,Prospecção,10,93788.60,,,
644,341,22,Inbound site,2025-07-10,Fechado perdido,0,66074.02,2025-08-01,22,Preço acima do concorrente
645,343,3,Feira de beleza,2024-12-02,Proposta enviada,50,53418.75,,,
646,344,29,Inbound site,2024-12-08,Qualificação,25,75393.03,,,
647,345,2,Reativação,2026-05-30,Qualificação,25,38255.63,,,
648,345,2,Instagram,2026-08-27,Negociação,75,37350.27,,,
649,346,17,Feira de beleza,2026-01-06,Proposta enviada,50,17623.45,,,
650,346,17,Prospecção ativa,2026-05-23,Prospecção,10,88472.83,,,
651,346,17,Instagram,2024-09-06,Qualificação,25,11763.62,,,
652,346,17,Instagram,2025-07-13,Negociação,75,68253.39,,,
653,347,24,Prospecção ativa,2024-11-21,Proposta enviada,50,57491.86,,,
654,347,24,Instagram,2025-07-08,Fechado ganho,100,76151.58,2025-07-24,16,
655,348,3,Prospecção ativa,2025-09-18,Fechado perdido,0,93167.74,2025-11-10,53,Sem contato
656,348,3,Instagram,2025-03-02,Proposta enviada,50,132648.53,,,
657,348,3,Reativação,2025-07-31,Proposta enviada,50,94687.15,,,
658,349,30,Indicação,2025-01-11,Fechado perdido,0,16976.56,2025-03-18,66,Preço acima do concorrente
659,350,31,Instagram,2026-01-30,Negociação,75,151401.35,,,
660,351,18,Indicação,2024-10-10,Fechado ganho,100,92159.66,2024-10-27,17,
661,353,10,Reativação,2025-05-02,Prospecção,10,38154.51,,,
662,353,10,Instagram,2026-07-25,Fechado perdido,0,47889.74,2026-07-29,4,Já compra de outro importador
663,353,10,Prospecção ativa,2026-07-27,Negociação,75,75910.34,,,
664,353,10,Feira de beleza,2025-10-01,Fechado ganho,100,47744.33,2025-12-14,74,
665,354,39,Instagram,2025-11-09,Qualificação,25,39520.88,,,
666,354,16,Inbound site,2024-10-28,Prospecção,10,72134.23,,,
667,354,39,Indicação,2025-11-13,Proposta enviada,50,73094.14,,,
668,354,39,WhatsApp,2025-06-21,Proposta enviada,50,67372.65,,,
669,354,39,Reativação,2025-07-31,Fechado perdido,0,18363.13,2025-10-14,75,Fechou com concorrente
670,354,39,Indicação,2025-10-04,Qualificação,25,92081.35,,,
671,355,19,Prospecção ativa,2025-04-04,Negociação,75,28480.96,,,
672,356,34,Reativação,2025-03-20,Qualificação,25,42836.71,,,
673,357,35,Feira de beleza,2026-03-07,Fechado ganho,100,15429.22,2026-03-27,20,
674,357,35,Feira de beleza,2025-12-21,Fechado perdido,0,59900.06,2026-02-01,42,Mix de fragrâncias não atende
675,358,23,Reativação,2025-10-12,Proposta enviada,50,37196.29,,,
676,358,23,Feira de beleza,2024-09-15,Fechado perdido,0,52882.32,2024-10-25,40,Pediu exclusividade de marca
677,358,23,WhatsApp,2026-01-17,Proposta enviada,50,4100.76,,,
678,358,23,Indicação,2026-04-16,Negociação,75,31552.31,,,
679,359,30,Reativação,2026-04-15,Fechado perdido,0,37121.01,2026-06-09,55,Preço acima do concorrente
680,359,30,Prospecção ativa,2025-11-03,Proposta enviada,50,86352.21,,,
681,360,7,Prospecção ativa,2026-07-07,Qualificação,25,19428.12,,,
682,361,12,Prospecção ativa,2025-11-01,Negociação,75,44538.51,,,
683,361,12,Instagram,2025-11-18,Fechado perdido,0,69470.85,2026-01-01,44,Fechou com concorrente
684,362,28,Reativação,2025-09-10,Fechado ganho,100,37382.57,2025-09-13,3,
685,363,41,WhatsApp,2025-09-17,Negociação,75,131935.90,,,
686,363,41,Feira de beleza,2025-08-09,Proposta enviada,50,25423.17,,,
687,363,41,Indicação,2025-05-01,Prospecção,10,47319.91,,,
688,364,29,Instagram,2025-06-22,Proposta enviada,50,84951.36,,,
689,365,33,Reativação,2026-04-11,Fechado ganho,100,75931.22,2026-04-16,5,
690,366,34,Prospecção ativa,2026-07-09,Negociação,75,47284.05,,,
691,366,34,Indicação,2026-08-04,Negociação,75,14380.82,,,
692,366,34,Feira de beleza,2026-06-16,Fechado perdido,0,42531.61,2026-07-04,18,Mix de fragrâncias não atende
693,366,34,Indicação,2025-01-11,Qualificação,25,84172.06,,,
694,366,34,Inbound site,2025-08-09,Proposta enviada,50,40990.29,,,
695,366,34,Prospecção ativa,2025-05-05,Fechado ganho,100,30273.21,2025-07-13,69,
696,367,17,Prospecção ativa,2025-10-05,Fechado ganho,100,20193.26,2025-10-15,10,
697,368,10,Inbound site,2024-11-20,Qualificação,25,82950.15,,,
698,369,19,Reativação,2025-08-31,Fechado ganho,100,86077.64,2025-11-13,74,
699,369,19,Reativação,2025-05-09,Fechado ganho,100,29907.78,2025-06-03,25,
700,369,19,Prospecção ativa,2025-07-05,Proposta enviada,50,72021.20,,,
701,369,19,Reativação,2025-04-05,Negociação,75,24786.74,,,
702,370,30,WhatsApp,2025-12-29,Fechado perdido,0,42834.78,2026-03-12,73,Preço acima do concorrente
703,370,30,Reativação,2024-12-13,Qualificação,25,32939.39,,,
704,372,28,Indicação,2026-03-14,Proposta enviada,50,86114.34,,,
705,372,28,Indicação,2025-09-11,Prospecção,10,45018.77,,,
706,372,36,Reativação,2025-01-17,Proposta enviada,50,88292.91,,,
707,373,23,Reativação,2025-09-09,Fechado ganho,100,59313.86,2025-10-04,25,
708,374,10,Reativação,2025-04-20,Qualificação,25,57722.51,,,
709,374,10,Indicação,2025-01-19,Fechado ganho,100,24272.19,2025-02-17,29,
710,374,13,Instagram,2026-07-20,Fechado ganho,100,78861.86,2026-08-25,36,
711,374,10,Reativação,2024-10-28,Proposta enviada,50,168314.84,,,
712,375,35,Prospecção ativa,2026-07-09,Negociação,75,59283.49,,,
713,377,23,Instagram,2025-05-13,Prospecção,10,39558.91,,,
714,377,8,Reativação,2026-06-05,Qualificação,25,10627.10,,,
715,378,26,Prospecção ativa,2024-11-02,Fechado ganho,100,20171.20,2024-11-29,27,
716,378,26,Indicação,2026-06-25,Negociação,75,89728.93,,,
717,378,26,Prospecção ativa,2025-04-23,Fechado ganho,100,78693.77,2025-05-05,12,
718,379,5,Prospecção ativa,2026-05-11,Fechado ganho,100,46402.03,2026-07-05,55,
719,379,5,Prospecção ativa,2026-07-28,Negociação,75,64129.60,,,
720,379,5,Inbound site,2026-05-15,Proposta enviada,50,14857.35,,,
721,381,19,Indicação,2025-10-29,Qualificação,25,81508.42,,,
722,382,20,Inbound site,2024-11-26,Qualificação,25,78717.93,,,
723,382,20,Reativação,2025-04-03,Proposta enviada,50,4711.54,,,
724,384,14,Feira de beleza,2025-12-18,Negociação,75,55226.20,,,
725,385,13,Reativação,2025-10-24,Qualificação,25,69660.15,,,
726,385,13,WhatsApp,2025-02-02,Negociação,75,92751.61,,,
727,386,16,WhatsApp,2026-02-09,Negociação,75,57543.93,,,
728,386,23,Reativação,2025-07-14,Proposta enviada,50,14943.63,,,
729,386,23,Reativação,2025-05-12,Fechado perdido,0,87456.17,2025-07-23,72,Sem verba no momento
730,386,23,Prospecção ativa,2025-10-20,Proposta enviada,50,76486.03,,,
731,387,24,Instagram,2025-04-19,Qualificação,25,19522.99,,,
732,388,30,Indicação,2025-11-13,Negociação,75,14984.78,,,
733,390,36,Indicação,2025-03-10,Negociação,75,43532.18,,,
734,391,21,Instagram,2026-01-06,Prospecção,10,26739.67,,,
735,392,30,Indicação,2024-12-05,Fechado perdido,0,39212.53,2024-12-16,11,Prazo de entrega
736,394,37,Instagram,2025-03-29,Prospecção,10,78649.16,,,
737,394,37,Feira de beleza,2026-02-07,Negociação,75,148120.92,,,
738,395,42,Indicação,2025-09-09,Fechado perdido,0,54835.38,2025-10-06,27,Preço acima do concorrente
739,395,42,WhatsApp,2026-05-15,Fechado perdido,0,8939.60,2026-05-26,11,Fechou com concorrente
740,396,33,Instagram,2026-05-29,Prospecção,10,94294.01,,,
741,396,33,Reativação,2025-01-29,Prospecção,10,32152.01,,,
742,396,33,Instagram,2025-06-25,Prospecção,10,75800.93,,,
743,398,7,Feira de beleza,2025-06-18,Fechado perdido,0,7245.02,2025-08-01,44,Sem contato
744,399,31,Indicação,2026-05-02,Fechado ganho,100,72603.57,2026-07-10,69,
745,399,31,Feira de beleza,2026-04-04,Fechado ganho,100,58362.92,2026-04-10,6,
746,400,8,Reativação,2026-02-07,Fechado perdido,0,115242.71,2026-03-18,39,Sem contato
747,400,8,Prospecção ativa,2025-06-25,Fechado ganho,100,155180.22,2025-08-21,57,
748,401,17,Indicação,2024-10-05,Qualificação,25,7558.27,,,
749,401,17,Prospecção ativa,2025-04-01,Fechado ganho,100,59751.28,2025-05-20,49,
750,401,17,Instagram,2025-06-05,Fechado ganho,100,23843.19,2025-06-25,20,
751,401,17,Inbound site,2024-10-23,Prospecção,10,19331.88,,,
752,401,17,Indicação,2025-09-06,Proposta enviada,50,15575.48,,,
753,401,17,Instagram,2025-02-09,Fechado perdido,0,75677.12,2025-04-01,51,Sem verba no momento
754,402,6,Reativação,2025-03-19,Qualificação,25,45831.12,,,
755,402,6,Prospecção ativa,2026-07-13,Proposta enviada,50,74423.40,,,
756,404,8,Prospecção ativa,2025-02-17,Fechado ganho,100,38169.01,2025-04-22,64,
757,404,8,Prospecção ativa,2026-08-13,Negociação,75,15276.20,,,
758,404,8,Indicação,2025-05-27,Fechado ganho,100,70797.19,2025-06-12,16,
759,405,36,Instagram,2026-08-16,Proposta enviada,50,68131.95,,,
760,405,36,WhatsApp,2026-06-25,Negociação,75,56055.11,,,
761,405,36,Feira de beleza,2026-08-13,Negociação,75,19217.46,,,
762,406,33,Feira de beleza,2026-08-21,Qualificação,25,62708.94,,,
763,407,8,Feira de beleza,2026-02-12,Qualificação,25,84575.39,,,
764,407,8,Feira de beleza,2025-03-26,Proposta enviada,50,115686.26,,,
765,407,8,WhatsApp,2026-08-20,Negociação,75,8200.51,,,
766,408,38,Prospecção ativa,2026-08-25,Negociação,75,12620.17,,,
767,408,38,Reativação,2025-01-08,Qualificação,25,44405.13,,,
768,408,38,Inbound site,2026-08-27,Negociação,75,63866.36,,,
769,409,1,Feira de beleza,2026-03-17,Prospecção,10,87266.14,,,
770,409,1,Indicação,2024-11-15,Negociação,75,49825.91,,,
771,410,1,Instagram,2025-08-24,Prospecção,10,22712.86,,,
772,410,1,Prospecção ativa,2025-11-23,Proposta enviada,50,42333.26,,,
773,411,4,Prospecção ativa,2025-05-28,Qualificação,25,17331.54,,,
774,411,4,WhatsApp,2025-01-12,Qualificação,25,94268.92,,,
775,411,38,Prospecção ativa,2025-09-26,Fechado ganho,100,76578.51,2025-10-21,25,
776,411,38,Reativação,2026-01-17,Fechado ganho,100,43868.82,2026-03-16,58,
777,412,39,Instagram,2026-01-24,Qualificação,25,27008.65,,,
778,413,38,Instagram,2025-11-17,Fechado ganho,100,67224.23,2026-01-05,49,
779,413,38,Indicação,2025-07-28,Qualificação,25,57624.58,,,
780,413,38,WhatsApp,2025-08-24,Fechado ganho,100,72360.26,2025-09-17,24,
781,413,38,Feira de beleza,2025-07-17,Proposta enviada,50,54765.20,,,
782,414,37,Prospecção ativa,2026-02-13,Fechado perdido,0,92028.47,2026-04-13,59,Sem contato
783,414,37,Indicação,2026-04-08,Proposta enviada,50,124967.82,,,
784,415,36,Inbound site,2026-04-18,Prospecção,10,103771.54,,,
785,415,36,Feira de beleza,2025-10-22,Proposta enviada,50,73977.57,,,
786,417,14,Prospecção ativa,2024-11-23,Fechado ganho,100,33563.04,2024-12-23,30,
787,419,29,Feira de beleza,2026-06-06,Negociação,75,13737.06,,,
788,419,29,Indicação,2025-11-22,Fechado ganho,100,43678.74,2025-12-11,19,
789,419,29,Instagram,2026-02-06,Proposta enviada,50,27077.51,,,
790,420,5,Instagram,2026-01-18,Fechado ganho,100,75711.21,2026-01-23,5,
791,420,5,Prospecção ativa,2025-12-07,Negociação,75,71455.56,,,
792,420,5,Inbound site,2024-09-03,Fechado ganho,100,94978.35,2024-10-05,32,
793,421,30,Reativação,2026-02-27,Fechado ganho,100,75262.17,2026-05-11,73,
794,421,30,Inbound site,2026-04-25,Fechado perdido,0,60646.19,2026-05-23,28,Sem verba no momento
795,421,30,Prospecção ativa,2025-12-07,Proposta enviada,50,33743.49,,,
796,422,4,Prospecção ativa,2025-07-22,Prospecção,10,52357.81,,,
797,422,4,WhatsApp,2025-11-16,Fechado perdido,0,70375.69,2025-12-20,34,Sem contato
798,423,24,Instagram,2024-12-26,Fechado perdido,0,72191.08,2025-01-13,18,Prazo de entrega
799,423,24,Indicação,2025-06-07,Prospecção,10,75020.26,,,
800,423,24,Indicação,2026-06-05,Prospecção,10,128003.74,,,
801,423,24,Instagram,2024-12-12,Fechado ganho,100,119624.49,2024-12-19,7,
802,423,24,Inbound site,2025-12-26,Qualificação,25,51536.50,,,
803,423,24,Instagram,2025-07-09,Fechado ganho,100,75776.75,2025-07-24,15,
804,424,41,Reativação,2025-06-01,Prospecção,10,8943.51,,,
805,425,11,Reativação,2026-07-07,Negociação,75,77572.92,,,
806,425,11,WhatsApp,2025-10-17,Fechado ganho,100,79757.19,2025-11-15,29,
807,425,11,Indicação,2026-07-12,Prospecção,10,58338.70,,,
808,425,11,Inbound site,2025-05-28,Negociação,75,70270.73,,,
809,425,11,Instagram,2025-04-26,Proposta enviada,50,4532.63,,,
810,425,11,Feira de beleza,2026-08-04,Negociação,75,41495.85,,,
811,426,11,Indicação,2025-05-18,Negociação,75,31253.26,,,
812,426,11,WhatsApp,2026-08-02,Prospecção,10,57662.89,,,
813,427,26,Prospecção ativa,2025-12-09,Qualificação,25,76823.20,,,
814,427,26,Inbound site,2025-11-18,Fechado perdido,0,9208.44,2025-11-21,3,Já compra de outro importador
815,428,38,Prospecção ativa,2025-12-03,Negociação,75,65574.84,,,
816,428,38,Instagram,2026-05-28,Negociação,75,92938.34,,,
817,431,10,Feira de beleza,2025-07-25,Negociação,75,13140.90,,,
818,431,10,Prospecção ativa,2025-12-13,Fechado perdido,0,84981.82,2025-12-30,17,Sem contato
819,431,10,Indicação,2024-12-17,Fechado perdido,0,13213.97,2025-01-11,25,Sem verba no momento
820,432,32,Prospecção ativa,2025-05-15,Negociação,75,7949.51,,,
821,432,32,Prospecção ativa,2024-09-25,Proposta enviada,50,8172.45,,,
822,432,32,Indicação,2024-09-19,Prospecção,10,33603.98,,,
823,432,32,Reativação,2025-08-25,Prospecção,10,87347.39,,,
824,433,33,Inbound site,2026-04-10,Qualificação,25,63412.73,,,
825,434,20,Instagram,2026-06-25,Prospecção,10,86917.83,,,
826,434,20,Indicação,2026-06-24,Fechado perdido,0,92555.03,2026-08-30,67,Sem contato
827,436,33,Feira de beleza,2025-02-27,Qualificação,25,21102.00,,,
828,436,16,WhatsApp,2025-06-28,Fechado perdido,0,78077.92,2025-08-13,46,Pediu exclusividade de marca
829,436,33,Instagram,2025-05-11,Fechado perdido,0,2917.50,2025-06-07,27,Mix de fragrâncias não atende
830,436,16,Indicação,2025-09-15,Negociação,75,39494.14,,,
831,436,16,WhatsApp,2026-06-29,Fechado ganho,100,25568.96,2026-07-04,5,
832,436,16,Instagram,2026-06-20,Proposta enviada,50,15524.59,,,
833,437,5,Inbound site,2026-07-11,Fechado ganho,100,95320.28,2026-08-13,33,
834,437,5,Prospecção ativa,2026-02-03,Fechado ganho,100,63509.26,2026-03-09,34,
835,437,5,Inbound site,2025-05-16,Negociação,75,44846.42,,,
836,437,5,Instagram,2025-07-04,Proposta enviada,50,80113.43,,,
837,440,9,Prospecção ativa,2024-09-05,Prospecção,10,70306.22,,,
838,441,12,Instagram,2025-04-01,Negociação,75,33122.89,,,
839,442,27,Feira de beleza,2024-09-18,Negociação,75,84535.92,,,
840,442,27,Inbound site,2025-01-06,Negociação,75,31951.65,,,
841,442,27,WhatsApp,2025-02-23,Proposta enviada,50,79639.90,,,
842,443,13,Feira de beleza,2025-08-27,Qualificação,25,73525.81,,,
843,443,13,Feira de beleza,2024-09-09,Fechado ganho,100,4436.51,2024-10-08,29,
844,444,19,Prospecção ativa,2026-02-14,Prospecção,10,27243.27,,,
845,449,35,Prospecção ativa,2025-02-03,Fechado perdido,0,28880.72,2025-03-18,43,Prazo de entrega
846,449,35,WhatsApp,2024-12-11,Fechado ganho,100,82193.14,2024-12-30,19,
847,449,35,Indicação,2025-11-11,Fechado ganho,100,61143.39,2025-12-10,29,
848,450,42,Reativação,2025-02-17,Prospecção,10,139292.68,,,
849,451,17,Feira de beleza,2024-12-24,Fechado ganho,100,39155.11,2025-02-26,64,
850,451,17,Inbound site,2025-05-14,Fechado perdido,0,35187.93,2025-07-12,59,Preço acima do concorrente
851,452,20,Instagram,2026-01-03,Qualificação,25,86550.24,,,
852,452,20,Instagram,2025-05-29,Qualificação,25,72149.46,,,
853,452,20,Inbound site,2025-10-15,Fechado perdido,0,23128.20,2025-12-23,69,Preço acima do concorrente
854,452,20,Instagram,2025-07-31,Prospecção,10,3019.96,,,
855,453,25,WhatsApp,2025-12-11,Fechado ganho,100,81381.46,2026-02-18,69,
856,454,20,Feira de beleza,2025-04-01,Proposta enviada,50,78505.45,,,
857,456,13,Inbound site,2024-09-09,Negociação,75,88297.77,,,
858,456,13,Reativação,2025-08-31,Fechado ganho,100,38661.12,2025-09-22,22,
859,456,13,Instagram,2025-08-16,Fechado ganho,100,90278.18,2025-09-11,26,
860,456,13,Inbound site,2026-07-04,Fechado ganho,100,18799.82,2026-07-17,13,
861,457,36,Instagram,2026-08-31,Prospecção,10,13582.85,,,
862,457,32,WhatsApp,2025-10-23,Negociação,75,44578.66,,,
863,457,32,Inbound site,2026-01-09,Proposta enviada,50,6692.93,,,
864,458,42,Instagram,2026-01-20,Prospecção,10,93349.79,,,
865,458,42,WhatsApp,2025-12-27,Fechado ganho,100,34912.57,2026-01-06,10,
866,458,42,Inbound site,2025-12-31,Fechado perdido,0,81190.33,2026-01-28,28,Já compra de outro importador
867,458,42,WhatsApp,2026-05-25,Prospecção,10,55643.86,,,
868,461,4,Prospecção ativa,2025-10-09,Proposta enviada,50,13945.54,,,
869,462,28,Instagram,2025-03-29,Qualificação,25,29621.70,,,
870,462,28,Prospecção ativa,2026-01-12,Proposta enviada,50,26623.71,,,
871,462,28,Reativação,2026-04-19,Prospecção,10,24517.74,,,
872,463,26,Prospecção ativa,2026-03-22,Fechado perdido,0,89127.09,2026-04-24,33,Mix de fragrâncias não atende
873,463,26,Reativação,2024-09-06,Negociação,75,20061.56,,,
874,463,26,Prospecção ativa,2026-01-25,Fechado ganho,100,62975.88,2026-03-29,63,
875,464,3,Prospecção ativa,2026-02-20,Fechado perdido,0,34311.16,2026-03-02,10,Pediu exclusividade de marca
876,465,2,Inbound site,2025-03-07,Negociação,75,87444.31,,,
877,466,26,Reativação,2025-02-26,Fechado ganho,100,42468.19,2025-04-10,43,
878,467,6,Indicação,2025-10-06,Fechado ganho,100,65976.54,2025-10-26,20,
879,467,6,WhatsApp,2024-10-21,Qualificação,25,41672.81,,,
880,468,3,Instagram,2026-07-05,Fechado ganho,100,72133.61,2026-08-27,53,
881,468,3,Reativação,2026-07-02,Fechado ganho,100,82507.19,2026-07-20,18,
882,470,21,Prospecção ativa,2024-11-28,Fechado ganho,100,67064.28,2024-12-01,3,
883,470,21,Indicação,2025-12-12,Fechado perdido,0,67681.24,2025-12-26,14,Pediu exclusividade de marca
884,470,21,Inbound site,2025-12-31,Proposta enviada,50,19373.05,,,
885,471,20,Feira de beleza,2024-12-22,Qualificação,25,88291.86,,,
886,471,20,Prospecção ativa,2025-11-01,Proposta enviada,50,78014.84,,,
887,471,20,Feira de beleza,2025-12-21,Prospecção,10,73243.39,,,
888,471,20,Feira de beleza,2025-06-25,Fechado perdido,0,46349.51,2025-08-12,48,Sem verba no momento
889,471,20,Reativação,2026-02-23,Fechado ganho,100,13253.32,2026-04-26,62,
890,471,20,WhatsApp,2026-01-31,Fechado perdido,0,45233.69,2026-03-15,43,Preço acima do concorrente
891,472,6,Prospecção ativa,2024-10-07,Prospecção,10,36680.51,,,
892,472,33,Instagram,2025-02-26,Negociação,75,75235.34,,,
893,473,15,Feira de beleza,2024-10-25,Prospecção,10,31075.10,,,
894,473,15,WhatsApp,2025-04-23,Fechado ganho,100,67446.65,2025-05-01,8,
895,474,38,Prospecção ativa,2025-12-15,Negociação,75,64546.52,,,
896,475,38,Prospecção ativa,2026-02-19,Proposta enviada,50,69894.75,,,
897,475,38,Indicação,2026-06-07,Qualificação,25,41983.24,,,
898,475,38,Reativação,2025-04-07,Qualificação,25,23272.53,,,
899,477,4,WhatsApp,2025-02-01,Qualificação,25,28672.79,,,
900,477,4,Instagram,2025-03-30,Fechado ganho,100,58853.97,2025-04-25,26,
901,477,4,Feira de beleza,2025-01-21,Fechado ganho,100,167217.76,2025-03-24,62,
902,478,35,Indicação,2026-05-29,Negociação,75,51583.65,,,
903,479,29,WhatsApp,2025-07-21,Fechado ganho,100,34347.22,2025-08-01,11,
904,479,29,Reativação,2025-04-03,Proposta enviada,50,51407.09,,,
905,479,29,Instagram,2025-02-19,Qualificação,25,67704.92,,,
906,479,29,Feira de beleza,2025-12-02,Negociação,75,68531.46,,,
907,480,24,Prospecção ativa,2026-06-25,Qualificação,25,89804.74,,,
908,480,24,Inbound site,2025-09-24,Fechado perdido,0,80089.66,2025-11-19,56,Pediu exclusividade de marca
909,480,24,Feira de beleza,2025-10-17,Fechado ganho,100,18358.71,2025-11-13,27,
910,480,24,Reativação,2026-06-04,Qualificação,25,81501.15,,,
911,480,24,Prospecção ativa,2026-01-26,Fechado perdido,0,60260.62,2026-03-13,46,Preço acima do concorrente
912,480,24,Indicação,2026-03-25,Qualificação,25,50586.37,,,
913,481,33,WhatsApp,2024-09-21,Fechado perdido,0,15037.85,2024-12-01,71,Preço acima do concorrente
914,481,33,Reativação,2025-01-27,Fechado perdido,0,56830.34,2025-02-08,12,Sem contato
915,481,33,Instagram,2025-10-27,Negociação,75,16254.88,,,
916,482,21,Instagram,2026-07-30,Prospecção,10,62583.84,,,
917,483,41,Instagram,2025-05-17,Qualificação,25,74272.21,,,
918,483,41,Inbound site,2024-10-05,Qualificação,25,37555.77,,,
919,483,41,Reativação,2025-07-09,Fechado ganho,100,75905.09,2025-07-14,5,
920,485,30,Prospecção ativa,2025-01-07,Prospecção,10,22158.85,,,
921,485,30,Feira de beleza,2025-04-27,Qualificação,25,57014.10,,,
922,485,30,Reativação,2025-09-09,Qualificação,25,16017.29,,,
923,485,30,Inbound site,2025-06-07,Fechado ganho,100,88322.19,2025-08-02,56,
924,486,38,Inbound site,2026-02-16,Proposta enviada,50,85294.92,,,
925,486,38,Feira de beleza,2024-10-23,Fechado ganho,100,33707.09,2024-12-29,67,
926,487,4,Reativação,2025-01-24,Negociação,75,73901.17,,,
927,487,4,Prospecção ativa,2025-09-24,Proposta enviada,50,54246.85,,,
928,487,4,Prospecção ativa,2025-07-24,Fechado ganho,100,6373.19,2025-09-23,61,
929,488,15,Instagram,2024-12-05,Negociação,75,28900.97,,,
930,489,16,WhatsApp,2026-04-12,Fechado ganho,100,87091.44,2026-05-22,40,
931,489,16,Feira de beleza,2026-06-30,Qualificação,25,55956.02,,,
932,491,27,Reativação,2025-07-27,Fechado perdido,0,61701.80,2025-08-08,12,Sem contato
933,491,27,Inbound site,2025-11-07,Prospecção,10,28158.63,,,
934,492,6,Prospecção ativa,2025-04-13,Qualificação,25,123491.72,,,
935,496,16,Inbound site,2025-04-10,Fechado ganho,100,46477.98,2025-06-14,65,
936,497,3,Indicação,2026-07-08,Fechado perdido,0,33687.16,2026-08-28,51,Prazo de entrega
937,499,17,Feira de beleza,2025-09-02,Negociação,75,89550.65,,,
938,499,17,Feira de beleza,2025-12-21,Proposta enviada,50,6114.54,,,
939,499,26,Reativação,2024-12-26,Negociação,75,93086.95,,,
940,499,17,Prospecção ativa,2025-12-07,Proposta enviada,50,9218.40,,,
941,500,2,Inbound site,2025-04-05,Fechado perdido,0,72360.83,2025-05-30,55,Mix de fragrâncias não atende
942,500,2,Inbound site,2025-07-25,Prospecção,10,80073.10,,,
943,501,28,Prospecção ativa,2026-06-09,Fechado ganho,100,14796.84,2026-06-23,14,
944,501,28,WhatsApp,2026-02-26,Qualificação,25,39228.07,,,
945,502,15,Instagram,2026-01-15,Fechado ganho,100,22468.66,2026-02-25,41,
946,502,15,Inbound site,2025-02-23,Fechado perdido,0,32834.79,2025-04-28,64,Sem contato
947,503,30,Indicação,2025-03-12,Prospecção,10,9101.46,,,
948,503,30,WhatsApp,2024-12-14,Qualificação,25,23582.96,,,
949,503,30,Reativação,2025-10-03,Fechado ganho,100,30402.03,2025-11-10,38,
950,504,26,WhatsApp,2025-11-10,Prospecção,10,80235.73,,,
951,504,26,Prospecção ativa,2025-03-01,Fechado ganho,100,58613.12,2025-03-09,8,
952,504,26,Indicação,2025-08-03,Qualificação,25,67313.85,,,
953,505,31,Prospecção ativa,2024-11-27,Prospecção,10,67760.20,,,
954,505,31,Inbound site,2025-03-20,Proposta enviada,50,46531.12,,,
955,506,27,Indicação,2025-06-22,Negociação,75,25735.80,,,
956,506,27,Inbound site,2026-06-07,Fechado ganho,100,89613.26,2026-07-15,38,
957,507,3,WhatsApp,2026-04-25,Fechado ganho,100,9908.65,2026-05-30,35,
958,507,25,Indicação,2025-04-11,Qualificação,25,16809.55,,,
959,507,3,Feira de beleza,2026-08-13,Qualificação,25,67832.40,,,
960,509,30,Inbound site,2025-03-04,Prospecção,10,35382.07,,,
961,511,37,Inbound site,2025-07-10,Fechado perdido,0,75756.27,2025-07-25,15,Sem contato
962,511,37,Indicação,2025-10-01,Negociação,75,54728.89,,,
963,511,37,Reativação,2025-03-24,Negociação,75,29410.03,,,
964,512,35,Inbound site,2024-10-17,Prospecção,10,66444.47,,,
965,512,35,Reativação,2025-07-28,Fechado ganho,100,67811.23,2025-09-05,39,
966,512,35,Inbound site,2025-07-15,Qualificação,25,116118.98,,,
967,512,35,Inbound site,2024-11-25,Negociação,75,162400.47,,,
968,513,21,Feira de beleza,2026-04-23,Negociação,75,59036.80,,,
969,513,21,WhatsApp,2025-11-09,Negociação,75,65582.03,,,
970,513,21,Indicação,2026-06-24,Proposta enviada,50,90169.60,,,
971,514,1,Prospecção ativa,2026-04-22,Fechado ganho,100,33391.77,2026-06-21,60,
972,514,1,Reativação,2026-05-28,Negociação,75,53611.21,,,
973,514,17,Prospecção ativa,2026-08-28,Negociação,75,3053.18,,,
974,514,1,Prospecção ativa,2026-04-14,Fechado ganho,100,25258.76,2026-06-05,52,
975,515,37,Prospecção ativa,2025-07-02,Negociação,75,21061.82,,,
976,515,37,Indicação,2025-04-15,Fechado ganho,100,84295.72,2025-05-05,20,
977,515,37,Indicação,2024-09-02,Qualificação,25,52672.19,,,
978,516,29,Instagram,2025-04-04,Qualificação,25,30818.04,,,
979,516,29,Indicação,2025-07-19,Fechado ganho,100,76892.75,2025-08-06,18,
980,516,29,Prospecção ativa,2024-10-08,Negociação,75,75137.16,,,
981,516,29,Prospecção ativa,2025-12-28,Negociação,75,50533.49,,,
982,516,29,WhatsApp,2025-07-29,Prospecção,10,55029.93,,,
983,516,29,Feira de beleza,2026-04-14,Qualificação,25,74001.03,,,
984,517,24,Instagram,2024-12-23,Fechado ganho,100,61292.88,2025-01-09,17,
985,517,24,Reativação,2026-06-01,Fechado perdido,0,73605.20,2026-06-19,18,Mix de fragrâncias não atende
986,518,17,Instagram,2026-07-21,Negociação,75,56856.43,,,
987,518,8,Instagram,2024-12-28,Prospecção,10,44012.88,,,
988,519,19,WhatsApp,2026-02-02,Fechado ganho,100,5905.36,2026-04-03,60,
989,519,19,Prospecção ativa,2025-01-02,Negociação,75,25567.14,,,
990,520,2,Inbound site,2026-07-12,Negociação,75,8767.06,,,
