visita_id,cliente_id,vendedor_id,data_visita,resultado,duracao_min
6564,527,12,2025-11-25,Pedido realizado,48
6565,527,12,2025-12-12,Sem pedido,39
6566,527,12,2025-12-29,Pedido realizado,67
6567,527,12,2026-01-19,Sem pedido,68
6568,527,12,2026-03-09,Pedido realizado,13
6569,527,12,2026-06-26,Pedido realizado,80
6570,528,6,2024-10-03,Sem pedido,40
6571,528,6,2025-01-17,Reagendada,40
6572,528,6,2025-04-09,Pedido realizado,85
6573,528,6,2025-06-10,Cliente ausente,35
6574,528,6,2025-07-31,Pedido realizado,87
6575,528,6,2025-09-24,Sem pedido,60
6576,528,6,2025-10-31,Reagendada,36
6577,528,6,2025-11-17,Apenas relacionamento,88
6578,528,6,2026-01-02,Pedido realizado,55
6579,528,6,2026-01-19,Pedido realizado,37
6580,528,6,2026-02-11,Pedido realizado,23
6581,528,6,2026-04-29,Pedido realizado,38
6582,528,6,2026-05-21,Sem pedido,83
6583,528,6,2026-07-06,Pedido realizado,81
6584,528,6,2026-08-04,Sem pedido,15
6585,528,6,2026-08-28,Sem pedido,57
6586,529,27,2024-11-08,Reagendada,47
6587,529,27,2024-12-11,Pedido realizado,28
6588,529,27,2025-01-09,Pedido realizado,68
6589,529,27,2025-05-20,Reagendada,83
6590,529,27,2025-06-20,Cliente ausente,23
6591,529,27,2025-07-22,Pedido realizado,55
6592,529,3,2025-08-27,Pedido realizado,79
6593,529,3,2025-10-06,Pedido realizado,27
6594,529,3,2025-11-18,Cliente ausente,22
6595,529,3,2025-12-15,Pedido realizado,30
6596,529,3,2026-02-04,Pedido realizado,70
6597,529,3,2026-03-18,Pedido realizado,51
6598,529,3,2026-05-04,Cliente ausente,32
6599,529,3,2026-06-29,Pedido realizado,59
6600,530,40,2025-03-14,Sem pedido,38
6601,530,40,2025-04-25,Sem pedido,61
6602,530,40,2025-06-10,Sem pedido,11
6603,530,40,2025-08-04,Pedido realizado,21
6604,530,40,2025-09-10,Apenas relacionamento,85
6605,530,40,2025-10-07,Reagendada,63
6606,530,40,2025-11-18,Reagendada,54
6607,530,40,2025-12-22,Pedido realizado,70
6608,530,40,2026-03-06,Pedido realizado,65
6609,530,40,2026-04-13,Pedido realizado,59
6610,530,40,2026-05-05,Pedido realizado,33
6611,530,40,2026-06-25,Pedido realizado,66
6612,530,40,2026-07-17,Pedido realizado,66
6613,530,40,2026-08-05,Pedido realizado,32
6614,531,24,2024-10-07,Sem pedido,52
6615,531,24,2024-11-01,Pedido realizado,85
6616,531,24,2024-12-18,Cliente ausente,20
6617,531,24,2025-02-06,Pedido realizado,67
6618,531,24,2025-03-27,Cliente ausente,47
6619,531,24,2025-04-23,Pedido realizado,65
6620,531,24,2025-05-19,Pedido realizado,32
6621,531,24,2025-07-30,Pedido realizado,28
6622,531,24,2026-01-02,Pedido realizado,71
6623,531,24,2026-01-23,Sem pedido,12
6624,531,24,2026-02-17,Sem pedido,47
6625,531,24,2026-04-09,Sem pedido,29
6626,531,24,2026-07-02,Pedido realizado,88
6627,531,24,2026-08-14,Cliente ausente,53
6628,532,6,2024-10-18,Pedido realizado,54
6629,532,6,2024-11-13,Cliente ausente,48
6630,532,6,2024-12-16,Pedido realizado,85
6631,532,6,2025-04-04,Sem pedido,86
6632,532,6,2025-05-28,Sem pedido,19
6633,532,6,2025-07-07,Sem pedido,53
6634,532,6,2025-08-19,Sem pedido,50
6635,532,6,2025-09-29,Pedido realizado,18
6636,532,6,2025-12-25,Cliente ausente,57
6637,532,6,2026-02-12,Pedido realizado,63
6638,532,6,2026-03-24,Cliente ausente,40
6639,532,6,2026-05-14,Sem pedido,54
6640,532,13,2026-08-12,Cliente ausente,43
6641,533,20,2024-10-24,Sem pedido,28
6642,533,20,2024-12-18,Apenas relacionamento,17
6643,533,20,2025-02-04,Pedido realizado,59
6644,533,20,2025-03-04,Sem pedido,64
6645,533,20,2025-04-25,Pedido realizado,38
6646,533,20,2025-05-14,Cliente ausente,47
6647,533,20,2025-07-03,Pedido realizado,31
6648,533,20,2025-07-25,Reagendada,15
6649,533,20,2025-08-15,Pedido realizado,54
6650,533,20,2025-10-31,Reagendada,77
6651,533,20,2025-12-18,Pedido realizado,87
6652,533,20,2026-01-26,Pedido realizado,64
6653,533,20,2026-04-29,Pedido realizado,28
6654,533,20,2026-07-03,Pedido realizado,15
6655,533,20,2026-07-29,Pedido realizado,14
6656,534,4,2024-09-27,Sem pedido,56
6657,534,4,2024-12-17,Sem pedido,49
6658,534,4,2025-02-24,Sem pedido,78
6659,534,4,2025-03-14,Reagendada,44
6660,534,4,2025-04-09,Sem pedido,58
6661,534,20,2025-06-24,Sem pedido,21
6662,534,20,2025-07-25,Cliente ausente,27
6663,534,20,2025-09-23,Pedido realizado,67
6664,534,20,2025-11-12,Pedido realizado,88
6665,534,20,2025-12-17,Pedido realizado,48
6666,534,20,2026-02-03,Pedido realizado,29
6667,534,20,2026-02-26,Reagendada,73
6668,534,20,2026-03-25,Pedido realizado,43
6669,534,20,2026-06-18,Sem pedido,86
6670,534,20,2026-07-08,Reagendada,35
6671,534,20,2026-08-26,Pedido realizado,82
6672,535,41,2024-10-24,Pedido realizado,88
6673,535,41,2024-12-10,Pedido realizado,47
6674,535,41,2025-01-08,Sem pedido,37
6675,535,41,2025-02-04,Cliente ausente,58
6676,535,41,2025-03-12,Sem pedido,40
6677,535,41,2025-04-18,Pedido realizado,62
6678,535,41,2025-06-06,Sem pedido,44
6679,535,41,2025-07-07,Pedido realizado,80
6680,535,41,2025-08-27,Pedido realizado,14
6681,535,41,2025-11-04,Reagendada,76
6682,535,41,2025-12-11,Sem pedido,56
6683,535,41,2026-01-28,Cliente ausente,50
6684,535,41,2026-03-12,Reagendada,80
6685,535,41,2026-04-01,Apenas relacionamento,38
6686,535,41,2026-05-19,Pedido realizado,34
6687,535,41,2026-06-25,Sem pedido,84
6688,536,37,2024-10-25,Reagendada,26
6689,536,37,2025-02-27,Pedido realizado,84
6690,536,37,2025-04-21,Pedido realizado,66
6691,536,37,2025-05-09,Pedido realizado,17
6692,536,37,2025-08-08,Reagendada,25
6693,536,37,2025-09-26,Apenas relacionamento,51
6694,536,37,2025-12-18,Sem pedido,42
6695,536,37,2026-02-06,Apenas relacionamento,44
6696,536,20,2026-03-02,Sem pedido,78
6697,536,20,2026-04-23,Sem pedido,30
6698,536,20,2026-06-08,Pedido realizado,76
6699,536,20,2026-08-07,Apenas relacionamento,63
6700,537,9,2024-09-17,Reagendada,49
6701,537,9,2024-10-21,Sem pedido,49
6702,537,9,2024-11-19,Reagendada,89
6703,537,9,2024-12-13,Reagendada,49
6704,537,9,2025-01-30,Sem pedido,33
6705,537,9,2025-04-08,Pedido realizado,83
6706,537,9,2025-05-16,Sem pedido,37
6707,537,9,2025-06-04,Cliente ausente,69
6708,537,9,2025-08-20,Cliente ausente,86
6709,537,9,2025-09-11,Sem pedido,66
6710,537,9,2025-10-22,Sem pedido,23
6711,537,9,2025-11-13,Pedido realizado,46
6712,537,9,2025-12-02,Sem pedido,30
6713,537,9,2025-12-24,Pedido realizado,87
6714,537,9,2026-01-16,Pedido realizado,31
6715,537,24,2026-03-10,Pedido realizado,19
6716,537,24,2026-04-29,Sem pedido,77
6717,537,24,2026-05-19,Sem pedido,74
6718,537,24,2026-07-06,Pedido realizado,45
6719,537,24,2026-08-17,Sem pedido,42
6720,538,38,2024-10-01,Cliente ausente,79
6721,538,38,2024-12-12,Apenas relacionamento,32
6722,538,38,2025-01-24,Pedido realizado,60
6723,538,38,2025-03-06,Reagendada,16
6724,538,38,2025-04-29,Pedido realizado,65
6725,538,38,2025-06-03,Reagendada,33
6726,538,38,2025-07-10,Sem pedido,44
6727,538,38,2025-07-30,Sem pedido,83
6728,538,38,2025-09-08,Reagendada,52
6729,538,38,2025-10-27,Sem pedido,73
6730,538,38,2025-11-14,Pedido realizado,65
6731,538,38,2025-12-09,Pedido realizado,16
6732,538,38,2026-01-14,Sem pedido,73
6733,538,38,2026-03-03,Cliente ausente,28
6734,538,38,2026-05-12,Sem pedido,38
6735,538,38,2026-05-28,Cliente ausente,88
6736,538,38,2026-07-09,Pedido realizado,61
6737,538,38,2026-08-04,Sem pedido,10
6738,539,6,2024-12-16,Sem pedido,10
6739,539,6,2025-02-24,Pedido realizado,35
6740,539,6,2025-03-24,Reagendada,10
6741,539,6,2025-05-05,Reagendada,86
6742,539,6,2025-09-05,Sem pedido,49
6743,539,6,2025-10-29,Cliente ausente,75
6744,539,6,2025-12-23,Sem pedido,37
6745,539,6,2026-01-09,Cliente ausente,20
6746,539,6,2026-02-02,Pedido realizado,29
6747,539,6,2026-03-20,Pedido realizado,41
6748,539,6,2026-04-07,Apenas relacionamento,36
6749,539,6,2026-05-28,Reagendada,48
6750,539,6,2026-06-25,Pedido realizado,10
6751,539,6,2026-07-17,Pedido realizado,42
6752,540,31,2024-12-05,Reagendada,68
6753,540,31,2025-01-22,Cliente ausente,45
6754,540,31,2025-02-21,Cliente ausente,14
6755,540,31,2025-03-26,Pedido realizado,63
6756,540,31,2025-05-08,Cliente ausente,55
6757,540,31,2025-06-10,Pedido realizado,65
6758,540,31,2025-08-28,Pedido realizado,34
6759,540,31,2025-12-31,Reagendada,81
6760,540,31,2026-05-27,Reagendada,57
6761,540,31,2026-07-08,Pedido realizado,52
6762,540,31,2026-07-31,Sem pedido,64
6763,541,37,2025-01-14,Sem pedido,44
6764,541,37,2025-02-25,Pedido realizado,88
6765,541,37,2025-04-15,Sem pedido,20
6766,541,37,2025-05-02,Pedido realizado,51
6767,541,37,2025-06-04,Pedido realizado,25
6768,541,37,2025-06-24,Cliente ausente,36
6769,541,37,2025-08-01,Cliente ausente,33
6770,541,37,2025-12-23,Apenas relacionamento,15
6771,541,37,2026-01-09,Sem pedido,19
6772,541,37,2026-03-17,Pedido realizado,56
6773,541,37,2026-04-23,Pedido realizado,87
6774,541,37,2026-06-22,Pedido realizado,70
6775,541,37,2026-07-22,Cliente ausente,78
6776,542,13,2024-09-25,Pedido realizado,83
6777,542,13,2025-02-06,Pedido realizado,44
6778,542,13,2025-03-17,Pedido realizado,90
6779,542,13,2025-04-23,Sem pedido,81
6780,542,13,2025-05-26,Pedido realizado,32
6781,542,13,2025-06-25,Apenas relacionamento,84
6782,542,13,2025-08-21,Reagendada,31
6783,542,13,2025-09-18,Pedido realizado,83
6784,542,13,2026-02-02,Pedido realizado,11
6785,542,13,2026-03-04,Pedido realizado,88
6786,542,13,2026-04-17,Cliente ausente,66
6787,542,13,2026-06-08,Reagendada,22
6788,543,29,2024-09-18,Pedido realizado,47
6789,543,29,2024-10-07,Sem pedido,61
6790,543,29,2024-11-25,Pedido realizado,48
6791,543,29,2025-04-23,Cliente ausente,74
6792,543,29,2025-08-07,Cliente ausente,19
6793,543,29,2025-09-08,Cliente ausente,87
6794,543,29,2025-11-13,Pedido realizado,40
6795,543,29,2026-02-05,Pedido realizado,85
6796,543,29,2026-03-03,Apenas relacionamento,68
6797,543,29,2026-03-19,Sem pedido,17
6798,543,29,2026-04-21,Pedido realizado,12
6799,543,29,2026-06-15,Apenas relacionamento,58
6800,544,34,2026-07-28,Pedido realizado,45
6801,545,22,2025-03-19,Sem pedido,59
6802,545,22,2025-04-18,Pedido realizado,14
6803,545,22,2025-05-26,Pedido realizado,68
6804,545,22,2025-07-15,Pedido realizado,68
6805,545,22,2025-08-13,Reagendada,45
6806,545,22,2025-09-03,Pedido realizado,37
6807,545,22,2025-10-06,Sem pedido,43
6808,545,22,2025-11-03,Pedido realizado,80
6809,545,22,2025-11-20,Sem pedido,90
6810,545,22,2025-12-26,Reagendada,14
6811,545,22,2026-04-09,Sem pedido,88
6812,545,22,2026-05-18,Pedido realizado,85
6813,545,22,2026-07-01,Apenas relacionamento,21
6814,545,22,2026-08-21,Sem pedido,86
6815,546,29,2025-08-27,Pedido realizado,72
6816,546,29,2025-09-26,Sem pedido,16
6817,546,29,2025-10-23,Pedido realizado,22
6818,546,29,2025-12-15,Apenas relacionamento,28
6819,546,29,2026-01-29,Pedido realizado,46
6820,546,29,2026-03-11,Sem pedido,70
6821,546,29,2026-04-06,Pedido realizado,50
6822,546,29,2026-04-28,Pedido realizado,17
6823,546,29,2026-05-26,Pedido realizado,49
6824,546,29,2026-07-01,Sem pedido,55
6825,546,29,2026-08-20,Pedido realizado,81
6826,547,35,2025-04-15,Pedido realizado,72
6827,547,35,2025-06-02,Reagendada,69
6828,547,35,2025-07-02,Sem pedido,68
6829,547,35,2025-08-18,Pedido realizado,34
6830,547,35,2025-10-02,Reagendada,11
6831,547,35,2025-11-26,Sem pedido,20
6832,547,35,2025-12-17,Cliente ausente,51
6833,547,35,2026-01-07,Pedido realizado,62
6834,547,35,2026-02-06,Pedido realizado,25
6835,547,35,2026-03-17,Pedido realizado,69
6836,547,35,2026-05-04,Pedido realizado,22
6837,547,35,2026-06-02,Pedido realizado,24
6838,547,35,2026-07-15,Reagendada,41
6839,547,16,2026-08-31,Pedido realizado,29
6840,548,40,2024-10-03,Pedido realizado,73
6841,548,40,2024-11-11,Sem pedido,46
6842,548,40,2024-12-09,Cliente ausente,47
6843,548,40,2024-12-25,Pedido realizado,11
6844,548,40,2025-02-10,Cliente ausente,10
6845,548,40,2025-04-04,Reagendada,44
6846,548,40,2025-05-12,Pedido realizado,59
6847,548,40,2025-08-05,Pedido realizado,68
6848,548,40,2025-08-25,Sem pedido,34
6849,548,40,2026-01-19,Sem pedido,46
6850,548,40,2026-02-18,Pedido realizado,24
6851,548,40,2026-04-15,Pedido realizado,68
6852,548,40,2026-05-12,Pedido realizado,85
6853,548,40,2026-06-29,Reagendada,13
6854,548,40,2026-07-16,Pedido realizado,54
6855,549,35,2024-10-22,Sem pedido,20
6856,549,35,2024-12-16,Apenas relacionamento,68
6857,549,35,2025-01-01,Sem pedido,88
6858,549,35,2025-01-22,Pedido realizado,45
6859,549,35,2025-02-17,Apenas relacionamento,79
6860,549,35,2025-05-13,Cliente ausente,77
6861,549,35,2025-07-03,Pedido realizado,73
6862,549,35,2025-08-25,Cliente ausente,35
6863,549,35,2025-10-14,Pedido realizado,29
6864,549,35,2025-11-20,Pedido realizado,90
6865,549,35,2025-12-11,Pedido realizado,44
6866,549,35,2026-03-19,Cliente ausente,74
6867,549,5,2026-04-28,Pedido realizado,34
6868,549,5,2026-06-16,Sem pedido,23
6869,549,5,2026-07-20,Sem pedido,24
6870,549,5,2026-08-17,Sem pedido,33
6871,550,32,2025-10-30,Pedido realizado,81
6872,550,32,2025-12-08,Pedido realizado,62
6873,550,32,2026-01-15,Pedido realizado,38
6874,550,32,2026-04-15,Pedido realizado,68
6875,550,32,2026-05-08,Sem pedido,74
6876,550,32,2026-06-23,Sem pedido,15
6877,550,32,2026-07-29,Pedido realizado,58
6878,551,41,2026-07-15,Pedido realizado,44
6879,551,41,2026-08-25,Apenas relacionamento,21
6880,552,12,2024-10-14,Sem pedido,22
6881,552,12,2024-11-06,Pedido realizado,90
6882,552,12,2024-12-03,Reagendada,64
6883,552,12,2024-12-27,Sem pedido,35
6884,552,12,2025-01-22,Cliente ausente,19
6885,552,12,2025-02-24,Sem pedido,40
6886,552,12,2025-03-31,Cliente ausente,55
6887,552,12,2025-05-15,Pedido realizado,11
6888,552,12,2025-06-20,Pedido realizado,43
6889,552,12,2025-07-28,Pedido realizado,84
6890,552,12,2025-09-10,Pedido realizado,16
6891,552,12,2025-10-24,Pedido realizado,32
6892,552,12,2026-01-02,Reagendada,30
6893,552,12,2026-02-23,Cliente ausente,21
6894,552,12,2026-03-11,Sem pedido,18
6895,552,12,2026-04-21,Pedido realizado,18
6896,552,12,2026-05-13,Sem pedido,22
6897,552,12,2026-07-07,Sem pedido,35
6898,552,12,2026-08-21,Pedido realizado,70
6899,553,7,2024-10-10,Sem pedido,45
6900,553,7,2024-10-28,Cliente ausente,88
6901,553,21,2025-02-25,Cliente ausente,54
6902,553,21,2025-04-30,Cliente ausente,16
6903,553,21,2025-06-17,Cliente ausente,74
6904,553,21,2025-08-01,Apenas relacionamento,35
6905,553,21,2025-09-25,Cliente ausente,32
6906,553,21,2025-10-20,Pedido realizado,86
6907,553,21,2026-03-10,Sem pedido,52
6908,553,21,2026-05-04,Pedido realizado,82
6909,553,21,2026-05-25,Cliente ausente,30
6910,553,21,2026-07-06,Reagendada,62
6911,553,21,2026-08-07,Pedido realizado,45
6912,554,33,2024-10-23,Pedido realizado,64
6913,554,33,2025-02-17,Sem pedido,37
6914,554,33,2025-04-08,Pedido realizado,51
6915,554,33,2025-05-29,Apenas relacionamento,62
6916,554,33,2025-06-30,Cliente ausente,61
6917,554,33,2025-08-22,Reagendada,41
6918,554,33,2025-09-16,Pedido realizado,85
6919,554,33,2025-11-20,Apenas relacionamento,60
6920,554,33,2025-12-30,Pedido realizado,64
6921,554,33,2026-03-13,Pedido realizado,87
6922,554,33,2026-05-22,Sem pedido,73
6923,554,33,2026-07-13,Sem pedido,39
6924,554,33,2026-08-03,Sem pedido,64
6925,555,21,2025-07-16,Cliente ausente,31
6926,555,21,2025-08-15,Pedido realizado,80
6927,555,21,2025-10-08,Cliente ausente,78
6928,555,21,2025-11-03,Apenas relacionamento,61
6929,555,21,2025-12-05,Sem pedido,35
6930,555,14,2026-01-29,Sem pedido,14
6931,555,14,2026-03-10,Sem pedido,51
6932,555,14,2026-05-07,Pedido realizado,29
6933,555,14,2026-06-01,Pedido realizado,38
6934,556,18,2024-10-11,Cliente ausente,60
6935,556,18,2024-12-27,Pedido realizado,75
6936,556,18,2025-03-11,Pedido realizado,50
6937,556,18,2025-04-28,Apenas relacionamento,26
6938,556,18,2025-05-27,Pedido realizado,81
6939,556,18,2025-08-12,Reagendada,58
6940,556,18,2025-10-20,Pedido realizado,46
6941,556,18,2025-11-07,Cliente ausente,55
6942,556,18,2026-01-27,Apenas relacionamento,42
6943,556,18,2026-03-13,Apenas relacionamento,42
6944,556,18,2026-06-16,Pedido realizado,45
6945,556,18,2026-07-16,Sem pedido,28
6946,556,18,2026-08-07,Pedido realizado,89
6947,557,6,2024-09-19,Pedido realizado,21
6948,557,6,2024-12-31,Sem pedido,36
6949,557,6,2025-05-06,Pedido realizado,24
6950,557,6,2025-06-11,Sem pedido,73
6951,557,6,2025-07-02,Apenas relacionamento,86
6952,557,6,2025-08-01,Pedido realizado,76
6953,557,6,2025-10-24,Pedido realizado,65
6954,557,6,2025-11-10,Pedido realizado,41
6955,557,6,2025-12-12,Pedido realizado,76
6956,557,6,2026-02-12,Pedido realizado,78
6957,557,6,2026-03-13,Cliente ausente,51
6958,557,6,2026-05-04,Pedido realizado,20
6959,557,6,2026-07-24,Pedido realizado,87
6960,558,8,2024-10-02,Cliente ausente,59
6961,558,8,2024-10-31,Pedido realizado,18
6962,558,8,2024-12-06,Pedido realizado,21
6963,558,8,2025-01-17,Sem pedido,82
6964,558,8,2025-02-05,Cliente ausente,52
6965,558,8,2025-02-24,Pedido realizado,30
6966,558,8,2025-05-23,Pedido realizado,55
6967,558,8,2025-07-11,Reagendada,78
6968,558,8,2025-09-19,Pedido realizado,19
6969,558,8,2025-12-31,Pedido realizado,71
6970,558,8,2026-06-19,Cliente ausente,76
6971,559,7,2024-09-18,Sem pedido,24
6972,559,7,2024-10-09,Pedido realizado,15
6973,559,7,2024-11-06,Pedido realizado,58
6974,559,7,2024-11-25,Cliente ausente,22
6975,559,7,2024-12-17,Cliente ausente,25
6976,559,7,2025-01-31,Apenas relacionamento,47
6977,559,7,2025-02-24,Pedido realizado,48
6978,559,7,2025-07-04,Apenas relacionamento,15
6979,559,7,2025-08-21,Cliente ausente,27
6980,559,7,2025-11-25,Pedido realizado,39
6981,559,7,2025-12-18,Pedido realizado,25
6982,559,7,2026-03-11,Pedido realizado,44
6983,559,7,2026-04-17,Reagendada,45
6984,559,7,2026-07-22,Pedido realizado,35
6985,560,12,2024-09-20,Cliente ausente,33
6986,560,12,2024-11-12,Pedido realizado,37
6987,560,12,2024-12-30,Sem pedido,45
6988,560,12,2025-03-18,Pedido realizado,51
6989,560,12,2025-04-11,Pedido realizado,12
6990,560,12,2025-04-29,Sem pedido,29
6991,560,12,2025-06-02,Sem pedido,63
6992,560,12,2025-06-25,Reagendada,32
6993,560,12,2025-07-25,Pedido realizado,81
6994,560,12,2025-10-09,Pedido realizado,52
6995,560,12,2025-11-27,Reagendada,64
6996,560,12,2026-01-13,Pedido realizado,18
6997,560,12,2026-03-17,Apenas relacionamento,86
6998,560,12,2026-05-12,Sem pedido,59
6999,560,12,2026-06-02,Cliente ausente,67
7000,560,12,2026-06-30,Sem pedido,84
7001,560,12,2026-08-12,Sem pedido,53
7002,561,11,2024-10-16,Reagendada,64
7003,561,11,2024-11-01,Pedido realizado,81
7004,561,11,2024-11-19,Reagendada,62
7005,561,11,2025-01-02,Pedido realizado,15
7006,561,11,2025-02-06,Pedido realizado,64
7007,561,11,2025-03-27,Cliente ausente,53
7008,561,11,2025-05-19,Pedido realizado,54
7009,561,11,2025-07-09,Pedido realizado,59
7010,561,11,2025-09-01,Pedido realizado,79
7011,561,11,2025-11-04,Reagendada,65
7012,561,11,2025-11-26,Pedido realizado,41
7013,561,11,2025-12-16,Cliente ausente,21
7014,561,11,2026-01-06,Cliente ausente,71
7015,561,11,2026-02-18,Sem pedido,16
7016,561,11,2026-03-26,Pedido realizado,43
7017,561,11,2026-04-13,Sem pedido,65
7018,561,11,2026-05-26,Pedido realizado,61
7019,561,11,2026-07-01,Sem pedido,71
7020,561,11,2026-08-18,Sem pedido,60
7021,562,17,2024-10-10,Apenas relacionamento,83
7022,562,17,2024-10-30,Sem pedido,56
7023,562,17,2025-01-07,Pedido realizado,54
7024,562,17,2025-02-07,Reagendada,53
7025,562,17,2025-02-28,Sem pedido,75
7026,562,17,2025-03-27,Cliente ausente,18
7027,562,17,2025-05-27,Pedido realizado,48
7028,562,17,2025-08-04,Pedido realizado,36
7029,562,17,2025-09-17,Pedido realizado,35
7030,562,17,2025-10-21,Sem pedido,33
7031,562,17,2025-11-17,Sem pedido,41
7032,562,17,2026-02-10,Pedido realizado,90
7033,562,17,2026-04-20,Sem pedido,29
7034,562,17,2026-07-17,Sem pedido,27
7035,562,17,2026-08-05,Sem pedido,25
7036,563,30,2024-10-07,Pedido realizado,25
7037,563,30,2024-11-26,Sem pedido,27
7038,563,30,2025-03-07,Apenas relacionamento,61
7039,563,30,2025-04-04,Sem pedido,75
7040,563,30,2025-05-16,Pedido realizado,79
7041,563,30,2025-06-17,Pedido realizado,43
7042,563,19,2026-01-27,Sem pedido,67
7043,563,19,2026-04-13,Pedido realizado,21
7044,563,19,2026-05-19,Sem pedido,37
7045,563,19,2026-06-04,Pedido realizado,75
7046,563,19,2026-07-23,Cliente ausente,15
7047,563,19,2026-08-13,Sem pedido,90
7048,564,16,2024-10-18,Pedido realizado,43
7049,564,16,2024-11-21,Pedido realizado,20
7050,564,16,2025-01-07,Sem pedido,52
7051,564,10,2025-02-04,Pedido realizado,83
7052,564,10,2025-03-25,Sem pedido,32
7053,564,10,2025-04-22,Sem pedido,11
7054,564,10,2025-07-03,Pedido realizado,63
7055,564,10,2025-08-26,Pedido realizado,63
7056,564,10,2025-09-11,Pedido realizado,50
7057,564,10,2025-10-03,Pedido realizado,11
7058,564,10,2025-10-31,Pedido realizado,50
7059,564,10,2025-12-02,Cliente ausente,17
7060,564,10,2026-02-03,Pedido realizado,31
7061,564,10,2026-03-13,Pedido realizado,46
7062,564,10,2026-04-13,Sem pedido,28
7063,564,10,2026-04-29,Sem pedido,24
7064,564,10,2026-05-19,Cliente ausente,16
7065,564,10,2026-06-12,Pedido realizado,32
7066,564,10,2026-07-07,Apenas relacionamento,34
7067,564,10,2026-08-31,Apenas relacionamento,69
7068,565,21,2024-09-23,Reagendada,75
7069,565,21,2024-11-06,Sem pedido,23
7070,565,21,2025-02-20,Apenas relacionamento,76
7071,565,21,2025-04-07,Pedido realizado,37
7072,565,21,2025-04-25,Sem pedido,50
7073,565,21,2025-05-15,Reagendada,62
7074,565,21,2025-08-11,Pedido realizado,72
7075,565,21,2025-09-12,Cliente ausente,28
7076,565,21,2025-10-13,Sem pedido,31
7077,565,21,2025-11-10,Sem pedido,13
7078,565,21,2025-11-28,Pedido realizado,50
7079,565,21,2025-12-22,Pedido realizado,24
7080,565,21,2026-01-16,Pedido realizado,63
7081,565,21,2026-02-12,Reagendada,67
7082,565,21,2026-03-11,Pedido realizado,10
7083,565,21,2026-04-07,Sem pedido,56
7084,565,21,2026-04-28,Pedido realizado,80
7085,565,21,2026-06-18,Pedido realizado,61
7086,565,21,2026-08-05,Pedido realizado,70
7087,566,23,2024-11-05,Pedido realizado,84
7088,566,23,2024-12-02,Cliente ausente,76
7089,566,23,2025-02-25,Sem pedido,82
7090,566,23,2025-04-16,Pedido realizado,85
7091,566,23,2025-06-24,Pedido realizado,46
7092,566,23,2025-07-11,Reagendada,21
7093,566,23,2025-07-30,Sem pedido,53
7094,566,23,2025-09-29,Pedido realizado,31
7095,566,23,2025-11-03,Cliente ausente,17
7096,566,23,2026-02-02,Pedido realizado,65
7097,566,23,2026-03-17,Cliente ausente,67
7098,566,23,2026-06-10,Sem pedido,10
7099,566,23,2026-07-15,Pedido realizado,30
7100,567,19,2024-10-02,Sem pedido,23
7101,567,19,2024-11-07,Pedido realizado,88
7102,567,19,2024-12-18,Reagendada,66
7103,567,19,2025-02-10,Pedido realizado,38
7104,567,19,2025-03-24,Pedido realizado,50
7105,567,19,2025-04-24,Pedido realizado,60
7106,567,19,2025-05-23,Pedido realizado,10
7107,567,19,2025-08-12,Pedido realizado,44
7108,567,19,2025-10-24,Sem pedido,83
7109,567,19,2026-01-06,Sem pedido,82
7110,567,19,2026-02-16,Pedido realizado,84
7111,567,19,2026-03-05,Sem pedido,71
7112,567,19,2026-04-16,Reagendada,51
7113,567,19,2026-08-10,Sem pedido,81
7114,568,14,2026-07-21,Pedido realizado,36
7115,568,14,2026-08-06,Apenas relacionamento,10
7116,568,14,2026-08-27,Apenas relacionamento,27
7117,569,12,2026-05-19,Pedido realizado,15
7118,569,12,2026-06-15,Sem pedido,52
7119,569,12,2026-07-02,Sem pedido,46
7120,569,33,2026-08-20,Pedido realizado,18
7121,570,42,2024-09-17,Apenas relacionamento,14
7122,570,42,2024-10-14,Pedido realizado,48
7123,570,42,2024-12-06,Sem pedido,50
7124,570,42,2025-01-28,Sem pedido,86
7125,570,42,2025-02-26,Pedido realizado,31
7126,570,42,2025-05-02,Cliente ausente,87
7127,570,42,2025-06-03,Apenas relacionamento,66
7128,570,42,2025-08-05,Cliente ausente,18
7129,570,42,2025-08-29,Sem pedido,16
7130,570,42,2025-09-22,Pedido realizado,45
7131,570,42,2025-11-11,Pedido realizado,77
7132,570,42,2025-11-27,Sem pedido,28
7133,570,42,2026-02-27,Sem pedido,81
7134,570,42,2026-04-08,Pedido realizado,87
7135,570,42,2026-07-23,Pedido realizado,41
7136,571,2,2024-10-23,Sem pedido,83
7137,571,2,2024-11-27,Pedido realizado,36
7138,571,2,2025-01-02,Pedido realizado,67
7139,571,2,2025-02-17,Pedido realizado,87
7140,571,2,2025-04-10,Pedido realizado,11
7141,571,2,2025-06-30,Reagendada,86
7142,571,2,2025-09-19,Cliente ausente,43
7143,571,2,2025-10-20,Reagendada,55
7144,571,2,2025-12-09,Pedido realizado,39
7145,571,2,2026-01-30,Reagendada,73
7146,571,2,2026-03-19,Cliente ausente,83
7147,571,2,2026-04-08,Cliente ausente,81
7148,571,2,2026-04-28,Apenas relacionamento,73
7149,571,2,2026-06-11,Pedido realizado,66
7150,571,2,2026-07-14,Pedido realizado,29
7151,571,2,2026-08-20,Pedido realizado,22
7152,572,2,2026-01-06,Pedido realizado,34
