carteira_id,cliente_id,vendedor_id,data_inicio,data_fim
928,769,3,2024-09-01,
929,770,20,2024-09-01,
930,771,5,2024-09-01,
931,772,23,2024-09-01,
932,773,1,2024-09-01,
933,774,28,2024-09-01,2024-11-07
934,774,32,2024-11-08,
935,775,42,2026-04-24,
936,776,34,2024-10-20,
937,777,25,2026-05-26,
938,778,18,2024-09-01,
939,779,6,2026-04-29,
940,780,28,2025-09-03,
941,781,33,2024-09-01,
942,782,39,2024-10-31,
943,783,13,2024-09-01,
944,784,2,2026-02-11,
945,785,17,2024-09-01,
946,786,39,2024-09-01,
947,787,16,2024-09-01,
948,788,17,2024-09-01,2026-02-28
949,788,2,2026-03-01,
950,789,29,2026-04-27,
951,790,2,2024-09-01,
952,791,13,2024-09-01,
953,792,6,2024-09-01,
954,793,8,2024-09-01,
955,794,25,2025-12-30,
956,795,28,2024-09-01,
957,796,25,2024-09-01,
958,797,6,2025-12-08,
959,798,29,2024-09-01,
960,799,18,2024-09-01,
961,800,42,2024-09-01,
962,801,2,2024-09-01,
963,802,22,2024-09-01,
964,803,20,2026-01-03,
965,804,1,2024-09-01,
966,805,42,2024-09-01,2024-12-07
967,805,1,2024-12-08,
968,806,3,2024-09-01,2025-04-03
969,806,27,2025-04-04,
970,807,1,2025-11-10,
971,808,12,2024-09-01,2025-02-27
972,808,8,2025-02-28,
973,809,40,2024-09-01,
974,810,25,2024-09-01,
975,811,36,2024-09-01,
976,812,1,2024-09-01,
977,813,39,2024-09-01,2024-12-24
978,813,20,2024-12-25,
979,814,11,2026-06-12,
980,815,27,2024-09-01,
981,816,27,2024-09-01,
982,817,18,2025-01-14,
983,818,20,2024-09-01,
984,819,41,2024-09-01,
985,820,3,2024-09-01,
986,821,38,2024-09-01,
987,822,10,2024-09-01,
988,823,39,2024-09-01,2024-11-14
989,823,11,2024-11-15,
990,824,5,2026-05-02,
991,825,40,2024-09-01,
992,826,21,2024-09-01,
993,827,2,2024-09-01,
994,828,27,2024-09-01,
995,829,16,2024-09-01,
996,830,14,2024-09-01,2026-01-03
997,830,8,2026-01-04,
998,831,42,2024-09-01,
999,832,13,2024-09-01,
1000,833,31,2024-09-01,2025-10-15
1001,833,30,2025-10-16,
1002,834,31,2024-09-01,
1003,835,6,2024-09-01,
1004,836,28,2024-09-01,2025-08-19
1005,836,21,2025-08-20,
1006,837,37,2024-09-01,
1007,838,42,2025-06-17,
1008,839,41,2026-04-16,
1009,840,18,2024-09-01,
1010,841,6,2025-10-02,
1011,842,42,2024-09-01,
1012,843,15,2025-03-11,
1013,844,7,2024-12-29,
1014,845,21,2024-09-01,
1015,846,11,2025-08-19,
1016,847,41,2024-12-24,
1017,848,5,2024-09-01,
1018,849,17,2025-04-07,
1019,850,24,2024-09-01,
1020,851,2,2025-08-10,
1021,852,41,2024-09-01,
1022,853,30,2024-09-01,2025-08-14
1023,853,2,2025-08-15,
1024,854,7,2026-04-19,
1025,855,13,2024-09-01,
1026,856,30,2024-09-01,
1027,857,6,2025-05-10,2025-10-03
1028,857,34,2025-10-04,
1029,858,41,2024-09-01,
1030,859,5,2024-09-09,
1031,860,34,2025-09-12,
1032,861,40,2024-09-01,
1033,862,29,2024-09-01,2026-01-03
1034,862,2,2026-01-04,
1035,863,7,2024-09-01,
1036,864,40,2024-09-01,
1037,865,24,2025-03-22,
1038,866,20,2025-11-28,
1039,867,23,2024-09-01,
1040,868,21,2024-09-01,
1041,869,24,2024-09-01,
1042,870,1,2026-06-13,
1043,871,10,2025-09-30,2026-05-28
1044,871,25,2026-05-29,
1045,872,23,2024-09-01,
1046,873,38,2024-09-01,
1047,874,21,2024-09-01,
1048,875,18,2024-09-01,
1049,876,1,2025-01-27,
1050,877,1,2024-09-01,
1051,878,38,2024-09-01,
1052,879,39,2025-08-25,2026-07-15
1053,879,9,2026-07-16,
1054,880,8,2025-08-05,
1055,881,20,2024-09-01,
1056,882,38,2024-12-16,
1057,883,42,2024-09-11,
1058,884,28,2024-09-01,2024-11-10
1059,884,33,2024-11-11,
1060,885,16,2024-11-14,
1061,886,31,2025-04-26,
1062,887,9,2025-05-28,
1063,888,22,2026-02-15,2026-06-23
1064,888,33,2026-06-24,
1065,889,15,2024-09-01,2026-06-26
1066,889,22,2026-06-27,
1067,890,16,2024-09-30,
1068,891,38,2024-09-01,
1069,892,3,2024-09-01,2025-12-01
1070,892,15,2025-12-02,
1071,893,39,2024-10-19,
1072,894,27,2024-09-01,
1073,895,15,2025-07-26,
1074,896,17,2024-09-01,
1075,897,42,2026-05-06,
1076,898,29,2024-09-01,
1077,899,21,2024-09-01,
1078,900,13,2024-09-01,
1079,901,11,2024-09-01,2025-08-04
1080,901,2,2025-08-05,
1081,902,37,2025-07-19,2025-10-03
1082,902,33,2025-10-04,
1083,903,37,2025-07-10,
1084,904,32,2024-09-01,
1085,905,20,2025-10-11,
1086,906,34,2024-09-01,2026-03-23
1087,906,34,2026-03-24,
1088,907,10,2024-09-01,
1089,908,29,2024-09-01,
1090,909,34,2024-09-01,
1091,910,25,2024-09-01,
1092,911,3,2024-09-01,
1093,912,36,2026-05-03,
1094,913,3,2024-09-01,
1095,914,8,2024-09-01,
1096,915,7,2024-09-01,
1097,916,38,2024-09-01,
1098,917,38,2025-03-28,
1099,918,15,2024-09-01,2026-03-26
1100,918,25,2026-03-27,
1101,919,14,2024-09-01,
1102,920,33,2024-09-01,
1103,921,15,2024-09-01,
1104,922,16,2024-09-01,
1105,923,10,2024-09-01,
1106,924,33,2024-09-01,
1107,925,42,2025-11-30,
1108,926,35,2024-09-01,2025-07-21
1109,926,24,2025-07-22,
1110,927,32,2024-09-01,
1111,928,30,2024-09-01,
1112,929,35,2026-04-21,
1113,930,35,2024-09-01,
1114,931,24,2024-09-01,2026-02-11
1115,931,20,2026-02-12,
1116,932,21,2025-09-18,2026-05-05
1117,932,12,2026-05-06,
1118,933,19,2026-04-11,
1119,934,5,2024-09-01,
1120,935,29,2024-09-01,
1121,936,2,2026-05-22,
1122,937,2,2024-09-01,
1123,938,1,2026-01-16,
1124,939,16,2024-09-01,
1125,940,9,2024-09-01,
1126,941,31,2024-09-01,
1127,942,7,2024-09-01,
1128,943,12,2026-01-20,
1129,944,15,2024-09-01,2026-07-31
1130,944,20,2026-08-01,
1131,945,36,2025-09-27,
1132,946,33,2026-03-11,
1133,947,16,2024-12-05,
1134,948,3,2024-09-01,
1135,949,3,2024-09-01,
1136,950,39,2024-09-01,
1137,951,42,2024-09-01,
1138,952,42,2024-09-01,
1139,953,35,2024-09-01,2026-03-30
1140,953,5,2026-03-31,
1141,954,19,2024-09-01,
1142,955,41,2025-06-26,2025-11-17
1143,955,31,2025-11-18,
1144,956,2,2026-01-20,2026-04-18
1145,956,14,2026-04-19,
1146,957,33,2026-05-05,
1147,958,9,2024-09-01,2025-03-13
1148,958,35,2025-03-14,
1149,959,16,2024-09-01,
1150,960,28,2025-10-06,
1151,961,28,2026-05-28,
1152,962,33,2025-05-29,
1153,963,18,2024-09-01,
1154,964,35,2024-09-01,
1155,965,19,2024-09-01,
1156,966,6,2024-09-01,
1157,967,13,2025-11-04,
1158,968,9,2024-09-01,2025-04-27
1159,968,18,2025-04-28,
1160,969,36,2024-09-01,2025-04-12
1161,969,30,2025-04-13,
1162,970,19,2024-09-01,2026-04-05
1163,970,24,2026-04-06,
1164,971,25,2024-09-14,
1165,972,9,2024-09-01,
1166,973,32,2025-12-24,
1167,974,17,2024-09-01,
1168,975,16,2025-01-17,
1169,976,19,2024-09-01,2024-12-22
1170,976,22,2024-12-23,
1171,977,2,2024-09-01,2024-12-25
1172,977,38,2024-12-26,
1173,978,1,2024-12-13,
1174,979,36,2024-09-01,
1175,980,19,2024-09-01,
1176,981,13,2024-09-01,
1177,982,29,2024-09-01,
1178,983,24,2024-09-01,2025-05-01
1179,983,42,2025-05-02,
1180,984,25,2024-09-01,
1181,985,37,2025-08-09,2025-12-28
1182,985,28,2025-12-29,
1183,986,5,2024-09-01,
1184,987,6,2024-09-01,
1185,988,17,2025-06-29,2026-06-01
1186,988,42,2026-06-02,
1187,989,9,2024-09-01,
1188,990,12,2024-09-01,
1189,991,33,2024-09-01,
1190,992,4,2024-09-01,2025-06-09
1191,992,28,2025-06-10,
1192,993,42,2024-09-01,2026-07-09
1193,993,38,2026-07-10,
1194,994,37,2024-09-01,
1195,995,14,2025-02-25,2025-08-13
1196,995,38,2025-08-14,
1197,996,33,2024-09-01,
1198,997,18,2025-06-03,
1199,998,42,2024-09-01,
1200,999,7,2024-09-01,
1201,1000,11,2024-09-01,2026-01-03
1202,1000,42,2026-01-04,
1203,1001,1,2024-09-01,
1204,1002,29,2024-09-01,
1205,1003,27,2024-09-01,
1206,1004,29,2024-09-01,
1207,1005,26,2024-09-01,
1208,1006,42,2024-09-01,
1209,1007,1,2024-09-01,
1210,1008,3,2024-09-01,
1211,1009,7,2025-11-08,
1212,1010,42,2024-09-01,
1213,1011,37,2024-09-01,
1214,1012,16,2024-09-01,
1215,1013,6,2024-09-01,2026-07-27
1216,1013,38,2026-07-28,
1217,1014,33,2024-09-01,
1218,1015,6,2024-09-01,
1219,1016,28,2024-09-01,
1220,1017,1,2024-09-01,
1221,1018,9,2024-09-01,2025-01-15
1222,1018,7,2025-01-16,
1223,1019,42,2024-09-01,2025-03-22
1224,1019,23,2025-03-23,
1225,1020,29,2024-09-01,
1226,1021,33,2024-09-01,
1227,1022,18,2026-04-29,
1228,1023,32,2024-09-01,
1229,1024,21,2024-09-01,
1230,1025,24,2024-09-01,
1231,1026,5,2024-09-01,
1232,1027,15,2024-09-01,
1233,1028,22,2024-09-01,
1234,1029,10,2026-03-19,
1235,1030,1,2024-09-01,
1236,1031,24,2024-09-01,
1237,1032,5,2024-09-01,2025-09-08
1238,1032,37,2025-09-09,
1239,1033,17,2024-09-01,
1240,1034,24,2024-09-01,
1241,1035,1,2024-09-01,
1242,1036,28,2024-09-01,
1243,1037,24,2024-09-01,2025-04-23
1244,1037,22,2025-04-24,
1245,1038,20,2024-09-01,
1246,1039,10,2024-10-24,
1247,1040,36,2024-09-01,2025-06-20
1248,1040,10,2025-06-21,
1249,1041,27,2024-09-01,2026-06-05
1250,1041,31,2026-06-06,
1251,1042,42,2024-09-01,
1252,1043,19,2024-09-01,
1253,1044,2,2024-09-01,
1254,1045,30,2024-09-01,
1255,1046,41,2026-05-13,
1256,1047,13,2024-09-01,
1257,1048,23,2024-09-01,2025-02-09
1258,1048,34,2025-02-10,
1259,1049,36,2024-09-01,
1260,1050,26,2024-09-01,
1261,1051,6,2024-09-01,2026-07-05
1262,1051,29,2026-07-06,
1263,1052,28,2024-09-01,
1264,1053,3,2024-09-01,2026-04-13
1265,1053,28,2026-04-14,
1266,1054,28,2026-01-19,
1267,1055,42,2025-08-28,
1268,1056,42,2025-01-11,
1269,1057,24,2024-09-01,
1270,1058,36,2024-09-01,2026-06-14
1271,1058,36,2026-06-15,
1272,1059,23,2024-09-01,
1273,1060,30,2024-09-01,
1274,1061,7,2024-09-01,
1275,1062,11,2025-10-04,2026-04-14
1276,1062,26,2026-04-15,
1277,1063,36,2024-09-01,
1278,1064,41,2026-01-29,
1279,1065,23,2024-09-01,
1280,1066,23,2025-04-11,2026-07-11
1281,1066,38,2026-07-12,
1282,1067,16,2025-01-13,
1283,1068,26,2024-09-01,
1284,1069,16,2026-02-21,2026-06-29
1285,1069,1,2026-06-30,
1286,1070,17,2025-07-30,
1287,1071,1,2025-10-16,
1288,1072,12,2024-09-01,
1289,1073,9,2024-09-01,
1290,1074,18,2024-09-01,
1291,1075,3,2024-09-01,2025-03-03
1292,1075,6,2025-03-04,
1293,1076,24,2024-09-01,
1294,1077,27,2024-09-01,
1295,1078,41,2024-12-08,2025-04-12
1296,1078,2,2025-04-13,
1297,1079,33,2024-09-01,
1298,1080,24,2025-11-29,
1299,1081,39,2024-09-01,
1300,1082,13,2024-09-01,
1301,1083,15,2024-09-01,
1302,1084,34,2024-09-01,2025-03-30
1303,1084,17,2025-03-31,
1304,1085,2,2026-04-04,2026-06-20
1305,1085,32,2026-06-21,
1306,1086,26,2026-03-21,
1307,1087,26,2024-09-01,
1308,1088,17,2024-09-01,
1309,1089,22,2026-06-05,
1310,1090,2,2024-09-01,2025-09-22
1311,1090,11,2025-09-23,
1312,1091,37,2024-09-01,
1313,1092,42,2024-09-01,
1314,1093,30,2024-09-01,
1315,1094,1,2024-09-01,
1316,1095,7,2024-09-01,
1317,1096,5,2025-07-18,2026-04-30
1318,1096,21,2026-05-01,
1319,1097,1,2024-09-01,
1320,1098,13,2024-09-01,2024-11-01
1321,1098,27,2024-11-02,
1322,1099,7,2024-09-01,
1323,1100,15,2024-09-01,
1324,1101,23,2024-09-01,
1325,1102,40,2024-09-01,
1326,1103,8,2024-09-01,
1327,1104,31,2024-09-01,
1328,1105,8,2024-12-07,
1329,1106,19,2025-01-18,2026-04-28
1330,1106,6,2026-04-29,
1331,1107,25,2024-12-13,
1332,1108,21,2024-09-01,
1333,1109,13,2024-09-01,
1334,1110,24,2025-11-01,
1335,1111,40,2026-06-12,
1336,1112,9,2024-09-01,
1337,1113,2,2024-09-01,
1338,1114,39,2024-09-01,
1339,1115,13,2024-09-01,
1340,1116,21,2025-10-29,
1341,1117,28,2024-09-01,2026-04-30
1342,1117,39,2026-05-01,
1343,1118,36,2026-03-31,2026-07-31
1344,1118,21,2026-08-01,
1345,1119,2,2024-09-01,2026-05-19
1346,1119,8,2026-05-20,
1347,1120,3,2024-09-01,
1348,1121,11,2024-09-01,
1349,1122,16,2024-09-01,
1350,1123,18,2024-09-01,
1351,1124,23,2024-09-01,
1352,1125,31,2024-09-01,
1353,1126,41,2024-09-01,
1354,1127,24,2024-09-01,
1355,1128,32,2024-09-01,2026-03-24
1356,1128,23,2026-03-25,
1357,1129,20,2024-12-04,
1358,1130,21,2024-09-01,
1359,1131,31,2024-09-01,
1360,1132,4,2024-09-01,2025-04-24
1361,1132,28,2025-04-25,
1362,1133,1,2024-09-01,
1363,1134,35,2024-10-20,
1364,1135,40,2025-09-02,2026-07-21
1365,1135,34,2026-07-22,
1366,1136,13,2025-01-23,
1367,1137,36,2024-09-01,
1368,1138,29,2024-09-01,
1369,1139,26,2024-09-01,
1370,1140,21,2025-04-25,
1371,1141,6,2024-11-03,
1372,1142,17,2024-09-01,
1373,1143,15,2024-09-01,2025-05-18
1374,1143,8,2025-05-19,
1375,1144,10,2024-11-28,
1376,1145,33,2024-09-01,
1377,1146,37,2024-10-12,
1378,1147,17,2026-01-04,
1379,1148,32,2024-09-01,
1380,1149,22,2024-09-01,
1381,1150,7,2024-09-01,
1382,1151,39,2024-09-01,
1383,1152,20,2025-04-24,
1384,1153,35,2024-09-01,2026-03-07
1385,1153,14,2026-03-08,
1386,1154,30,2024-09-01,
1387,1155,2,2024-09-01,
1388,1156,28,2024-09-01,
1389,1157,38,2026-06-12,2026-09-01
1390,1157,18,2026-09-02,
1391,1158,11,2024-09-01,
1392,1159,34,2024-09-01,
1393,1160,2,2024-09-01,
1394,1161,38,2024-09-01,
1395,1162,1,2024-09-01,
1396,1163,26,2024-09-01,
1397,1164,34,2024-11-24,
1398,1165,26,2025-09-09,
1399,1166,18,2024-09-01,2025-03-09
1400,1166,36,2025-03-10,
1401,1167,14,2024-12-26,
1402,1168,14,2024-09-01,
1403,1169,4,2024-09-01,2026-06-13
1404,1169,12,2026-06-14,
1405,1170,31,2024-09-01,2026-04-16
1406,1170,21,2026-04-17,
1407,1171,10,2024-09-01,
1408,1172,39,2024-09-01,
1409,1173,21,2025-05-27,
1410,1174,10,2024-09-01,
1411,1175,26,2024-09-01,
1412,1176,11,2024-09-01,2025-04-19
1413,1176,23,2025-04-20,
1414,1177,32,2024-09-01,
1415,1178,5,2025-07-29,
1416,1179,29,2024-09-01,
1417,1180,8,2024-09-01,
1418,1181,22,2025-02-01,
1419,1182,26,2024-09-01,
1420,1183,29,2024-09-01,
1421,1184,25,2024-09-01,
1422,1185,3,2024-09-01,
1423,1186,8,2024-09-01,
1424,1187,34,2024-09-01,
1425,1188,16,2025-01-14,
1426,1189,27,2025-05-03,
1427,1190,11,2025-08-25,
1428,1191,33,2025-03-10,
1429,1192,14,2025-11-27,
1430,1193,5,2025-08-04,
1431,1194,29,2024-09-01,2026-05-14
1432,1194,14,2026-05-15,
1433,1195,1,2025-08-06,2026-01-11
1434,1195,2,2026-01-12,
1435,1196,41,2024-09-01,
1436,1197,20,2024-09-01,
1437,1198,21,2024-09-01,
1438,1199,26,2024-09-01,
1439,1200,32,2024-09-01,
1440,1201,34,2024-09-01,2026-05-12
1441,1201,30,2026-05-13,
1442,1202,21,2024-09-01,
1443,1203,35,2024-09-01,
1444,1204,13,2024-09-01,
1445,1205,7,2024-09-01,
1446,1206,42,2024-09-01,
1447,1207,40,2024-09-01,2025-03-11
1448,1207,6,2025-03-12,
1449,1208,21,2024-09-01,
1450,1209,16,2024-09-01,
1451,1210,10,2024-09-01,
1452,1211,1,2024-09-01,
1453,1212,14,2024-09-01,
1454,1213,7,2025-04-05,
1455,1214,25,2026-05-22,
1456,1215,10,2024-09-01,
1457,1216,38,2024-09-01,
1458,1217,15,2024-09-01,
1459,1218,5,2024-09-01,
1460,1219,38,2024-09-01,
1461,1220,9,2024-09-01,2025-08-27
1462,1220,34,2025-08-28,
1463,1221,8,2024-09-01,
1464,1222,5,2024-09-01,2026-01-12
1465,1222,12,2026-01-13,
1466,1223,36,2024-09-01,
1467,1224,24,2024-09-01,
1468,1225,42,2024-09-01,2025-11-15
1469,1225,35,2025-11-16,
1470,1226,39,2024-09-01,
1471,1227,27,2024-09-01,
1472,1228,37,2024-09-01,
1473,1229,11,2024-09-01,
1474,1230,42,2024-09-01,
1475,1231,1,2024-09-01,2025-12-20
1476,1231,27,2025-12-21,
1477,1232,40,2024-09-01,
1478,1233,14,2024-11-21,2026-04-17
1479,1233,14,2026-04-18,
1480,1234,37,2024-09-01,
1481,1235,37,2024-09-01,
1482,1236,28,2024-09-01,
1483,1237,37,2024-09-01,2025-01-07
1484,1237,14,2025-01-08,
1485,1238,30,2024-09-01,
1486,1239,5,2024-09-01,
1487,1240,35,2024-09-01,
1488,1241,38,2024-09-01,
1489,1242,5,2024-09-01,
1490,1243,23,2024-09-01,
1491,1244,25,2024-09-01,
1492,1245,22,2024-09-01,2026-04-29
1493,1245,12,2026-04-30,
1494,1246,9,2024-09-01,
1495,1247,1,2024-09-01,
1496,1248,18,2024-09-01,
1497,1249,15,2024-11-25,2025-06-05
1498,1249,17,2025-06-06,
1499,1250,37,2024-09-01,
1500,1251,29,2025-07-12,
1501,1252,33,2024-09-01,
1502,1253,12,2026-06-12,
1503,1254,36,2024-09-01,
1504,1255,42,2025-09-03,
1505,1256,23,2025-10-04,
1506,1257,10,2024-09-01,2025-01-02
1507,1257,42,2025-01-03,
1508,1258,38,2024-09-01,2025-08-03
1509,1258,31,2025-08-04,
1510,1259,15,2024-09-01,
1511,1260,9,2024-09-01,
1512,1261,12,2024-09-01,2026-06-06
1513,1261,24,2026-06-07,
1514,1262,35,2026-06-14,
1515,1263,40,2024-09-01,2025-02-14
1516,1263,24,2025-02-15,
1517,1264,5,2024-09-01,
1518,1265,19,2024-09-01,
1519,1266,38,2024-09-01,
1520,1267,9,2024-09-01,2025-12-21
1521,1267,35,2025-12-22,
1522,1268,27,2024-09-01,
1523,1269,27,2024-09-01,
1524,1270,16,2024-09-01,
1525,1271,39,2024-09-01,
1526,1272,24,2024-09-01,2025-10-31
1527,1272,38,2025-11-01,
1528,1273,34,2024-11-13,
1529,1274,12,2024-09-01,
1530,1275,4,2024-09-01,
1531,1276,37,2024-09-01,
1532,1277,5,2024-09-01,
1533,1278,26,2024-09-01,
1534,1279,7,2026-03-01,
1535,1280,30,2024-09-01,
1536,1281,29,2025-08-17,
1537,1282,11,2024-09-01,
1538,1283,19,2024-09-01,2026-01-13
1539,1283,26,2026-01-14,
1540,1284,41,2026-05-01,
1541,1285,29,2024-09-01,
1542,1286,19,2024-09-01,
1543,1287,22,2024-09-01,
1544,1288,1,2025-04-25,2025-12-23
1545,1288,2,2025-12-24,
1546,1289,18,2024-09-01,
1547,1290,4,2024-09-01,
1548,1291,7,2025-08-01,
1549,1292,9,2024-09-01,
1550,1293,26,2024-09-01,
1551,1294,40,2024-09-01,
1552,1295,3,2024-09-01,
1553,1296,30,2026-05-02,
1554,1297,24,2024-09-01,
1555,1298,33,2024-09-01,
1556,1299,39,2024-09-01,
1557,1300,13,2024-09-01,
1558,1301,40,2024-09-01,
1559,1302,15,2024-09-01,
1560,1303,9,2024-09-01,
1561,1304,12,2024-09-01,
1562,1305,8,2024-09-01,
1563,1306,41,2024-09-01,
1564,1307,32,2024-09-01,
1565,1308,16,2026-04-10,
1566,1309,17,2024-09-01,2025-07-10
1567,1309,39,2025-07-11,
1568,1310,38,2026-03-30,
1569,1311,5,2024-09-01,2025-12-27
1570,1311,15,2025-12-28,
1571,1312,3,2024-09-01,
1572,1313,39,2024-09-01,
1573,1314,29,2025-12-27,
1574,1315,30,2024-09-01,
1575,1316,4,2024-09-01,
1576,1317,40,2024-09-01,
1577,1318,31,2024-09-01,
1578,1319,4,2024-09-01,
1579,1320,42,2024-09-01,2026-02-18
1580,1320,5,2026-02-19,
1581,1321,27,2024-09-01,
1582,1322,42,2025-01-14,
1583,1323,37,2024-09-01,
1584,1324,18,2026-01-23,
1585,1325,4,2025-01-13,
1586,1326,22,2024-09-01,
1587,1327,11,2025-10-06,
1588,1328,29,2024-09-01,
1589,1329,9,2024-09-01,2026-01-26
1590,1329,33,2026-01-27,
1591,1330,19,2024-09-01,2026-02-15
1592,1330,8,2026-02-16,
1593,1331,30,2024-09-01,
1594,1332,5,2024-09-01,2025-10-16
1595,1332,26,2025-10-17,
1596,1333,20,2024-10-30,
1597,1334,27,2025-03-27,
1598,1335,8,2024-09-01,
1599,1336,15,2025-05-14,
1600,1337,35,2025-10-18,
1601,1338,15,2024-09-01,
1602,1339,6,2024-11-15,
1603,1340,21,2024-09-01,
1604,1341,39,2024-11-11,
1605,1342,33,2024-09-01,
1606,1343,31,2024-09-01,
1607,1344,1,2026-06-08,2026-08-10
1608,1344,24,2026-08-11,
1609,1345,7,2024-09-01,
1610,1346,36,2024-09-01,
1611,1347,36,2024-09-01,2025-12-07
1612,1347,3,2025-12-08,
1613,1348,11,2024-09-01,
1614,1349,16,2024-09-01,
1615,1350,19,2024-09-01,2025-02-24
1616,1350,1,2025-02-25,
1617,1351,11,2024-09-01,2025-01-13
1618,1351,15,2025-01-14,
1619,1352,37,2024-09-01,2025-12-25
1620,1352,2,2025-12-26,
1621,1353,41,2024-09-01,
1622,1354,9,2024-09-01,2026-04-23
1623,1354,40,2026-04-24,
1624,1355,13,2024-09-01,
1625,1356,39,2024-11-13,
1626,1357,32,2024-09-01,
1627,1358,27,2024-09-01,
1628,1359,10,2024-09-01,
1629,1360,15,2024-09-01,
1630,1361,4,2025-03-14,
1631,1362,1,2024-09-01,2025-05-26
1632,1362,11,2025-05-27,
1633,1363,35,2025-02-12,
1634,1364,11,2024-09-01,2025-07-31
1635,1364,1,2025-08-01,
1636,1365,3,2024-09-01,
1637,1366,9,2024-09-01,2025-02-03
1638,1366,31,2025-02-04,
1639,1367,20,2024-10-10,
1640,1368,26,2024-09-01,2025-12-14
1641,1368,18,2025-12-15,
1642,1369,38,2024-09-01,
1643,1370,33,2024-09-07,
1644,1371,17,2024-09-01,
1645,1372,28,2024-09-01,
1646,1373,41,2026-05-01,
1647,1374,11,2024-09-01,
1648,1375,12,2024-09-01,
1649,1376,38,2024-09-01,
1650,1377,38,2024-09-01,2025-07-31
1651,1377,21,2025-08-01,
1652,1378,3,2026-04-06,
1653,1379,36,2024-09-01,2025-04-21
1654,1379,28,2025-04-22,
1655,1380,40,2024-09-01,2026-05-17
1656,1380,11,2026-05-18,
1657,1381,40,2024-09-01,
1658,1382,22,2024-09-01,2026-04-21
1659,1382,13,2026-04-22,
1660,1383,32,2024-09-01,
1661,1384,15,2024-09-01,
1662,1385,4,2024-09-01,2025-05-08
1663,1385,25,2025-05-09,
1664,1386,35,2024-09-01,
1665,1387,40,2024-09-01,2026-05-02
1666,1387,23,2026-05-03,
1667,1388,27,2025-03-08,
1668,1389,10,2024-09-01,
1669,1390,27,2025-08-12,
1670,1391,22,2024-09-01,
1671,1392,15,2024-09-01,2025-07-26
1672,1392,34,2025-07-27,
1673,1393,16,2024-09-01,
1674,1394,35,2024-09-01,
1675,1395,12,2024-09-01,
1676,1396,39,2025-09-05,2026-04-13
1677,1396,20,2026-04-14,
1678,1397,22,2024-09-01,
1679,1398,17,2024-09-01,
1680,1399,22,2024-09-01,
1681,1400,14,2024-09-01,
1682,1401,9,2024-09-01,
1683,1402,25,2024-09-01,
1684,1403,5,2024-09-01,
1685,1404,24,2024-09-01,2024-12-01
1686,1404,36,2024-12-02,
1687,1405,5,2024-09-01,
1688,1406,30,2025-02-26,2026-05-13
1689,1406,13,2026-05-14,
1690,1407,41,2024-09-01,
1691,1408,20,2026-05-19,
1692,1409,1,2024-09-01,
1693,1410,10,2025-07-21,
1694,1411,42,2024-09-01,
1695,1412,23,2024-09-01,2026-03-17
1696,1412,13,2026-03-18,
1697,1413,34,2024-09-01,
1698,1414,33,2024-09-01,
1699,1415,1,2026-01-31,
1700,1416,25,2024-09-01,
1701,1417,16,2024-09-01,2026-05-14
1702,1417,31,2026-05-15,
1703,1418,25,2024-09-01,
1704,1419,40,2024-09-01,
1705,1420,3,2025-10-28,2026-02-07
1706,1420,9,2026-02-08,
1707,1421,1,2025-11-09,
1708,1422,28,2025-07-24,
1709,1423,36,2026-06-09,
1710,1424,27,2024-09-01,
1711,1425,7,2024-09-01,2024-10-31
1712,1425,21,2024-11-01,
1713,1426,32,2024-11-30,2025-07-10
1714,1426,31,2025-07-11,
1715,1427,13,2024-09-01,
1716,1428,15,2024-09-01,
1717,1429,12,2024-09-01,
1718,1430,4,2024-09-01,2024-12-07
1719,1430,14,2024-12-08,
1720,1431,38,2024-09-01,2025-01-29
1721,1431,8,2025-01-30,
1722,1432,4,2024-09-01,
1723,1433,4,2024-09-01,
1724,1434,12,2025-07-23,
1725,1435,11,2024-09-01,2024-11-02
1726,1435,13,2024-11-03,
1727,1436,35,2024-12-27,
1728,1437,34,2025-04-30,
1729,1438,7,2024-09-01,
1730,1439,19,2024-09-01,2026-03-29
1731,1439,38,2026-03-30,
1732,1440,11,2024-09-01,
1733,1441,19,2024-09-01,
1734,1442,6,2024-09-01,
1735,1443,26,2025-05-24,2025-12-13
1736,1443,9,2025-12-14,
1737,1444,39,2024-09-01,
1738,1445,24,2024-09-01,
1739,1446,15,2026-03-24,
1740,1447,4,2025-04-07,
1741,1448,38,2024-09-01,2025-09-04
1742,1448,11,2025-09-05,
1743,1449,12,2024-09-01,
1744,1450,4,2024-09-01,
1745,1451,13,2024-09-01,
1746,1452,34,2024-09-01,
1747,1453,5,2024-09-01,
1748,1454,34,2024-09-01,
1749,1455,22,2024-09-01,
1750,1456,40,2026-02-10,
1751,1457,12,2026-01-18,
1752,1458,10,2025-04-23,
1753,1459,26,2024-09-01,
1754,1460,20,2026-07-01,
1755,1461,39,2024-09-01,
1756,1462,18,2024-12-06,2025-02-27
1757,1462,40,2025-02-28,
1758,1463,2,2024-09-01,2025-08-24
1759,1463,15,2025-08-25,
1760,1464,7,2025-08-27,
1761,1465,5,2024-09-01,
1762,1466,4,2025-03-29,
1763,1467,2,2024-09-01,
1764,1468,30,2024-09-01,
1765,1469,17,2026-04-10,
1766,1470,1,2025-10-18,2026-01-12
1767,1470,40,2026-01-13,
1768,1471,14,2024-09-01,
1769,1472,3,2024-09-01,
